"Entry","Mw","conc_mmolgDW","0.9conc"
"P0AFI0",60581,2.60994558915933E-08,2.3489510302434E-08
"P0AER0",29780,2.60994558915933E-08,2.3489510302434E-08
"P0AB93",45497,2.60994558915933E-08,2.3489510302434E-08
"P0AAL3",24925,2.60994558915933E-08,2.3489510302434E-08
"P0A6S3",38169,2.60994558915933E-08,2.3489510302434E-08
"P0A6L7",54808,2.60994558915933E-08,2.3489510302434E-08
"P0A6D5",31228,2.60994558915933E-08,2.3489510302434E-08
"Q46808",57682,2.93618878780425E-08,2.64256990902382E-08
"P77596",69399,2.93618878780425E-08,2.64256990902382E-08
"P77423",20159,2.93618878780425E-08,2.64256990902382E-08
"P77339",29606,2.93618878780425E-08,2.64256990902382E-08
"P77221",50374,2.93618878780425E-08,2.64256990902382E-08
"P76216",49299,2.93618878780425E-08,2.64256990902382E-08
"P76201",27470,2.93618878780425E-08,2.64256990902382E-08
"P76052",52194,2.93618878780425E-08,2.64256990902382E-08
"P76010",27857,2.93618878780425E-08,2.64256990902382E-08
"P75933",23519,2.93618878780425E-08,2.64256990902382E-08
"P56580",33332,2.93618878780425E-08,2.64256990902382E-08
"P39396",77324,2.93618878780425E-08,2.64256990902382E-08
"P39346",37147,2.93618878780425E-08,2.64256990902382E-08
"P38101",21248,2.93618878780425E-08,2.64256990902382E-08
"P32143",31728,2.93618878780425E-08,2.64256990902382E-08
"P30147",29377,2.93618878780425E-08,2.64256990902382E-08
"P30143",51663,2.93618878780425E-08,2.64256990902382E-08
"P13039",45652,2.93618878780425E-08,2.64256990902382E-08
"P11553",52259,2.93618878780425E-08,2.64256990902382E-08
"P10805",29019,2.93618878780425E-08,2.64256990902382E-08
"P0AF26",26449,2.93618878780425E-08,2.64256990902382E-08
"P0AEP7",64732,2.93618878780425E-08,2.64256990902382E-08
"P0AEM6",27521,2.93618878780425E-08,2.64256990902382E-08
"P0AE37",38456,2.93618878780425E-08,2.64256990902382E-08
"P0ADM6",24170,2.93618878780425E-08,2.64256990902382E-08
"P0AAE5",49501,2.93618878780425E-08,2.64256990902382E-08
"P09377",32315,2.93618878780425E-08,2.64256990902382E-08
"P02924",35541,2.93618878780425E-08,2.64256990902382E-08
"Q46942",30850,3.26243198644916E-08,2.93618878780424E-08
"Q46836",29466,3.26243198644916E-08,2.93618878780424E-08
"P77795",37041,3.26243198644916E-08,2.93618878780424E-08
"P77743",58649,3.26243198644916E-08,2.93618878780424E-08
"P77694",59997,3.26243198644916E-08,2.93618878780424E-08
"P77657",24471,3.26243198644916E-08,2.93618878780424E-08
"P77608",28890,3.26243198644916E-08,2.93618878780424E-08
"P77539",38732,3.26243198644916E-08,2.93618878780424E-08
"P77280",37701,3.26243198644916E-08,2.93618878780424E-08
"P77183",34954,3.26243198644916E-08,2.93618878780424E-08
"P77161",30801,3.26243198644916E-08,2.93618878780424E-08
"P76221",26160,3.26243198644916E-08,2.93618878780424E-08
"P76215",35800,3.26243198644916E-08,2.93618878780424E-08
"P76175",44153,3.26243198644916E-08,2.93618878780424E-08
"P75969",42799,3.26243198644916E-08,2.93618878780424E-08
"P71242",47344,3.26243198644916E-08,2.93618878780424E-08
"P52074",45110,3.26243198644916E-08,2.93618878780424E-08
"P52052",35994,3.26243198644916E-08,2.93618878780424E-08
"P46923",88964,3.26243198644916E-08,2.93618878780424E-08
"P46890",64992,3.26243198644916E-08,2.93618878780424E-08
"P37679",32455,3.26243198644916E-08,2.93618878780424E-08
"P33590",58719,3.26243198644916E-08,2.93618878780424E-08
"P31991",18907,3.26243198644916E-08,2.93618878780424E-08
"P31474",51462,3.26243198644916E-08,2.93618878780424E-08
"P31462",41490,3.26243198644916E-08,2.93618878780424E-08
"P30852",40955,3.26243198644916E-08,2.93618878780424E-08
"P30176",18669,3.26243198644916E-08,2.93618878780424E-08
"P30130",96482,3.26243198644916E-08,2.93618878780424E-08
"P25743",23521,3.26243198644916E-08,2.93618878780424E-08
"P24177",113047,3.26243198644916E-08,2.93618878780424E-08
"P23522",27384,3.26243198644916E-08,2.93618878780424E-08
"P17411",50513,3.26243198644916E-08,2.93618878780424E-08
"P16869",81233,3.26243198644916E-08,2.93618878780424E-08
"P0ADD2",17047,3.26243198644916E-08,2.93618878780424E-08
"P0ABR5",51109,3.26243198644916E-08,2.93618878780424E-08
"P0AAJ8",36003,3.26243198644916E-08,2.93618878780424E-08
"P00722",116483,3.26243198644916E-08,2.93618878780424E-08
"Q47013",46078,3.58867518509408E-08,3.22980766658467E-08
"Q46807",33071,3.58867518509408E-08,3.22980766658467E-08
"P77335",33759,3.58867518509408E-08,3.22980766658467E-08
"P76577",85067,3.58867518509408E-08,3.22980766658467E-08
"P76573",20230,3.58867518509408E-08,3.22980766658467E-08
"P76483",19019,3.58867518509408E-08,3.22980766658467E-08
"P76399",111010,3.58867518509408E-08,3.22980766658467E-08
"P76242",41208,3.58867518509408E-08,3.22980766658467E-08
"P76161",27926,3.58867518509408E-08,3.22980766658467E-08
"P76097",51043,3.58867518509408E-08,3.22980766658467E-08
"P75938",25912,3.58867518509408E-08,3.22980766658467E-08
"P75860",18512,3.58867518509408E-08,3.22980766658467E-08
"P75685",21899,3.58867518509408E-08,3.22980766658467E-08
"P69506",24883,3.58867518509408E-08,3.22980766658467E-08
"P46849",35903,3.58867518509408E-08,3.22980766658467E-08
"P33343",19061,3.58867518509408E-08,3.22980766658467E-08
"P33235",57930,3.58867518509408E-08,3.22980766658467E-08
"P33234",29007,3.58867518509408E-08,3.22980766658467E-08
"P33025",32910,3.58867518509408E-08,3.22980766658467E-08
"P32176",112549,3.58867518509408E-08,3.22980766658467E-08
"P31572",45127,3.58867518509408E-08,3.22980766658467E-08
"P31551",28190,3.58867518509408E-08,3.22980766658467E-08
"P31443",19188,3.58867518509408E-08,3.22980766658467E-08
"P24218",45090,3.58867518509408E-08,3.22980766658467E-08
"P23876",33871,3.58867518509408E-08,3.22980766658467E-08
"P15081",12953,3.58867518509408E-08,3.22980766658467E-08
"P10151",35695,3.58867518509408E-08,3.22980766658467E-08
"P0CI31",28500,3.58867518509408E-08,3.22980766658467E-08
"P0AEP9",53812,3.58867518509408E-08,3.22980766658467E-08
"P0AE24",51684,3.58867518509408E-08,3.22980766658467E-08
"P0ABW5",18475,3.58867518509408E-08,3.22980766658467E-08
"P06972",70423,3.58867518509408E-08,3.22980766658467E-08
"P80644",21253,3.914918383739E-08,3.5234265453651E-08
"P77432",57545,3.914918383739E-08,3.5234265453651E-08
"P77357",46588,3.914918383739E-08,3.5234265453651E-08
"P77324",33858,3.914918383739E-08,3.5234265453651E-08
"P77263",26628,3.914918383739E-08,3.5234265453651E-08
"P76584",32716,3.914918383739E-08,3.5234265453651E-08
"P76419",34385,3.914918383739E-08,3.5234265453651E-08
"P76369",34169,3.914918383739E-08,3.5234265453651E-08
"P76103",40583,3.914918383739E-08,3.5234265453651E-08
"P75988",15769,3.914918383739E-08,3.5234265453651E-08
"P75967",25147,3.914918383739E-08,3.5234265453651E-08
"P65807",44804,3.914918383739E-08,3.5234265453651E-08
"P54746",100015,3.914918383739E-08,3.5234265453651E-08
"P52044",34674,3.914918383739E-08,3.5234265453651E-08
"P45753",29000,3.914918383739E-08,3.5234265453651E-08
"P36881",16540,3.914918383739E-08,3.5234265453651E-08
"P33354",16594,3.914918383739E-08,3.5234265453651E-08
"P32674",85960,3.914918383739E-08,3.5234265453651E-08
"P27896",63697,3.914918383739E-08,3.5234265453651E-08
"P19642",56627,3.914918383739E-08,3.5234265453651E-08
"P15070",14855,3.914918383739E-08,3.5234265453651E-08
"P13036",85322,3.914918383739E-08,3.5234265453651E-08
"P0AC00",38569,3.914918383739E-08,3.5234265453651E-08
"P0ABL8",23619,3.914918383739E-08,3.5234265453651E-08
"P0AAI1",27738,3.914918383739E-08,3.5234265453651E-08
"P04152",47680,3.914918383739E-08,3.5234265453651E-08
"Q46896",33194,4.24116158238391E-08,3.81704542414552E-08
"Q46817",46758,4.24116158238391E-08,3.81704542414552E-08
"P78271",28243,4.24116158238391E-08,3.81704542414552E-08
"P77489",78088,4.24116158238391E-08,3.81704542414552E-08
"P77252",26004,4.24116158238391E-08,3.81704542414552E-08
"P76352",60061,4.24116158238391E-08,3.81704542414552E-08
"P76043",38217,4.24116158238391E-08,3.81704542414552E-08
"P75976",20212,4.24116158238391E-08,3.81704542414552E-08
"P55798",25274,4.24116158238391E-08,3.81704542414552E-08
"P45956",10518,4.24116158238391E-08,3.81704542414552E-08
"P42913",20744,4.24116158238391E-08,3.81704542414552E-08
"P39386",44688,4.24116158238391E-08,3.81704542414552E-08
"P39308",29739,4.24116158238391E-08,3.81704542414552E-08
"P38104",45968,4.24116158238391E-08,3.81704542414552E-08
"P37018",20307,4.24116158238391E-08,3.81704542414552E-08
"P32719",26109,4.24116158238391E-08,3.81704542414552E-08
"P32169",30145,4.24116158238391E-08,3.81704542414552E-08
"P31129",33863,4.24116158238391E-08,3.81704542414552E-08
"P19317",26161,4.24116158238391E-08,3.81704542414552E-08
"P0AFV0",41988,4.24116158238391E-08,3.81704542414552E-08
"P0AFU2",65872,4.24116158238391E-08,3.81704542414552E-08
"P0AE26",34211,4.24116158238391E-08,3.81704542414552E-08
"P0AAJ5",33100,4.24116158238391E-08,3.81704542414552E-08
"P0AA93",62657,4.24116158238391E-08,3.81704542414552E-08
"P0A9N8",17446,4.24116158238391E-08,3.81704542414552E-08
"P07363",71382,4.24116158238391E-08,3.81704542414552E-08
"P00944",49742,4.24116158238391E-08,3.81704542414552E-08
"P77396",32356,4.56740478102883E-08,4.11066430292595E-08
"P77165",24343,4.56740478102883E-08,4.11066430292595E-08
"P76473",62543,4.56740478102883E-08,4.11066430292595E-08
"P76440",44329,4.56740478102883E-08,4.11066430292595E-08
"P76249",23201,4.56740478102883E-08,4.11066430292595E-08
"P75975",7402,4.56740478102883E-08,4.11066430292595E-08
"P45425",29644,4.56740478102883E-08,4.11066430292595E-08
"P42589",12315,4.56740478102883E-08,4.11066430292595E-08
"P37758",49890,4.56740478102883E-08,4.11066430292595E-08
"P37680",25561,4.56740478102883E-08,4.11066430292595E-08
"P37355",27682,4.56740478102883E-08,4.11066430292595E-08
"P37017",21047,4.56740478102883E-08,4.11066430292595E-08
"P33927",71389,4.56740478102883E-08,4.11066430292595E-08
"P31666",46315,4.56740478102883E-08,4.11066430292595E-08
"P30131",82066,4.56740478102883E-08,4.11066430292595E-08
"P28722",25339,4.56740478102883E-08,4.11066430292595E-08
"P25889",45069,4.56740478102883E-08,4.11066430292595E-08
"P23890",57813,4.56740478102883E-08,4.11066430292595E-08
"P0ABW0",11329,4.56740478102883E-08,4.11066430292595E-08
"P0ABE9",23764,4.56740478102883E-08,4.11066430292595E-08
"P0AAF1",46495,4.56740478102883E-08,4.11066430292595E-08
"P0A8T5",11127,4.56740478102883E-08,4.11066430292595E-08
"P09836",48257,4.56740478102883E-08,4.11066430292595E-08
"P09835",56306,4.56740478102883E-08,4.11066430292595E-08
"P09152",140489,4.56740478102883E-08,4.11066430292595E-08
"P08189",18715,4.56740478102883E-08,4.11066430292595E-08
"Q46800",31557,4.89364797967374E-08,4.4E-08
"P77619",47752,4.89364797967374E-08,4.4E-08
"P77607",27274,4.89364797967374E-08,4.4E-08
"P77580",33442,4.89364797967374E-08,4.4E-08
"P77260",53685,4.89364797967374E-08,4.4E-08
"P76632",18702,4.89364797967374E-08,4.4E-08
"P76505",40249,4.89364797967374E-08,4.4E-08
"P76173",30524,4.89364797967374E-08,4.4E-08
"P76085",48953,4.89364797967374E-08,4.4E-08
"P75977",12156,4.89364797967374E-08,4.4E-08
"P75770",35860,4.89364797967374E-08,4.4E-08
"P75678",31892,4.89364797967374E-08,4.4E-08
"P69741",39652,4.89364797967374E-08,4.4E-08
"P56256",17459,4.89364797967374E-08,4.4E-08
"P46857",10613,4.89364797967374E-08,4.4E-08
"P45804",64637,4.89364797967374E-08,4.4E-08
"P42632",85936,4.89364797967374E-08,4.4E-08
"P42603",20512,4.89364797967374E-08,4.4E-08
"P39829",56402,4.89364797967374E-08,4.4E-08
"P39399",35397,4.89364797967374E-08,4.4E-08
"P39382",31956,4.89364797967374E-08,4.4E-08
"P39362",23214,4.89364797967374E-08,4.4E-08
"P39208",21004,4.89364797967374E-08,4.4E-08
"P37669",37570,4.89364797967374E-08,4.4E-08
"P37651",41700,4.89364797967374E-08,4.4E-08
"P32669",23555,4.89364797967374E-08,4.4E-08
"P32141",31983,4.89364797967374E-08,4.4E-08
"P31675",42713,4.89364797967374E-08,4.4E-08
"P27296",81440,4.89364797967374E-08,4.4E-08
"P06134",39324,4.89364797967374E-08,4.4E-08
"P77256",36329,5.21989117831866E-08,4.7E-08
"P75858",37851,5.21989117831866E-08,4.7E-08
"P75824",35740,5.21989117831866E-08,4.7E-08
"P69816",11248,5.21989117831866E-08,4.7E-08
"P52135",17099,5.21989117831866E-08,4.7E-08
"P46126",11805,5.21989117831866E-08,4.7E-08
"P39358",70017,5.21989117831866E-08,4.7E-08
"P37617",76840,5.21989117831866E-08,4.7E-08
"P31449",33958,5.21989117831866E-08,4.7E-08
"P30015",169381,5.21989117831866E-08,4.7E-08
"P28303",49646,5.21989117831866E-08,4.7E-08
"P27842",14549,5.21989117831866E-08,4.7E-08
"P21189",90053,5.21989117831866E-08,4.7E-08
"P18777",30826,5.21989117831866E-08,4.7E-08
"P11349",58066,5.21989117831866E-08,4.7E-08
"P0AG71",54764,5.21989117831866E-08,4.7E-08
"P0AEL0",24606,5.21989117831866E-08,4.7E-08
"P0AAG5",65222,5.21989117831866E-08,4.7E-08
"P0A853",52773,5.21989117831866E-08,4.7E-08
"P08190",17317,5.21989117831866E-08,4.7E-08
"Q47129",34620,5.54613437696358E-08,4.99152093926722E-08
"Q46839",58920,5.54613437696358E-08,4.99152093926722E-08
"Q46831",24614,5.54613437696358E-08,4.99152093926722E-08
"P77704",30810,5.54613437696358E-08,4.99152093926722E-08
"P76204",27046,5.54613437696358E-08,4.99152093926722E-08
"P75683",50632,5.54613437696358E-08,4.99152093926722E-08
"P52627",21658,5.54613437696358E-08,4.99152093926722E-08
"P52132",31255,5.54613437696358E-08,4.99152093926722E-08
"P39370",36878,5.54613437696358E-08,4.99152093926722E-08
"P39352",44104,5.54613437696358E-08,4.99152093926722E-08
"P39333",24598,5.54613437696358E-08,4.99152093926722E-08
"P39264",19373,5.54613437696358E-08,4.99152093926722E-08
"P37650",127724,5.54613437696358E-08,4.99152093926722E-08
"P33596",19424,5.54613437696358E-08,4.99152093926722E-08
"P32108",13866,5.54613437696358E-08,4.99152093926722E-08
"P31470",26279,5.54613437696358E-08,4.99152093926722E-08
"P23910",41926,5.54613437696358E-08,4.99152093926722E-08
"P23872",36034,5.54613437696358E-08,4.99152093926722E-08
"P15006",40590,5.54613437696358E-08,4.99152093926722E-08
"P0AC88",42047,5.54613437696358E-08,4.99152093926722E-08
"P0ABX2",13968,5.54613437696358E-08,4.99152093926722E-08
"P0AB85",38549,5.54613437696358E-08,4.99152093926722E-08
"P0A9I8",12284,5.54613437696358E-08,4.99152093926722E-08
"P08401",52176,5.54613437696358E-08,4.99152093926722E-08
"P08202",56074,5.54613437696358E-08,4.99152093926722E-08
"P08201",93121,5.54613437696358E-08,4.99152093926722E-08
"P05050",24076,5.54613437696358E-08,4.99152093926722E-08
"Q6BF17",42523,5.87237757560849E-08,5.28513981804764E-08
"P77378",33770,5.87237757560849E-08,5.28513981804764E-08
"P76559",38746,5.87237757560849E-08,5.28513981804764E-08
"P76474",14085,5.87237757560849E-08,5.28513981804764E-08
"P60584",42558,5.87237757560849E-08,5.28513981804764E-08
"P51020",36470,5.87237757560849E-08,5.28513981804764E-08
"P45551",13528,5.87237757560849E-08,5.28513981804764E-08
"P37664",17104,5.87237757560849E-08,5.28513981804764E-08
"P37342",58020,5.87237757560849E-08,5.28513981804764E-08
"P31827",89283,5.87237757560849E-08,5.28513981804764E-08
"P31126",42659,5.87237757560849E-08,5.28513981804764E-08
"P23841",33627,5.87237757560849E-08,5.28513981804764E-08
"P0AEV7",15465,5.87237757560849E-08,5.28513981804764E-08
"P0ADR0",15590,5.87237757560849E-08,5.28513981804764E-08
"P0AD14",62092,5.87237757560849E-08,5.28513981804764E-08
"P0ACH8",34928,5.87237757560849E-08,5.28513981804764E-08
"P0ABL5",23101,5.87237757560849E-08,5.28513981804764E-08
"P77790",21213,6.2E-08,5.57875869682807E-08
"P77700",34866,6.2E-08,5.57875869682807E-08
"P77473",58720,6.2E-08,5.57875869682807E-08
"P77379",31474,6.2E-08,5.57875869682807E-08
"P76909",24017,6.2E-08,5.57875869682807E-08
"P75925",20736,6.2E-08,5.57875869682807E-08
"P75855",18680,6.2E-08,5.57875869682807E-08
"P39361",29268,6.2E-08,5.57875869682807E-08
"P39314",35208,6.2E-08,5.57875869682807E-08
"P39279",32947,6.2E-08,5.57875869682807E-08
