"Entry","Mw","conc_mmolgDW","0.9conc"
"P16431",64980,3.26243198644916E-08,2.93618878780424E-08
"P10903",49693,"#VALUE!","#VALUE!"
"P0ACV2",35493,8.80856636341274E-08,7.92770972707147E-08
"Q46802",66096,3.58867518509408E-08,3.22980766658467E-08
"P76555",25418,"#VALUE!","#VALUE!"
"P76417",47359,6.2E-08,5.57875869682807E-08
"P76228",40346,"#VALUE!","#VALUE!"
"P76044",29832,"#VALUE!","#VALUE!"
"P75908",51783,3.58867518509408E-08,3.22980766658467E-08
"P75853",34558,"#VALUE!","#VALUE!"
"P75793",90125,"#VALUE!","#VALUE!"
"P75693",24811,5.87237757560849E-08,5.28513981804764E-08
"P71296",32679,"#VALUE!","#VALUE!"
"P71244",51316,"#VALUE!","#VALUE!"
"P69739",40681,"#VALUE!","#VALUE!"
"P65290",17705,"#VALUE!","#VALUE!"
"P55138",54177,3.26243198644916E-08,2.93618878780424E-08
"P52073",38361,"#VALUE!","#VALUE!"
"P52048",45818,"#VALUE!","#VALUE!"
"P45757",30038,"#VALUE!","#VALUE!"
"P42630",48522,5.87237757560849E-08,5.28513981804764E-08
"P39381",41361,"#VALUE!","#VALUE!"
"P37772",34978,"#VALUE!","#VALUE!"
"P37681",27414,1.04397823566373E-07,9.4E-08
"P37627",61164,"#VALUE!","#VALUE!"
"P37047",43687,"#VALUE!","#VALUE!"
"P37009",39059,"#VALUE!","#VALUE!"
"P36554",50901,3.26243198644916E-08,2.93618878780424E-08
"P32718",33821,3.914918383739E-08,3.5234265453651E-08
"P32138",77275,3.26243198644916E-08,2.93618878780424E-08
"P31471",42755,5.21989117831866E-08,4.7E-08
"P31459",31374,3.26243198644916E-08,2.93618878780424E-08
"P25736",26709,5.31776413791214E-07,4.78598772412093E-07
"P0AGM2",22048,3.03406174739772E-07,2.73065557265795E-07
"P0ACD8",66253,"#VALUE!","#VALUE!"
"P0AAF3",55018,"#VALUE!","#VALUE!"
"P0A6S0",24615,"#VALUE!","#VALUE!"
"P06974",37849,1.04397823566373E-07,9.4E-08
"Q47538",28297,"#VALUE!","#VALUE!"
"Q46898",25209,"#VALUE!","#VALUE!"
"Q46814",103519,3.58867518509408E-08,3.22980766658467E-08
"Q46799",81321,"#VALUE!","#VALUE!"
"P76486",32136,5.21989117831866E-08,4.7E-08
"P76254",35661,"#VALUE!","#VALUE!"
"P76135",28725,"#VALUE!","#VALUE!"
"P76081",39320,"#VALUE!","#VALUE!"
"P75859",18914,"#VALUE!","#VALUE!"
"P75764",81505,8.48232316476783E-08,7.63409084829105E-08
"P75747",36884,4.24116158238391E-08,3.81704542414552E-08
"P64557",28650,"#VALUE!","#VALUE!"
"P63340",45099,2.822E-06,2.53980330145068E-06
"P45541",31169,"#VALUE!","#VALUE!"
"P39306",25278,7.17735037018816E-08,6.45961533316934E-08
"P37766",57562,4.56740478102883E-08,4.11066430292595E-08
"P32151",39294,9.13480956205766E-08,8.22132860585189E-08
"P31665",34607,6.2E-08,5.57875869682807E-08
"P31552",58559,1.14185119525721E-07,1.02766607573149E-07
"P31434",88079,5.54613437696358E-08,4.99152093926722E-08
"P28629",84425,"#VALUE!","#VALUE!"
"P27375",21131,7.17735037018816E-08,6.45961533316934E-08
"P25748",37357,"#VALUE!","#VALUE!"
"P25744",43867,6.52486397289833E-08,5.8723775756085E-08
"P24175",50463,"#VALUE!","#VALUE!"
"P16433",27999,6.85110717154324E-08,6.16599645438892E-08
"P15032",96368,4.89364797967374E-08,4.4E-08
"P11868",43384,9.78729595934749E-08,8.80856636341274E-08
"P0C7L2",42277,"#VALUE!","#VALUE!"
"P0AFI0",60581,2.60994558915933E-08,2.3489510302434E-08
"P0AER0",29780,9.78729595934749E-08,8.80856636341274E-08
"P0AB93",45497,1.5659673534956E-07,1.40937061814604E-07
"P0AAL3",24925,7.17735037018816E-08,6.45961533316934E-08
"P0A6S3",38169,4.24116158238391E-08,3.81704542414552E-08
"P0A6L7",54808,6.52486397289833E-08,5.8723775756085E-08
"P0A6D5",31228,"#VALUE!","#VALUE!"
"Q46808",57682,2.28370239051441E-08,2.05533215146297E-08
"P77596",69399,2.3489510302434E-07,2.11405592721906E-07
"P77423",20159,"#VALUE!","#VALUE!"
"P77339",29606,2.67519422888831E-07,2.40767480599948E-07
"P77221",50374,"#VALUE!","#VALUE!"
"P76216",49299,"#VALUE!","#VALUE!"
"P76201",27470,"#VALUE!","#VALUE!"
"P76052",52194,"#VALUE!","#VALUE!"
"P76010",27857,"#VALUE!","#VALUE!"
"P75933",23519,9.78729595934749E-08,8.80856636341274E-08
"P56580",33332,"#VALUE!","#VALUE!"
"P39396",77324,2.28565984970628E-05,2.05709386473565E-05
"P39346",37147,"#VALUE!","#VALUE!"
"P38101",21248,"#VALUE!","#VALUE!"
"P32143",31728,"#VALUE!","#VALUE!"
"P30147",29377,"#VALUE!","#VALUE!"
"P30143",51663,4.24116158238391E-08,3.81704542414552E-08
"P13039",45652,"#VALUE!","#VALUE!"
"P11553",52259,5.54613437696358E-08,4.99152093926722E-08
"P10805",29019,"#VALUE!","#VALUE!"
"P0AF26",26449,"#VALUE!","#VALUE!"
"P0AEP7",64732,4.89364797967374E-08,4.4E-08
"P0AEM6",27521,1.30497279457967E-07,1.1744755151217E-07
"P0AE37",38456,"#VALUE!","#VALUE!"
"P0ADM6",24170,"#VALUE!","#VALUE!"
"P0AAE5",49501,8.9716879627352E-07,8.07451916646168E-07
"P09377",32315,"#VALUE!","#VALUE!"
"P02924",35541,"#VALUE!","#VALUE!"
"Q46942",30850,1.01135391579924E-07,9.1E-08
"Q46836",29466,5.84E-07,5.2557779301696E-07
"P77795",37041,"#VALUE!","#VALUE!"
"P77743",58649,"#VALUE!","#VALUE!"
"P77694",59997,2.60994558915933E-08,2.3489510302434E-08
"P77657",24471,1.20709983498619E-07,1.08638985148757E-07
"P77608",28890,"#VALUE!","#VALUE!"
"P77539",38732,5.54613437696358E-08,4.99152093926722E-08
"P77280",37701,"#VALUE!","#VALUE!"
"P77183",34954,"#VALUE!","#VALUE!"
"P77161",30801,5.21989117831866E-08,4.7E-08
"P76221",26160,"#VALUE!","#VALUE!"
"P76215",35800,"#VALUE!","#VALUE!"
"P76175",44153,1.14185119525721E-07,1.02766607573149E-07
"P75969",42799,"#VALUE!","#VALUE!"
"P71242",47344,5.54613437696358E-08,4.99152093926722E-08
"P52074",45110,"#VALUE!","#VALUE!"
"P52052",35994,"#VALUE!","#VALUE!"
"P46923",88964,5.21989117831866E-08,4.7E-08
"P46890",64992,3.58867518509408E-08,3.22980766658467E-08
"P37679",32455,8.48232316476783E-08,7.63409084829105E-08
"P33590",58719,9.78729595934749E-08,8.80856636341274E-08
"P31991",18907,"#VALUE!","#VALUE!"
"P31474",51462,3.26243198644916E-08,2.93618878780424E-08
"P31462",41490,1.79433759254704E-07,1.61490383329234E-07
"P30852",40955,6.52486397289833E-08,5.8723775756085E-08
"P30176",18669,1.14185119525721E-07,1.02766607573149E-07
"P30130",96482,5.54613437696358E-08,4.99152093926722E-08
"P25743",23521,6.13337213452443E-07,5.52E-07
"P24177",113047,1.82696191241153E-07,1.64426572117038E-07
"P23522",27384,"#VALUE!","#VALUE!"
"P17411",50513,6.52486397289833E-08,5.8723775756085E-08
"P16869",81233,6.52486397289833E-08,5.8723775756085E-08
"P0ADD2",17047,"#VALUE!","#VALUE!"
"P0ABR5",51109,"#VALUE!","#VALUE!"
"P0AAJ8",36003,3.71917246455205E-07,3.34725521809685E-07
"P00722",116483,1.01135391579924E-07,9.1E-08
"Q47013",46078,"#VALUE!","#VALUE!"
"Q46807",33071,6.52486397289833E-08,5.8723775756085E-08
"P77335",33759,"#VALUE!","#VALUE!"
"P76577",85067,5.87237757560849E-08,5.28513981804764E-08
"P76573",20230,"#VALUE!","#VALUE!"
"P76483",19019,"#VALUE!","#VALUE!"
"P76399",111010,7.82983676747799E-08,7.04685309073019E-08
"P76242",41208,1.1744755151217E-07,1.05702796360953E-07
"P76161",27926,6.2E-08,5.57875869682807E-08
"P76097",51043,"#VALUE!","#VALUE!"
"P75938",25912,1.43547007403763E-07,1.29192306663387E-07
"P75860",18512,"#VALUE!","#VALUE!"
"P75685",21899,8.15607996612291E-08,7.34047196951062E-08
"P69506",24883,2.28370239051441E-07,2.05533215146297E-07
"P46849",35903,1.04397823566373E-07,9.4E-08
"P33343",19061,"#VALUE!","#VALUE!"
"P33235",57930,4.89364797967374E-08,4.4E-08
"P33234",29007,1.20709983498619E-07,1.08638985148757E-07
"P33025",32910,4.56740478102883E-08,4.11066430292595E-08
"P32176",112549,7.14472605032367E-07,6.43E-07
"P31572",45127,9.46105276070257E-08,8.51494748463231E-08
"P31551",28190,"#VALUE!","#VALUE!"
"P31443",19188,"#VALUE!","#VALUE!"
"P24218",45090,5.54613437696358E-08,4.99152093926722E-08
"P23876",33871,9.78729595934749E-08,8.80856636341274E-08
"P15081",12953,"#VALUE!","#VALUE!"
"P10151",35695,"#VALUE!","#VALUE!"
"P0CI31",28500,"#VALUE!","#VALUE!"
"P0AEP9",53812,"#VALUE!","#VALUE!"
"P0AE24",51684,8.15607996612291E-08,7.34047196951062E-08
"P0ABW5",18475,"#VALUE!","#VALUE!"
"P06972",70423,2.21845375078543E-07,1.99660837570689E-07
"P80644",21253,"#VALUE!","#VALUE!"
"P77432",57545,"#VALUE!","#VALUE!"
"P77357",46588,2.93618878780425E-08,2.64256990902382E-08
"P77324",33858,"#VALUE!","#VALUE!"
"P77263",26628,"#VALUE!","#VALUE!"
"P76584",32716,4.89364797967374E-08,4.4E-08
"P76419",34385,1.46809439390212E-07,1.32128495451191E-07
"P76369",34169,"#VALUE!","#VALUE!"
"P76103",40583,"#VALUE!","#VALUE!"
"P75988",15769,2.08795647132746E-07,1.87916082419471E-07
"P75967",25147,1.37E-07,1.23319929087779E-07
"P65807",44804,1.07660255552822E-07,9.68942299975398E-08
"P54746",100015,5.87237757560849E-08,5.28513981804764E-08
"P52044",34674,"#VALUE!","#VALUE!"
"P45753",29000,5.54613437696358E-08,4.99152093926722E-08
"P36881",16540,"#VALUE!","#VALUE!"
"P33354",16594,1.24E-07,1.11575173936561E-07
"P32674",85960,3.914918383739E-08,3.5234265453651E-08
"P27896",63697,1.24E-07,1.11575173936561E-07
"P19642",56627,1.99E-07,1.79107516056059E-07
"P15070",14855,1.63121599322458E-07,1.46809439390212E-07
"P13036",85322,1.66384031308907E-07,1.49745628178016E-07
"P0AC00",38569,2.15320511105645E-07,1.93788459995081E-07
"P0ABL8",23619,8.15607996612291E-08,7.34047196951062E-08
"P0AAI1",27738,2.28370239051441E-08,2.05533215146297E-08
"P04152",47680,9.78729595934749E-08,8.80856636341274E-08
"Q46896",33194,"#VALUE!","#VALUE!"
"Q46817",46758,5.54613437696358E-08,4.99152093926722E-08
"P78271",28243,"#VALUE!","#VALUE!"
"P77489",78088,"#VALUE!","#VALUE!"
"P77252",26004,8.80856636341274E-08,7.92770972707147E-08
"P76352",60061,4.89364797967374E-08,4.4E-08
"P76043",38217,"#VALUE!","#VALUE!"
"P75976",20212,"#VALUE!","#VALUE!"
"P55798",25274,"#VALUE!","#VALUE!"
"P45956",10518,"#VALUE!","#VALUE!"
"P42913",20744,1.59859167336009E-07,1.43873250602408E-07
"P39386",44688,7.5E-08,6.75323421194977E-08
"P39308",29739,2.31632671037891E-07,2.08469403934102E-07
"P38104",45968,4.24116158238391E-08,3.81704542414552E-08
"P37018",20307,"#VALUE!","#VALUE!"
"P32719",26109,7.5E-08,6.75323421194977E-08
"P32169",30145,9.46105276070257E-08,8.51494748463231E-08
"P31129",33863,"#VALUE!","#VALUE!"
"P19317",26161,"#VALUE!","#VALUE!"
"P0AFV0",41988,"#VALUE!","#VALUE!"
"P0AFU2",65872,6.85110717154324E-08,6.16599645438892E-08
"P0AE26",34211,"#VALUE!","#VALUE!"
"P0AAJ5",33100,6.81848285167875E-07,6.13663456651088E-07
"P0AA93",62657,1.92483487200501E-07,1.73235138480451E-07
"P0A9N8",17446,"#VALUE!","#VALUE!"
"P07363",71382,6.52486397289833E-08,5.8723775756085E-08
"P00944",49742,6.52486397289833E-08,5.8723775756085E-08
"P77396",32356,"#VALUE!","#VALUE!"
"P77165",24343,"#VALUE!","#VALUE!"
"P76473",62543,"#VALUE!","#VALUE!"
"P76440",44329,9.78729595934749E-08,8.80856636341274E-08
"P76249",23201,1.057E-06,9.51325167248577E-07
"P75975",7402,"#VALUE!","#VALUE!"
"P45425",29644,1.40284575417314E-07,1.26256117875583E-07
"P42589",12315,3.29505630631365E-07,2.96555067568229E-07
"P37758",49890,"#VALUE!","#VALUE!"
"P37680",25561,7.82983676747799E-08,7.04685309073019E-08
"P37355",27682,1.59859167336009E-07,1.43873250602408E-07
"P37017",21047,"#VALUE!","#VALUE!"
"P33927",71389,1.5659673534956E-07,1.40937061814604E-07
"P31666",46315,2.05533215146297E-07,1.85E-07
"P30131",82066,1.24E-07,1.11575173936561E-07
"P28722",25339,"#VALUE!","#VALUE!"
"P25889",45069,7.5E-08,6.75323421194977E-08
"P23890",57813,1.46809439390212E-07,1.32128495451191E-07
"P0ABW0",11329,"#VALUE!","#VALUE!"
"P0ABE9",23764,7.82983676747799E-08,7.04685309073019E-08
"P0AAF1",46495,"#VALUE!","#VALUE!"
"P0A8T5",11127,2.18582943092094E-07,1.96724648782885E-07
"P09836",48257,1.04397823566373E-07,9.4E-08
"P09835",56306,1.04397823566373E-07,9.4E-08
"P09152",140489,9.78729595934749E-09,8.80856636341274E-09
"P08189",18715,"#VALUE!","#VALUE!"
"Q46800",31557,"#VALUE!","#VALUE!"
"P77619",47752,8.48232316476783E-08,7.63409084829105E-08
"P77607",27274,1.04397823566373E-07,9.4E-08
"P77580",33442,4.56740478102883E-08,4.11066430292595E-08
"P77260",53685,1.40284575417314E-07,1.26256117875583E-07
"P76632",18702,"#VALUE!","#VALUE!"
"P76505",40249,"#VALUE!","#VALUE!"
"P76173",30524,6.52486397289833E-08,5.8723775756085E-08
"P76085",48953,"#VALUE!","#VALUE!"
"P75977",12156,"#VALUE!","#VALUE!"
"P75770",35860,"#VALUE!","#VALUE!"
"P75678",31892,8.48232316476783E-08,7.63409084829105E-08
"P69741",39652,6.2312450941179E-07,5.60812058470611E-07
"P56256",17459,"#VALUE!","#VALUE!"
"P46857",10613,1.04397823566373E-07,9.4E-08
"P45804",64637,1.33759711444416E-07,1.20383740299974E-07
"P42632",85936,2.87094014807526E-07,2.58384613326773E-07
"P42603",20512,1.30497279457967E-07,1.1744755151217E-07
"P39829",56402,9.46105276070257E-08,8.51494748463231E-08
"P39399",35397,"#VALUE!","#VALUE!"
"P39382",31956,1.30497279457967E-07,1.1744755151217E-07
"P39362",23214,9.46105276070257E-08,8.51494748463231E-08
"P39208",21004,9.46105276070257E-08,8.51494748463231E-08
"P37669",37570,1.04397823566373E-07,9.4E-08
"P37651",41700,1.27234847471517E-07,1.14511362724365E-07
"P32669",23555,9.13480956205766E-08,8.22132860585189E-08
"P32141",31983,"#VALUE!","#VALUE!"
"P31675",42713,1.82696191241153E-07,1.64426572117038E-07
"P27296",81440,1.99E-07,1.79107516056059E-07
"P06134",39324,6.85110717154324E-08,6.16599645438892E-08
"P77256",36329,1.01135391579924E-07,9.1E-08
"P75858",37851,5.54613437696358E-08,4.99152093926722E-08
"P75824",35740,5.87237757560849E-08,5.28513981804764E-08
"P69816",11248,"#VALUE!","#VALUE!"
"P52135",17099,1.14185119525721E-07,1.02766607573149E-07
"P46126",11805,"#VALUE!","#VALUE!"
"P39358",70017,8.15607996612291E-08,7.34047196951062E-08
"P37617",76840,1.11575173936561E-06,1.00417656542905E-06
"P31449",33958,"#VALUE!","#VALUE!"
"P30015",169381,1.63121599322458E-08,1.46809439390212E-08
"P28303",49646,5.02414525913171E-07,4.52173073321854E-07
"P27842",14549,3.78442110428103E-07,3.40597899385293E-07
"P21189",90053,1.04397823566373E-07,9.4E-08
"P18777",30826,1.01135391579924E-07,9.1E-08
"P11349",58066,"#VALUE!","#VALUE!"
"P0AG71",54764,2.02270783159848E-07,1.82E-07
"P0AEL0",24606,7.21E-07,6.48897722104738E-07
"P0AAG5",65222,2.28370239051441E-07,2.05533215146297E-07
"P0A853",52773,5.87237757560849E-08,5.28513981804764E-08
"P08190",17317,"#VALUE!","#VALUE!"
"Q47129",34620,"#VALUE!","#VALUE!"
"Q46839",58920,"#VALUE!","#VALUE!"
"Q46831",24614,1.9574591918695E-07,1.76171327268255E-07
"P77704",30810,6.2E-08,5.57875869682807E-08
"P76204",27046,7.17735037018816E-08,6.45961533316934E-08
"P75683",50632,5.54613437696358E-08,4.99152093926722E-08
"P52627",21658,"#VALUE!","#VALUE!"
"P52132",31255,9.78729595934749E-08,8.80856636341274E-08
"P39370",36878,4.24116158238391E-08,3.81704542414552E-08
"P39352",44104,5.54613437696358E-08,4.99152093926722E-08
"P39333",24598,2.18582943092094E-07,1.96724648782885E-07
"P39264",19373,1.37E-07,1.23319929087779E-07
"P37650",127724,1.27234847471517E-07,1.14511362724365E-07
"P33596",19424,2.31632671037891E-07,2.08469403934102E-07
"P32108",13866,"#VALUE!","#VALUE!"
"P31470",26279,2.74E-07,2.46639858175557E-07
"P23910",41926,1.33759711444416E-07,1.20383740299974E-07
"P23872",36034,1.14185119525721E-07,1.02766607573149E-07
"P15006",40590,1.33759711444416E-07,1.20383740299974E-07
"P0AC88",42047,4.24116158238391E-08,3.81704542414552E-08
"P0ABX2",13968,2.70781854875281E-07,2.43703669387753E-07
"P0AB85",38549,6.2312450941179E-07,5.60812058470611E-07
"P0A9I8",12284,"#VALUE!","#VALUE!"
"P08401",52176,1.14185119525721E-07,1.02766607573149E-07
"P08202",56074,6.2E-08,5.57875869682807E-08
"P08201",93121,5.54613437696358E-08,4.99152093926722E-08
"P05050",24076,7.17735037018816E-08,6.45961533316934E-08
"Q6BF17",42523,8.48232316476783E-08,7.63409084829105E-08
"P77378",33770,"#VALUE!","#VALUE!"
"P76559",38746,"#VALUE!","#VALUE!"
"P76474",14085,"#VALUE!","#VALUE!"
"P60584",42558,1.53334303363111E-07,1.38E-07
"P51020",36470,4.89364797967374E-08,4.4E-08
"P45551",13528,1.72908895281806E-07,1.55618005753625E-07
"P37664",17104,1.33759711444416E-07,1.20383740299974E-07
"P37342",58020,1.30497279457967E-07,1.1744755151217E-07
"P31827",89283,6.2E-08,5.57875869682807E-08
"P31126",42659,1.40284575417314E-07,1.26256117875583E-07
"P23841",33627,7.5E-08,6.75323421194977E-08
"P0AEV7",15465,9.13480956205766E-08,8.22132860585189E-08
"P0ADR0",15590,1.1744755151217E-07,1.05702796360953E-07
"P0AD14",62092,1.92483487200501E-07,1.73235138480451E-07
"P0ACH8",34928,5.21989117831866E-08,4.7E-08
"P0ABL5",23101,2.41419966997238E-07,2.17277970297514E-07
"P77790",21213,"#VALUE!","#VALUE!"
"P77700",34866,8.80856636341274E-08,7.92770972707147E-08
"P77473",58720,7.5E-08,6.75323421194977E-08
"P77379",31474,4.89364797967374E-08,4.4E-08
"P76909",24017,"#VALUE!","#VALUE!"
"P75925",20736,"#VALUE!","#VALUE!"
"P75855",18680,1.43547007403763E-07,1.29192306663387E-07
"P39361",29268,"#VALUE!","#VALUE!"
"P39314",35208,1.07660255552822E-07,9.68942299975398E-08
"P39279",32947,1.46809439390212E-07,1.32128495451191E-07
"P38392",19244,"#VALUE!","#VALUE!"
"P37678",23445,1.07660255552822E-07,9.68942299975398E-08
"P37610",32410,"#VALUE!","#VALUE!"
"P31600",111308,1.63121599322458E-07,1.46809439390212E-07
"P25718",75713,3.914918383739E-08,3.5234265453651E-08
"P23524",39104,1.04397823566373E-07,9.4E-08
"P15028",33146,2.31632671037891E-07,2.08469403934102E-07
"P0AFS5",37543,8.48232316476783E-08,7.63409084829105E-08
"P0AE95",14879,"#VALUE!","#VALUE!"
"P0ADL6",13768,"#VALUE!","#VALUE!"
"P0ABT8",32866,1.24E-07,1.11575173936561E-07
"P0AAM3",9732,1.82696191241153E-07,1.64426572117038E-07
"P0A9P9",27563,1.63121599322458E-07,1.46809439390212E-07
"Q47155",39516,1.53334303363111E-07,1.38E-07
"Q47142",41593,3.78442110428103E-07,3.40597899385293E-07
"Q46897",22293,"#VALUE!","#VALUE!"
"P80645",41736,3.58867518509408E-08,3.22980766658467E-08
"P77656",16408,"#VALUE!","#VALUE!"
"P77265",66017,2.44682398983687E-07,2.20214159085318E-07
"P76398",112078,1.27234847471517E-07,1.14511362724365E-07
"P76217",53026,"#VALUE!","#VALUE!"
"P76129",90260,"#VALUE!","#VALUE!"
"P75917",11194,"#VALUE!","#VALUE!"
"P67729",43574,3.914918383739E-08,3.5234265453651E-08
"P45472",11270,2.08795647132746E-07,1.87916082419471E-07
"P45465",14798,1.01135391579924E-07,9.1E-08
"P42904",17086,1.1744755151217E-07,1.05702796360953E-07
"P42619",14102,2.74E-07,2.46639858175557E-07
"P42604",54093,1.72908895281806E-07,1.55618005753625E-07
"P33020",39710,1.37E-07,1.23319929087779E-07
"P31667",33267,2.05533215146297E-07,1.85E-07
"P27245",16065,2.87094014807526E-07,2.58384613326773E-07
"P0DM85",84371,8.80856636341274E-08,7.92770972707147E-08
"P0AFU0",40360,5.87237757560849E-08,5.28513981804764E-08
"P0AF32",26018,"#VALUE!","#VALUE!"
"P0A9U8",43002,1.04397823566373E-07,9.4E-08
"P0A8Y8",14970,"#VALUE!","#VALUE!"
"P0A772",15340,2.05533215146297E-07,1.85E-07
"P77549",40465,4.33903454197739E-07,3.90513108777965E-07
