Entry,EC,kcat(s-1),kcat(h-1),Mw,#(cell)-1,conc_fmol(cell)-1,growth_rate1,conc_mmolgDW,0.9conc,1.1conc,growth_rate2,flux_ub_step2(mmol*(gDWh)-1)
P0ABK5,2.5.1.47,2030,7308000,34490,65474.668057805,0.0001087258,0.67,0.0002136067,0.000192246,0.0002349673,0.67,1045.8950635212
P16703,2.5.1.47,2030,7308000,32664,1401.3502532711,2.3270512342596E-06,0.67,4.57180989049037E-06,4.11462890144133E-06,0.000005029,0.67,22.3852270754
P60546,2.7.4.8,1500,5400000,23593,508.1958332982,8.43898760043577E-07,0.67,0.000001658,1.49215890773913E-06,1.82374977612561E-06,0.67,5.9984788091
P52643,1.1.1.28,1340,4824000,36535,421.6642114621,7.0020626280647E-07,0.67,1.37565081101468E-06,1.23808572991321E-06,1.51321589211614E-06,0.67,4.4462134733
P00393,1.6.99.3,1170,4212000,47359,498.1164917229,8.27161228367451E-07,0.67,1.62507117557456E-06,1.4625640580171E-06,1.78757829313202E-06,0.67,4.5860158603
P0A9D4,2.3.1.30,1080,3888000,29317,261.7751143345,4.34697964687053E-07,0.67,0.000000854,7.6862115563526E-07,9.3942585688754E-07,0.67,2.2246970729
P52061,3.6.1.66,1009,3632400,21039,427.2654509794,7.09507557255757E-07,0.67,1.39392447397988E-06,1.25453202658189E-06,1.53331692137786E-06,0.67,3.3924051437
Q46939,2.3.1.9,1000,3600000,41019,2.2282680897,3.70021270290229E-09,0.67,7.26957309018132E-09,6.54261578116319E-09,0.000000008,0.67,0.0175342103
P76461,2.3.1.9,1000,3600000,40352,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P0A7A9,3.6.1.1,916,3297600,19704,10864.3330917342,1.80410712250651E-05,0.67,3.54441477899118E-05,3.18997330109206E-05,3.8988562568903E-05,0.67,78.3100165738
P0ACC7,2.3.1.157,853,3070800,49190,476.38085695,7.91067514031848E-07,0.67,1.55416014544567E-06,1.39874413090111E-06,1.70957615999024E-06,0.67,3.197585033
P37197,1.11.1.5,830,2988000,51571,1.5062072615,2.50117446282594E-09,0.67,4.91389874818455E-09,4.4225088733661E-09,5.40528862300301E-09,0.67,0.0098374287
P25718,3.2.1.1,706,2541600,75713,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P26612,3.2.1.1,706,2541600,56639,26.4413394187,4.39079033854449E-08,0.67,8.62630714841746E-08,7.76367643357572E-08,9.48893786325921E-08,0.67,0.1468949691
P0AC33,4.2.1.2,650,2340000,60299,1405.7093208117,2.33428980539975E-06,0.67,0.000004586,4.12742794667933E-06,5.04463415705251E-06,0.67,7.1899794831
P14407,4.2.1.2,650,2340000,60105,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P0ACX5,4.2.1.2,650,2340000,7907,43.1022856922,7.15747022453984E-08,0.67,1.40618275531235E-07,1.26556447978111E-07,1.54680103084358E-07,0.67,0.2204613324
P11663,4.2.1.2,650,2340000,19272,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P05042,4.2.1.2,650,2340000,50489,377.6905638136,6.27184596170043E-07,0.67,1.23218977636551E-06,0.000001109,1.35540875400206E-06,0.67,1.9318271314
P0A731,4.2.3.3,600,2160000,16919,824.5648227782,1.36925410624074E-06,0.67,2.6900866527323E-06,2.42107798745907E-06,2.95909531800553E-06,0.67,3.8930934038
P0A799,2.7.2.3,575,2070000,41118,30363.4260503254,5.04208336936656E-05,0.67,9.90586123647653E-05,8.91527511282888E-05,0.0001089645,0.67,137.3843894887
P0A7E9,2.7.4.22,545.2,1962720,25970,660.179553361,1.09627956386755E-06,0.67,2.15379089168478E-06,1.9384118025163E-06,2.36916998085325E-06,0.67,2.8322832675
P0AED7,3.5.1.18,470,1692000,41269,104.0838834309,1.72839394604542E-07,0.67,3.39566590578667E-07,3.05609931520801E-07,3.73523249636534E-07,0.67,0.3849462697
P77608,4.2.1.80,450,1620000,28890,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P0AEK2,1.1.1.100,361,1299600,25560,4103.4638877193,6.81412136785E-06,0.67,1.33872718425344E-05,1.20485446582809E-05,0.000014726,0.67,11.656725986
P62707,5.4.2.11,330,1188000,28556,10906.5408125154,1.81111604326061E-05,0.67,3.55818476082635E-05,3.20236628474371E-05,0.00003914,0.67,28.3217274223
P37306,2.7.2.2,319,1148400,31644,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P0A717,2.7.6.1,311,1119600,34218,6185.1814916489,0.000010271,0.67,2.01787339403486E-05,1.81608605463138E-05,2.21966073343835E-05,0.67,15.1367140481
P0A6M4,3.1.1.96,300,1080000,15950,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P0A763,2.7.4.6,264,950400,15463,10559.9339607961,1.75355927612024E-05,0.67,3.4451066328492E-05,0.000031006,3.78961729613412E-05,0.67,21.9373366039
P21156,2.7.7.4,260,936000,35188,978.0603653175,1.62414540902934E-06,0.67,3.19085542048987E-06,2.87176987844088E-06,3.50994096253885E-06,0.67,2.0010492513
P23845,2.7.7.4,260,936000,52558,870.4202217642,1.44540056752611E-06,0.67,2.83968677313578E-06,2.5557180958222E-06,3.12365545044936E-06,0.67,1.7808243692
P27306,1.6.1.1,259.5,934200,51560,366.3731308105,6.08391117254281E-07,0.67,1.19526742093179E-06,1.07574067883861E-06,1.31479416302497E-06,0.67,0.7481346125
P0AGF6,4.3.1.19,243,874800,35232,0.6560714035,1.08945766101995E-09,0.67,2.14038833206277E-09,1.92634949885649E-09,2.35442716526905E-09,0.67,0.0012545158
P04968,4.3.1.19,243,874800,56195,186.0329132222,3.08922140853814E-07,0.67,6.06919726628319E-07,5.46227753965487E-07,6.67611699291151E-07,0.67,0.3557253625
P15770,1.1.1.25,236.666667,852000.0012,29414,234.3101648625,3.89090277088212E-07,0.67,7.64420976597665E-07,0.000000688,8.40863074257432E-07,0.67,0.4363620709
P04391,2.1.3.3,220,792000,36907,601.1704514648,9.98290354474897E-07,0.67,1.96127771016679E-06,1.76514993915011E-06,2.15740548118347E-06,0.67,1.0407324041
P06960,2.1.3.3,220,792000,36827,407.7611577916,6.77119159401501E-07,0.67,1.33029304401081E-06,1.19726373960973E-06,1.46332234841189E-06,0.67,0.7059067009
P0A6K3,3.5.1.88,194,698400,19328,839.2088021882,1.39357157454037E-06,0.67,2.73786163956851E-06,2.46407547561166E-06,3.01164780352537E-06,0.67,1.2811221213
P0A6C8,2.7.2.8,187.5,675000,27160,5282.9261448007,8.7727103035548E-06,0.67,1.72351872368464E-05,1.55116685131617E-05,1.8958705960531E-05,0.67,7.7946134279
P37095,3.4.11.23,178.333333,641999.9988,46180,1974.3185000305,3.27850963140233E-06,0.67,6.44107982593777E-06,0.000005797,7.08518780853155E-06,0.67,2.7705660712
P24186,3.5.4.9,177,637200,31044,1639.3681680043,2.72229851877167E-06,0.67,5.34832714886379E-06,4.81349443397741E-06,5.88315986375017E-06,0.67,2.2833292197
P0A9P0,1.8.1.4,176.4,635040,50688,12054.7228025701,2.00178060487713E-05,0.67,3.93277132588828E-05,3.53949419329945E-05,4.32604845847711E-05,0.67,16.7330295887
P0A6K6,5.4.2.7,173,622800,44370,2150.6273288405,3.5712841727674E-06,0.67,7.01627538854107E-06,6.31464784968696E-06,7.71790292739517E-06,0.67,2.927723329
P08997,2.3.3.9,161,579600,60274,2741.4177326059,4.5523376496278E-06,0.67,8.9436888990723E-06,8.04932000916507E-06,9.83805778897953E-06,0.67,3.4731205976
P37330,2.3.3.9,161,579600,80489,187.8827902792,0.000000312,0.67,0.000000613,5.51659342239044E-07,6.74250307181053E-07,0.67,0.238029973
P05020,3.5.2.3,160,576000,38827,4084.7809881632,6.78309695809236E-06,0.67,1.33263201534231E-05,1.19936881380808E-05,0.000014659,0.67,5.1428934736
P08312,6.1.1.20,160,576000,36832,2244.4576409728,3.72709671367126E-06,0.67,7.32239040013999E-06,6.59015136012599E-06,8.05462944015399E-06,0.67,2.8258569032
P07395,6.1.1.20,160,576000,87378,1997.5216441196,0.000003317,0.67,6.51677850540031E-06,5.86510065486028E-06,7.16845635594034E-06,0.67,2.5149551608
P0A786,2.1.3.2,156,561600,34427,10551.5314824456,1.75216397915071E-05,0.67,3.44236538143559E-05,3.09812884329203E-05,0.000037866,0.67,12.952657068
P07102,3.1.3.2,156,561600,47057,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P0AE22,3.1.3.2,156,561600,26104,50.1208959831,8.32296512506078E-08,0.67,1.63516014244809E-07,1.47164412820328E-07,1.7986761566929E-07,0.67,0.0615264977
P29208,4.2.1.113,150,540000,35477,6.1533149489,1.02180586995228E-08,0.67,2.00747715118325E-08,1.80672943606493E-08,2.20822486630158E-08,0.67,0.0072630523
P21888,6.1.1.16,141.9,510840,52202,616.7908807632,1.02422929386123E-06,0.67,2.01223829835213E-06,0.000001811,2.21346212818734E-06,0.67,0.6887143143
P61889,1.1.1.37,140,504000,32337,45044.3127193813,7.47995893712742E-05,0.67,0.000146954,0.0001322586,0.0001616494,0.67,49.6234289566
P25526,1.2.1.79,136.3,490680,51720,114.0844759829,1.89446157394387E-07,0.67,3.72192843603904E-07,0.000000335,4.09412127964295E-07,0.67,0.1223604816
P24186,1.5.1.5,136,489600,31044,1639.3681680043,2.72229851877167E-06,0.67,5.34832714886379E-06,4.81349443397741E-06,5.88315986375017E-06,0.67,1.7544224513
P07913,1.1.1.103,135,486000,37239,118.7772592197,1.97238889438283E-07,0.67,3.87502729741224E-07,3.48752456767102E-07,4.26253002715346E-07,0.67,0.1261786389
P26616,1.1.1.38,130,468000,63197,489.8539455462,8.13440626944791E-07,0.67,1.5981151806381E-06,1.43830366257429E-06,1.75792669870191E-06,0.67,0.501104996
P0C037,2.4.2.4,130,468000,10234,996.9576630339,1.65552584362981E-06,0.67,3.2525065690173E-06,2.92725591211557E-06,3.57775722591903E-06,0.67,1.0198559598
P07650,2.4.2.4,130,468000,47207,404.6812339202,0.000000672,0.67,1.32024500185699E-06,1.18822050167129E-06,1.45226950204269E-06,0.67,0.4139760228
P0A6L2,4.3.3.7,124,446400,31270,4311.6965114187,7.15990785688921E-06,0.67,1.40666166147136E-05,0.00001266,1.54732782761849E-05,0.67,4.2071562301
P00935,2.5.1.48,121,435600,41550,715.8601368582,1.18874150922985E-06,0.67,2.33544500831011E-06,2.1019005074791E-06,0.000002569,0.67,0.6816042966
P19319,1.7.5.1,120,432000,140227,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P09152,1.7.5.1,120,432000,140489,0.2655301351,4.40933469098819E-10,0.67,8.66274006088054E-10,7.79646605479249E-10,0.000000001,0.67,0.0002507343
P19318,1.7.5.1,120,432000,58558,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P0AF32,1.7.5.1,120,432000,26018,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P11349,1.7.5.1,120,432000,58066,3.5417360727,5.88132858296808E-09,0.67,1.15546730510178E-08,1.03992057459161E-08,1.27101403561196E-08,0.67,0.0033443846
P11350,1.7.5.1,120,432000,25497,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P77570,2.7.1.170,116.666667,420000.0012,39496,12.0766134886,2.00541572377247E-08,0.67,3.93991301330544E-08,3.54592171197489E-08,4.33390431463598E-08,0.67,0.0110869153
P0A6V8,2.7.1.2,116,417600,34723,392.6408155777,0.000000652,0.67,0.000001281,1.15286756033349E-06,1.40906035151871E-06,0.67,0.3584034672
P0AC47,1.3.5.1,110,396000,27123,128.9128325466,2.14069798317233E-07,0.67,4.20569348363917E-07,3.78512413527525E-07,4.62626283200308E-07,0.67,0.1115854595
P07014,1.3.5.1,110,396000,26770,2349.5093346131,3.90154323250272E-06,0.67,7.6651144057028E-06,6.89860296513252E-06,8.43162584627308E-06,0.67,2.0337081541
P0AC41,1.3.5.1,110,396000,64422,1770.1982701404,2.93955209256119E-06,0.67,5.77515145886285E-06,5.19763631297657E-06,6.35266660474914E-06,0.67,1.5322631851
P0AC81,4.4.1.5,106,381600,14920,1253.2294519605,2.08108510787199E-06,0.67,4.08857585043612E-06,3.67971826539251E-06,4.49743343547974E-06,0.67,1.0453343648
P00350,1.1.1.44,98,352800,51481,12627.5346713015,0.000020969,0.67,4.11964730216498E-05,3.70768257194849E-05,4.53161203238148E-05,0.67,9.737857507
P32662,3.1.3.18,94,338400,27389,649.8916698504,1.07919573206635E-06,0.67,2.12022737144666E-06,1.908204634302E-06,2.33225010859133E-06,0.67,0.4807149115
P0AB65,3.6.1.7,94,338400,10300,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P0A8M3,6.1.1.3,90,324000,74014,812.2330528617,1.34877624188262E-06,0.67,2.64985509210731E-06,2.38486958289658E-06,2.91484060131804E-06,0.67,0.5752305434
P77671,3.5.2.5,83.3333333,299999.99988,49602,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P45425,2.7.1.60,83,298800,29644,76.7728991373,1.27487378175517E-07,0.67,2.50466361837951E-07,2.25419725654155E-07,2.75512998021746E-07,0.67,0.0501423638
P77713,3.2.1.37,80,288000,60825,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P08200,1.1.1.42,76.2,274320,45757,37682.1551261215,6.25741533147152E-05,0.67,0.0001229355,0.0001106419,0.000135229,0.67,22.5948506169
P00490,2.4.1.1,73,262800,90522,217.3036862174,3.60849694814731E-07,0.67,7.08938496689059E-07,0.000000638,7.79832346357965E-07,0.67,0.1248270547
P0AC86,2.4.1.1,73,262800,93173,47.9258726746,7.9584644095923E-08,0.67,1.5635489999199E-07,1.40719409992791E-07,0.000000172,0.67,0.0275303454
P75913,1.1.1.79,70.6,254160,35343,1222.2154261503,2.02958390260756E-06,0.67,3.98739470060424E-06,3.58865523054381E-06,4.38613417066466E-06,0.67,0.6790022789
P37666,1.1.1.79,70.6,254160,35396,2048.7907325253,3.40217657343957E-06,0.67,0.000006684,6.01563637739806E-06,7.3524444612643E-06,0.67,1.1382065277
P02918,2.4.1.129,70,252000,93636,13.983229804,2.32202421188457E-08,0.67,4.56193361863374E-08,4.10574025677037E-08,5.01812698049711E-08,0.67,0.0077023687
P02919,2.4.1.129,70,252000,94293,39.1117345712,6.49480813205179E-08,0.67,1.27599373910644E-07,1.1483943651958E-07,1.40359311301709E-07,0.67,0.0215438783
P0ABG7,2.4.1.129,70,252000,40476,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P0ABG4,2.4.1.129,70,252000,45987,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P76577,2.4.1.129,70,252000,85067,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P46022,2.4.1.129,70,252000,27342,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P16659,6.1.1.15,70,252000,63693,3901.7934107441,6.47923183451354E-06,0.67,1.2729335627728E-05,1.14564020649552E-05,1.40022691905008E-05,0.67,2.1492210274
P0A7Z0,5.3.1.6,69,248400,22860,1332.9695371911,2.21349972964319E-06,0.67,4.34872245509468E-06,3.91385020958521E-06,4.78359470060415E-06,0.67,0.7237491808
P37351,5.3.1.6,69,248400,16073,9.8752205138,1.63985727563042E-08,0.67,3.22172352776113E-08,0.000000029,3.54389588053724E-08,0.67,0.00536185
P77439,2.7.3.9,63.8333333,229799.99988,92130,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P32670,2.7.3.9,63.8333333,229799.99988,91774,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P37177,2.7.3.9,63.8333333,229799.99988,83716,27.4568787422,4.55942855233622E-08,0.67,8.95761994565072E-08,8.06185795108565E-08,9.85338194021579E-08,0.67,0.0137916891
P08839,2.7.3.9,63.8333333,229799.99988,63562,10437.7285991959,1.7332661240777E-05,0.67,3.40523796478919E-05,3.06471416831027E-05,3.74576176126811E-05,0.67,5.2429086821
P09148,2.7.7.12,62,223200,39646,27.2366592138,4.52285938455178E-08,0.67,8.88577482230212E-08,0.00000008,9.77435230453233E-08,0.67,0.0132881431
P06999,2.7.1.11,61,219600,32456,97.6184560838,1.62103048960114E-07,0.67,3.18473573595508E-07,2.86626216235957E-07,3.50320930955059E-07,0.67,0.0468576538
P0A796,2.7.1.11,61,219600,34842,907.8582549117,1.50756933728283E-06,0.67,2.96182580998592E-06,2.66564322898733E-06,0.000003258,0.67,0.4357793551
P06715,1.8.1.7,60,216000,48773,407.065835343,0.000000676,0.67,0.000001328,1.19522214163226E-06,1.46082706199498E-06,0.67,0.1921917204
P0A6E1,2.7.1.71,60,216000,19151,909.1736925514,1.50975372393131E-06,0.67,2.9661173358179E-06,2.66950560223611E-06,3.26272906939969E-06,0.67,0.4292565008
P0A6D7,2.7.1.71,60,216000,19538,2950.2575730769,4.89913246940693E-06,0.67,0.000009625,8.66251320720281E-06,1.05875161421368E-05,0.67,1.3929321237
P66899,4.3.1.15,58.6,210960,43328,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P0A7E1,1.3.5.2,55,198000,36775,1802.2120390832,2.99271344915842E-06,0.67,5.8795942026688E-06,5.29163478240192E-06,6.46755362293568E-06,0.67,0.7799869669
Q46893,2.7.7.60,54.1,194760,25737,32.665655576,5.42438651211503E-08,0.67,1.06569479609333E-07,9.59125316483993E-08,1.17226427570266E-07,0.67,0.0139061661
P75849,3.1.2.6,53,190800,23784,551.2336283536,9.15366370563874E-07,0.67,1.7983622211471E-06,1.61852599903239E-06,1.97819844326181E-06,0.67,0.2298954329
P0AC84,3.1.2.6,53,190800,28434,203.6033287131,3.3809918417992E-07,0.67,6.64242012141297E-07,5.97817810927168E-07,7.30666213355427E-07,0.67,0.0849140419
P77788,3.6.1.65,51.7,186120,15046,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P37678,4.1.1.85,51,183600,23445,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P39304,4.1.1.85,51,183600,23578,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P21165,3.4.13.9,50.1,180360,50176,1101.1287816069,1.82851009898185E-06,0.67,3.59235775831405E-06,3.23312198248264E-06,3.95159353414545E-06,0.67,0.4341048223
P0ABR9,1.13.11.16,50,180000,34196,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P0A9C5,6.3.1.2,50,180000,51904,17062.2811558039,2.83332466884821E-05,0.67,5.56645318044834E-05,5.00980786240351E-05,0.000061231,0.67,6.7131425356
P27302,2.2.1.1,48,172800,72212,3633.4586891259,6.03364113106257E-06,0.67,1.18539118488459E-05,1.06685206639613E-05,1.30393030337305E-05,0.67,1.3723984982
P33570,2.2.1.1,48,172800,73043,201.0841610254,3.33915910038916E-07,0.67,0.000000656,5.90421059007906E-07,7.21625738787441E-07,0.67,0.075951765
P06987,3.1.3.15,48,172800,40278,2452.721881268,4.07293570452997E-06,0.67,8.00183831931233E-06,7.20165448738109E-06,0.000008802,0.67,0.9264208333
P32718,2.7.1.55,47,169200,33821,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P00722,3.2.1.23,43,154800,116483,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P06864,3.2.1.23,43,154800,117879,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P02918,3.4.16.4,42,151200,93636,13.983229804,2.32202421188457E-08,0.67,4.56193361863374E-08,4.10574025677037E-08,5.01812698049711E-08,0.67,0.0046214212
P02919,3.4.16.4,42,151200,94293,39.1117345712,6.49480813205179E-08,0.67,1.27599373910644E-07,1.1483943651958E-07,1.40359311301709E-07,0.67,0.012926327
P0AEB2,3.4.16.4,42,151200,44444,1538.820188434,2.55533076790771E-06,0.67,5.02029620414088E-06,4.51826658372679E-06,5.52232582455496E-06,0.67,0.5085760867
P24228,3.4.16.4,42,151200,51798,20.4156987067,3.3901857699635E-08,0.67,6.66048284865128E-08,5.99443456378615E-08,7.32653113351641E-08,0.67,0.0067473355
P33013,3.4.16.4,42,151200,43346,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P08506,3.4.16.4,42,151200,43609,536.5323957658,0.000000891,0.67,1.75040044971263E-06,1.57536040474136E-06,1.92544049468389E-06,0.67,0.1773225672
P0AD68,3.4.16.4,42,151200,63877,1.8452919472,3.06425099166219E-09,0.67,0.000000006,5.41812552553236E-09,6.62215342009511E-09,0.67,0.0006098642
P0AD65,3.4.16.4,42,151200,70857,3.9613583068,6.57814398344293E-09,0.67,1.29236620499861E-08,1.16312958449875E-08,1.42160282549847E-08,0.67,0.0013092187
P09831,1.4.1.13,41.9,150840,163297,1815.0609981659,3.01405014640628E-06,0.67,5.92151305777265E-06,5.32936175199538E-06,6.51366436354991E-06,0.67,0.5984446899
P09832,1.4.1.13,41.9,150840,52015,3613.1344443765,5.99989113978169E-06,0.67,1.17876053826752E-05,1.06088448444077E-05,1.29663659209427E-05,0.67,1.1912884053
P37666,1.1.1.215,40.7,146520,35396,2048.7907325253,3.40217657343957E-06,0.67,0.000006684,6.01563637739806E-06,7.3524444612643E-06,0.67,0.6561615535
P08373,1.3.1.98,40,144000,37851,55.9726372723,9.29469234013089E-08,0.67,1.82606922202964E-07,1.64346229982668E-07,2.00867614423261E-07,0.67,0.0176179159
P0A9J8,5.4.99.5,39.0333333,140519.99988,43111,415.7870309796,6.90446746894045E-07,0.67,1.35647690941856E-06,1.2208292184767E-06,1.49212460036041E-06,0.67,0.1277101305
P07023,5.4.99.5,39.0333333,140519.99988,42043,614.6904446656,1.02074135613679E-06,0.67,2.00538576844164E-06,1.80484719159747E-06,2.2059243452858E-06,0.67,0.1888038613
P0AE18,3.4.11.18,39,140400,29331,1282.6455035528,2.12993275249545E-06,0.67,4.18454371806572E-06,3.76608934625915E-06,0.000004603,0.67,0.3936316585
P0A9Q7,1.2.1.10,37.9,136440,96127,2852.661417111,4.73706645152936E-06,0.67,9.30661385369226E-06,0.000008376,1.02372752390615E-05,0.67,0.8507622441
P77580,1.2.1.10,37.9,136440,33442,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P39306,5.1.3.4,37.2,133920,25278,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P37680,5.1.3.4,37.2,133920,25561,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P08203,5.1.3.4,37.2,133920,25519,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P04425,6.3.2.3,36.3,130680,35561,987.3535687687,1.63957749712509E-06,0.67,3.22117386468583E-06,2.89905647821725E-06,3.54329125115442E-06,0.67,0.2820318104
P60906,6.1.1.21,34,122400,47029,1761.7811926074,2.92557487978637E-06,0.67,5.74769131588677E-06,5.1729221842981E-06,6.32246044747545E-06,0.67,0.4713566694
P28861,1.18.1.2,33.7,121320,27751,101.3447052427,1.6829077589286E-07,0.67,3.30630208040981E-07,2.97567187236883E-07,3.6369322884508E-07,0.67,0.0268750781
P0A853,4.1.99.1,33.35,120060,52773,808.2768266652,1.342206620168E-06,0.67,2.63694817321808E-06,2.37325335589627E-06,2.90064299053989E-06,0.67,0.2121166384
P60595,3.5.1.2,33,118800,21653,1274.4489357339,2.11632171327441E-06,0.67,4.15780297303421E-06,0.000003742,4.57358327033763E-06,0.67,0.3309444854
P77454,3.5.1.2,33,118800,32903,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P0A6W0,3.5.1.2,33,118800,33516,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P0A9J8,4.2.1.51,32.2,115920,43111,415.7870309796,6.90446746894045E-07,0.67,1.35647690941856E-06,1.2208292184767E-06,1.49212460036041E-06,0.67,0.1053526782
P0A9S5,1.1.1.6,31.7,114120,38712,56.0360364661,9.30522027002815E-08,0.67,1.82813757760867E-07,1.64532381984781E-07,2.01095133536954E-07,0.67,0.013978013
P36562,2.4.2.21,31,111600,36987,70.9161358946,1.17761766679825E-07,0.67,2.31359070097888E-07,2.08223163088099E-07,2.54494977107677E-07,0.67,0.0172991804
P00634,3.1.3.1,31,111600,49439,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P31660,2.3.3.5,29.9,107640,43102,#N/A,#N/A,0.67,#N/A,#N/A,#N/A,0.67,#N/A
P37760,1.1.1.133,29,104400,32694,626.4163746968,1.04021317618194E-06,0.67,2.04364081764625E-06,1.83927673588163E-06,0.000002248,0.67,0.1429485879
