Entry,EC,kcat(s-1),kcat(h-1),Mw,#(cell)-1,conc_fmol(cell)-1,growth_rate1,conc_mmolgDW,0.9conc,1.1conc,growth_rate2,flux_ub_step2(mmol*(gDWh)-1)
P52061,3.6.1.66,1009,3632400,21039,376.234657693,6.24766950669211E-07,0.55,1.22743998166839E-06,1.10469598350155E-06,1.35018397983523E-06,0.55,2.4522041442
Q46939,2.3.1.9,1000,3600000,41019,16.6826704913,2.77028736155789E-08,0.55,5.44260778302139E-08,0.000000049,5.98686856132353E-08,0.55,0.1077636341
P76461,2.3.1.9,1000,3600000,40352,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P0A7A9,3.6.1.1,916,3297600,19704,9613.7303707289,1.5964348008517E-05,0.55,3.13641414705638E-05,2.82277273235074E-05,3.45005556176202E-05,0.55,56.8845161023
P0ACC7,2.3.1.157,853,3070800,49190,535.9231358966,8.89942105440983E-07,0.55,1.74841278082708E-06,1.57357150274437E-06,1.92325405890979E-06,0.55,2.9529642821
P37197,1.11.1.5,830,2988000,51571,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P25718,3.2.1.1,706,2541600,75713,NA,#VALUE!,0.55,#VALUE!,#VALUE!,#VALUE!,0.55,#VALUE!
P26612,3.2.1.1,706,2541600,56639,168.1263782878,2.79186945014545E-07,0.55,5.48500874291837E-07,4.93650786862653E-07,6.03350961721021E-07,0.55,0.7667384022
P0AC33,4.2.1.2,650,2340000,60299,2148.9006472749,3.56841688355174E-06,0.55,7.01064220737081E-06,6.30957798663373E-06,7.7117064281079E-06,0.55,9.0226965209
P14407,4.2.1.2,650,2340000,60105,NA,#VALUE!,0.55,#VALUE!,#VALUE!,#VALUE!,0.55,#VALUE!
P0ACX5,4.2.1.2,650,2340000,7907,47.3222300529,7.85822485102508E-08,0.55,1.54385556994599E-07,1.38947001295139E-07,1.69824112694059E-07,0.55,0.1986942119
P11663,4.2.1.2,650,2340000,19272,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P05042,4.2.1.2,650,2340000,50489,426.9138677131,7.08923725860382E-07,0.55,1.39277745748602E-06,1.25349971173741E-06,1.53205520323462E-06,0.55,1.7925045878
P0A731,4.2.3.3,600,2160000,16919,456.0106203062,7.57241149628285E-07,0.55,1.48770363384732E-06,1.33893327046259E-06,1.63647399723205E-06,0.55,1.767391917
P0A799,2.7.2.3,575,2070000,41118,40866.6674579669,6.78622840550762E-05,0.55,0.0001333247,0.0001199923,0.0001466572,0.55,151.790197243
P0A7E9,2.7.4.22,545.2,1962720,25970,705.1731810962,0.000001171,0.55,2.30057954199432E-06,2.07052158779489E-06,2.53063749619375E-06,0.55,2.4834664133
P0AED7,3.5.1.18,470,1692000,41269,84.9538389025,1.41072465796173E-07,0.55,2.77156121407019E-07,2.49440509266318E-07,3.04871733547721E-07,0.55,0.2579214866
P77608,4.2.1.80,450,1620000,28890,NA,#VALUE!,0.55,#VALUE!,#VALUE!,#VALUE!,0.55,#VALUE!
P0AEK2,1.1.1.100,361,1299600,25560,3832.5841996636,6.36430454942473E-06,0.55,1.25035452837421E-05,1.12531907553679E-05,1.37538998121163E-05,0.55,8.9372840979
P62707,5.4.2.11,330,1188000,28556,14826.1296817829,2.46199430119278E-05,0.55,4.83692397090919E-05,4.35323157381827E-05,5.32061636800011E-05,0.55,31.6044612259
P37306,2.7.2.2,319,1148400,31644,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P0A717,2.7.6.1,311,1119600,34218,7542.3551786734,1.25246681811249E-05,0.55,2.46064207880647E-05,2.21457787092582E-05,2.70670628668712E-05,0.55,15.1521417929
P0A6M4,3.1.1.96,300,1080000,15950,3.7309141055,6.1954734398535E-09,0.55,1.21718535164116E-08,0.000000011,1.33890388680528E-08,0.55,0.007230081
P0A763,2.7.4.6,264,950400,15463,14483.0334362586,2.40502049755208E-05,0.55,4.72499115432628E-05,4.25249203889365E-05,5.19749026975891E-05,0.55,24.6984737619
P21156,2.7.7.4,260,936000,35188,833.6928971276,1.38441198460238E-06,0.55,2.71986637446441E-06,2.44787973701797E-06,2.99185301191085E-06,0.55,1.4001872096
P23845,2.7.7.4,260,936000,52558,1032.6549206247,1.71480392000113E-06,0.55,0.000003369,3.03206979960907E-06,3.70586308841109E-06,0.55,1.7343439254
P27306,1.6.1.1,259.5,934200,51560,770.6340707462,1.27969789230521E-06,0.55,2.51414124224992E-06,2.26272711802493E-06,2.76555536647492E-06,0.55,1.2917909117
P0AGF6,4.3.1.19,243,874800,35232,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P04968,4.3.1.19,243,874800,56195,229.7084055893,3.8144869742495E-07,0.55,7.49408049950786E-07,6.74467244955708E-07,8.24348854945865E-07,0.55,0.3605701892
P15770,1.1.1.25,236.666667,852000.0012,29414,161.2082043861,2.6769877845578E-07,0.55,5.25930802467152E-07,4.73337722220437E-07,5.78523882713868E-07,0.55,0.2464511744
P04391,2.1.3.3,220,792000,36907,531.522634687,8.82634730466676E-07,0.55,1.73405644492471E-06,1.56065080043224E-06,1.90746208941718E-06,0.55,0.7553549874
P06960,2.1.3.3,220,792000,36827,44.9486664233,7.46407612475482E-08,0.55,1.46641967087521E-07,0.000000132,1.61306163796273E-07,0.55,0.0638772409
P0A6K3,3.5.1.88,194,698400,19328,593.9203617132,9.86251015797479E-07,0.55,1.93762478545674E-06,1.74386230691106E-06,2.13138726400241E-06,0.55,0.7442804326
P0A6C8,2.7.2.8,187.5,675000,27160,3675.7665795063,6.10389667802436E-06,0.55,1.19919384637021E-05,1.07927446173319E-05,1.31911323100723E-05,0.55,4.4520071546
P37095,3.4.11.23,178.333333,641999.9988,46180,3172.5297308054,5.26823269811586E-06,0.55,1.03501624717404E-05,9.31514622456635E-06,1.13851787189144E-05,0.55,3.6546423619
P24186,3.5.4.9,177,637200,31044,2039.5236435767,3.38678785050922E-06,0.55,6.65380717192381E-06,5.98842645473142E-06,7.31918788911619E-06,0.55,2.3318932615
P0A9P0,1.8.1.4,176.4,635040,50688,15081.5107103461,0.000025044,0.55,4.92024029454088E-05,4.42821626508679E-05,5.41226432399496E-05,0.55,17.1850216815
P0A6K6,5.4.2.7,173,622800,44370,1428.2763804015,2.37176416539597E-06,0.55,4.65965454891152E-06,4.19368909402037E-06,5.12562000380268E-06,0.55,1.5961180692
P08997,2.3.3.9,161,579600,60274,5057.6136098408,8.39856129166519E-06,0.55,1.65001204158452E-05,1.48501083742607E-05,1.81501324574297E-05,0.55,5.2599083862
P37330,2.3.3.9,161,579600,80489,436.0584527719,7.24109021540857E-07,0.55,1.42261104428459E-06,1.28034993985613E-06,1.56487214871305E-06,0.55,0.4534999487
P05020,3.5.2.3,160,576000,38827,3991.8246924788,6.6287357895695E-06,0.55,1.30230565610403E-05,1.17207509049362E-05,1.43253622171443E-05,0.55,4.1257043185
P08312,6.1.1.20,160,576000,36832,3675.6124986244,6.10364081471998E-06,0.55,1.19914357853045E-05,1.0792292206774E-05,1.31905793638349E-05,0.55,3.7988868568
P07395,6.1.1.20,160,576000,87378,4320.1987530243,0.000007174,0.55,1.40943545996843E-05,1.26849191397159E-05,1.55037900596527E-05,0.55,4.4650915372
P0A786,2.1.3.2,156,561600,34427,10273.7011272512,1.70602808489724E-05,0.55,3.35172511767631E-05,3.01655260590868E-05,0.000036869,0.55,10.3528085435
P07102,3.1.3.2,156,561600,47057,5.474026703,9.09004766355702E-09,0.55,1.78586398105246E-08,1.60727758294721E-08,1.96445037915771E-08,0.55,0.0055161767
P0AE22,3.1.3.2,156,561600,26104,59.4888686164,9.87858993961716E-08,0.55,1.94078387811732E-07,1.74670549030559E-07,2.13486226592905E-07,0.55,0.0599469324
P29208,4.2.1.113,150,540000,35477,7.8709505613,1.30703264052667E-08,0.55,2.56784408747872E-08,2.31105967873085E-08,2.8246284962266E-08,0.55,0.0076264969
P21888,6.1.1.16,141.9,510840,52202,590.5062337039,9.80581590341838E-07,0.55,1.92648642503308E-06,1.73383778252977E-06,2.11913506753639E-06,0.55,0.541269479
P61889,1.1.1.37,140,504000,32337,70658.3274524901,0.0001173337,0.55,0.000230518,0.0002074662,0.0002535698,0.55,63.8995861599
P25526,1.2.1.79,136.3,490680,51720,1014.1859936255,1.68413482833859E-06,0.55,3.30871282581256E-06,2.9778415432313E-06,3.63958410839381E-06,0.55,0.8929355652
P24186,1.5.1.5,136,489600,31044,2039.5236435767,3.38678785050922E-06,0.55,6.65380717192381E-06,5.98842645473142E-06,7.31918788911619E-06,0.55,1.7917371953
P07913,1.1.1.103,135,486000,37239,338.7625805731,5.62541648244862E-07,0.55,1.1051898786736E-06,9.9467089080624E-07,1.21570886654096E-06,0.55,0.2954172546
P26616,1.1.1.38,130,468000,63197,445.3349772418,7.39513412889049E-07,0.55,1.45287507443821E-06,1.30758756699439E-06,1.59816258188203E-06,0.55,0.3739700442
P0C037,2.4.2.4,130,468000,10234,1632.1854196508,2.71037100573032E-06,0.55,5.32489392088472E-06,4.79240452879625E-06,5.85738331297319E-06,0.55,1.3706276952
P07650,2.4.2.4,130,468000,47207,183.1847095692,3.04192476866785E-07,0.55,5.97627655926887E-07,5.37864890334198E-07,6.57390421519575E-07,0.55,0.1538293586
P0A6L2,4.3.3.7,124,446400,31270,4949.4961150163,0.000008219,0.55,1.61473944424349E-05,1.45326549981914E-05,1.77621338866784E-05,0.55,3.9645082835
P00935,2.5.1.48,121,435600,41550,1210.7342476855,2.01051851159995E-06,0.55,3.94993813673861E-06,3.55494432306474E-06,4.34493195041247E-06,0.55,0.9463261788
P19319,1.7.5.1,120,432000,140227,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P09152,1.7.5.1,120,432000,140489,0.8624406081,1.43214979756997E-09,0.55,2.81365382626713E-09,2.53228844364042E-09,3.09501920889385E-09,0.55,0.0006685241
P19318,1.7.5.1,120,432000,58558,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P0AF32,1.7.5.1,120,432000,26018,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P11349,1.7.5.1,120,432000,58066,0.005362686,8.90515774690709E-12,0.55,1.74953983239825E-11,1.57458584915843E-11,1.92449381563808E-11,0.55,4.15690664177824E-06
P11350,1.7.5.1,120,432000,25497,0.021353406,3.5458993686774E-11,0.55,6.96640347480825E-11,6.26976312732743E-11,7.66304382228908E-11,0.55,1.65521746561444E-05
P77570,2.7.1.170,116.666667,420000.0012,39496,78.2991722024,0.00000013,0.55,2.55445723905512E-07,2.29901151514961E-07,0.000000281,0.55,0.0590079624
P0A6V8,2.7.1.2,116,417600,34723,964.5864291448,1.60177088864958E-06,0.55,3.1468976201367E-06,2.83220785812303E-06,3.46158738215037E-06,0.55,0.7227794454
P0AC47,1.3.5.1,110,396000,27123,106.0637556888,1.7612712668357E-07,0.55,0.000000346,3.11423210245999E-07,3.80628368078443E-07,0.55,0.0753644169
P07014,1.3.5.1,110,396000,26770,2971.8993716843,4.93507036148174E-06,0.55,9.69561957069103E-06,8.72605761362193E-06,1.06651815277601E-05,0.55,2.1117059425
P0AC41,1.3.5.1,110,396000,64422,3181.3697709487,5.28291227324595E-06,0.55,0.000010379,9.34110225131897E-06,1.14169027516121E-05,0.55,2.2605467448
P0AC81,4.4.1.5,106,381600,14920,1868.8123634964,3.10330847475329E-06,0.55,6.09687323134241E-06,5.48718590820817E-06,6.70656055447666E-06,0.55,1.2796117538
P00350,1.1.1.44,98,352800,51481,12496.0872036134,2.075072601065E-05,0.55,4.07676345985264E-05,3.66908711386738E-05,4.48443980583791E-05,0.55,7.9105518175
P32662,3.1.3.18,94,338400,27389,570.7874573064,9.47837026413821E-07,0.55,1.8621552581804E-06,1.67593973236236E-06,2.04837078399843E-06,0.55,0.3465843367
P0AB65,3.6.1.7,94,338400,10300,337.0275006008,5.59660412821015E-07,0.55,1.09952929827311E-06,9.89576368445802E-07,1.20948222810043E-06,0.55,0.204644393
P0A8M3,6.1.1.3,90,324000,74014,1052.5307844444,1.7478093398279E-06,0.55,3.43381009789371E-06,3.09042908810434E-06,3.77719110768308E-06,0.55,0.6119049594
P77671,3.5.2.5,83.3333333,299999.99988,49602,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P45425,2.7.1.60,83,298800,29644,5.0930338621,8.45737937904389E-09,0.55,1.6615676579654E-08,0.000000015,1.82772442376194E-08,0.55,0.0027306203
P77713,3.2.1.37,80,288000,60825,301.5066247435,5.00675232055012E-07,0.55,9.83644856689611E-07,8.85280371020649E-07,0.000001082,0.55,0.1558093453
P08200,1.1.1.42,76.2,274320,45757,32221.5916357325,5.35064623642187E-05,0.55,0.0001051208,9.46086760860449E-05,0.0001156328,0.55,15.8601984591
P00490,2.4.1.1,73,262800,90522,226.172174955,3.75576511051144E-07,0.55,7.37871338017965E-07,6.64084204216169E-07,8.11658471819762E-07,0.55,0.1066519232
P0AC86,2.4.1.1,73,262800,93173,152.9275344543,2.53948081126377E-07,0.55,4.98915680012528E-07,0.000000449,5.48807248013781E-07,0.55,0.0721132724
P75913,1.1.1.79,70.6,254160,35343,1064.1200913657,1.7670542865587E-06,0.55,3.4716194234945E-06,3.12445748114505E-06,3.81878136584395E-06,0.55,0.485290736
P37666,1.1.1.79,70.6,254160,35396,1987.5872705658,3.30054345826272E-06,0.55,6.48436828735309E-06,5.83593145861778E-06,7.1328051160884E-06,0.55,0.9064368742
P02918,2.4.1.129,70,252000,93636,50.8455857881,8.4433055111461E-08,0.55,1.65880265444914E-07,1.49292238900422E-07,1.82468291989405E-07,0.55,0.0229910048
P02919,2.4.1.129,70,252000,94293,105.8280544766,1.75735726463922E-07,0.55,3.4525682998806E-07,3.10731146989254E-07,3.79782512986866E-07,0.55,0.0478525966
P0ABG7,2.4.1.129,70,252000,40476,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P0ABG4,2.4.1.129,70,252000,45987,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P76577,2.4.1.129,70,252000,85067,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P46022,2.4.1.129,70,252000,27342,NA,#VALUE!,0.55,#VALUE!,#VALUE!,#VALUE!,0.55,#VALUE!
P16659,6.1.1.15,70,252000,63693,4417.6161302996,7.33579563317768E-06,0.55,1.44121721673432E-05,0.000012971,1.58533893840775E-05,0.55,1.9975270624
P0A7Z0,5.3.1.6,69,248400,22860,3030.6269350575,5.03259205423032E-06,0.55,9.88721425192598E-06,8.89849282673338E-06,1.08759356771186E-05,0.55,1.3507912111
P37351,5.3.1.6,69,248400,16073,18.7391947135,3.11178922509523E-08,0.55,6.11353482336981E-08,0.000000055,6.72488830570679E-08,0.55,0.0083523113
P77439,2.7.3.9,63.8333333,229799.99988,92130,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P32670,2.7.3.9,63.8333333,229799.99988,91774,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P37177,2.7.3.9,63.8333333,229799.99988,83716,74.9506628232,1.24461412858203E-07,0.55,2.44521439800005E-07,2.20069295820005E-07,0.000000269,0.55,0.0309050648
P08839,2.7.3.9,63.8333333,229799.99988,63562,4768.6396629094,7.91869754717607E-06,0.55,1.55573625681259E-05,1.40016263113133E-05,1.71130988249385E-05,0.55,1.966295054
P09148,2.7.7.12,62,223200,39646,136.0211523375,2.25873716933803E-07,0.55,4.43759758219652E-07,3.99383782397687E-07,4.88135734041617E-07,0.55,0.0544759479
P06999,2.7.1.11,61,219600,32456,1771.4435417619,2.94161996307192E-06,0.55,5.77921407283285E-06,5.20129266554957E-06,6.35713548011614E-06,0.55,0.6980134757
P0A796,2.7.1.11,61,219600,34842,1573.9650487239,2.61369154553949E-06,0.55,0.000005135,4.62145852845882E-06,5.64844931256078E-06,0.55,0.6201997345
P06715,1.8.1.7,60,216000,48773,1234.7184771414,2.05034619252971E-06,0.55,4.02818505408587E-06,3.62536654867728E-06,0.000004431,0.55,0.4785483844
P0A6E1,2.7.1.71,60,216000,19151,308.3128351741,0.000000512,0.55,1.00584965530485E-06,9.05264689774361E-07,1.10643462083533E-06,0.55,0.1194949391
P0A6D7,2.7.1.71,60,216000,19538,1510.523889595,2.50834255993857E-06,0.55,0.000004928,4.43518330833933E-06,5.4207795990814E-06,0.55,0.5854441967
P66899,4.3.1.15,58.6,210960,43328,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P0A7E1,1.3.5.2,55,198000,36775,952.4148530508,1.58155903860972E-06,0.55,3.10718868096212E-06,2.79646981286591E-06,3.41790754905833E-06,0.55,0.3383728474
Q46893,2.7.7.60,54.1,194760,25737,54.477444075,9.04640386500238E-08,0.55,1.7772895609042E-07,0.00000016,1.95501851699462E-07,0.55,0.0190379703
P75849,3.1.2.6,53,190800,23784,595.4480902548,9.88787928021883E-07,0.55,1.94260889591726E-06,1.74834800632553E-06,2.13686978550898E-06,0.55,0.2038573775
P0AC84,3.1.2.6,53,190800,28434,206.0433560494,3.42151039603803E-07,0.55,6.72202435370929E-07,0.000000605,7.39422678908022E-07,0.55,0.0705409236
P77788,3.6.1.65,51.7,186120,15046,NA,#VALUE!,0.55,#VALUE!,#VALUE!,#VALUE!,0.55,#VALUE!
P37678,4.1.1.85,51,183600,23445,NA,#VALUE!,0.55,#VALUE!,#VALUE!,#VALUE!,0.55,#VALUE!
P39304,4.1.1.85,51,183600,23578,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P21165,3.4.13.9,50.1,180360,50176,1303.4060630791,2.1644072784442E-06,0.55,4.25227363152103E-06,0.000003827,4.67750099467314E-06,0.55,0.4218170397
P0ABR9,1.13.11.16,50,180000,34196,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P0A9C5,6.3.1.2,50,180000,51904,10669.6213979942,1.77177372932484E-05,0.55,3.48089141321187E-05,0.000031328,3.82898055453306E-05,0.55,3.4460824991
P27302,2.2.1.1,48,172800,72212,3945.3605711945,6.55157849750007E-06,0.55,1.28714705255404E-05,1.15843234729864E-05,1.41586175780944E-05,0.55,1.2233045587
P33570,2.2.1.1,48,172800,73043,654.4435637233,1.08675450634894E-06,0.55,2.13507761561679E-06,1.92156985405511E-06,2.34858537717846E-06,0.55,0.2029177766
P06987,3.1.3.15,48,172800,40278,1595.7313767229,2.64983622836754E-06,0.55,0.000005206,4.6853685766813E-06,5.72656159372159E-06,0.55,0.4947749217
P32718,2.7.1.55,47,169200,33821,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P00722,3.2.1.23,43,154800,116483,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P06864,3.2.1.23,43,154800,117879,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P02918,3.4.16.4,42,151200,93636,50.8455857881,8.4433055111461E-08,0.55,1.65880265444914E-07,1.49292238900422E-07,1.82468291989405E-07,0.55,0.0137946029
P02919,3.4.16.4,42,151200,94293,105.8280544766,1.75735726463922E-07,0.55,3.4525682998806E-07,3.10731146989254E-07,3.79782512986866E-07,0.55,0.028711558
P0AEB2,3.4.16.4,42,151200,44444,1220.328402176,2.02645035233482E-06,0.55,3.98123841323148E-06,3.58311457190833E-06,4.37936225455463E-06,0.55,0.3310797864
P24228,3.4.16.4,42,151200,51798,6.1863595103,1.02729317673219E-08,0.55,2.01825771460156E-08,1.8164319431414E-08,2.22008348606171E-08,0.55,0.0016783831
P33013,3.4.16.4,42,151200,43346,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P08506,3.4.16.4,42,151200,43609,1171.4711328483,1.94531905155809E-06,0.55,3.82184489500606E-06,3.43966040550546E-06,0.000004204,0.55,0.3178246215
P0AD68,3.4.16.4,42,151200,63877,16.5640310166,2.75058635281265E-08,0.55,0.000000054,4.86351221518937E-08,5.94429270745367E-08,0.55,0.0044938853
P0AD65,3.4.16.4,42,151200,70857,5.1485694509,8.54960054947521E-09,0.55,1.67968576610515E-08,1.51171718949463E-08,1.84765434271566E-08,0.55,0.0013968267
P09831,1.4.1.13,41.9,150840,163297,2496.1346671426,0.000004145,0.55,8.14346958057059E-06,7.32912262251353E-06,8.95781653862765E-06,0.55,0.6755985233
P09832,1.4.1.13,41.9,150840,52015,2327.3506080694,3.86474694133075E-06,0.55,7.59282306744745E-06,6.83354076070271E-06,8.3521053741922E-06,0.55,0.6299157873
P37666,1.1.1.215,40.7,146520,35396,1987.5872705658,3.30054345826272E-06,0.55,6.48436828735309E-06,5.83593145861778E-06,7.1328051160884E-06,0.55,0.5225493028
P08373,1.3.1.98,40,144000,37851,30.3024049755,5.03195034465242E-08,0.55,9.88595352583973E-08,0.000000089,1.08745488784237E-07,0.55,0.0078296752
P0A9J8,5.4.99.5,39.0333333,140519.99988,43111,907.4490233396,1.50688977638586E-06,0.55,2.96049071981504E-06,2.66444164783354E-06,3.25653979179655E-06,0.55,0.2288044856
P07023,5.4.99.5,39.0333333,140519.99988,42043,447.423764268,0.000000743,0.55,1.45968960004547E-06,1.31372064004092E-06,1.60565856005002E-06,0.55,0.1128135703
P0AE18,3.4.11.18,39,140400,29331,2034.4801544458,3.378412744015E-06,0.55,6.63735313166011E-06,5.9736178184941E-06,7.30108844482612E-06,0.55,0.5125364088
P0A9Q7,1.2.1.10,37.9,136440,96127,8391.1699108345,1.39341911505056E-05,0.55,2.73756211208361E-05,2.46380590087525E-05,3.01131832329198E-05,0.55,2.0543213601
P77580,1.2.1.10,37.9,136440,33442,NA,#VALUE!,0.55,#VALUE!,#VALUE!,#VALUE!,0.55,#VALUE!
P39306,5.1.3.4,37.2,133920,25278,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P37680,5.1.3.4,37.2,133920,25561,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P08203,5.1.3.4,37.2,133920,25519,#N/A,#N/A,0.55,#N/A,#N/A,#N/A,0.55,#N/A
P04425,6.3.2.3,36.3,130680,35561,1300.6879156583,2.1598935829597E-06,0.55,4.24340586043163E-06,3.81906527438846E-06,4.66774644647479E-06,0.55,0.3049905528
P60906,6.1.1.21,34,122400,47029,1632.8362972343,2.71145183864882E-06,0.55,0.000005327,4.79431562825921E-06,5.8597191012057E-06,0.55,0.358614809
P28861,1.18.1.2,33.7,121320,27751,139.4717480671,2.31603699878882E-07,0.55,0.000000455,4.09515382889969E-07,5.00518801309962E-07,0.55,0.0303614705
P0A853,4.1.99.1,33.35,120060,52773,651.8379667463,1.08242770964176E-06,0.55,2.12657703269501E-06,1.91391932942551E-06,2.33923473596451E-06,0.55,0.1404242612
P60595,3.5.1.2,33,118800,21653,958.9728968742,1.59244918112624E-06,0.55,3.12858385290028E-06,2.81572546761025E-06,3.44144223819031E-06,0.55,0.2044216689
P77454,3.5.1.2,33,118800,32903,86.2532696659,1.43230271779966E-07,0.55,2.81395425893843E-07,2.53255883304459E-07,3.09534968483228E-07,0.55,0.0183863771
P0A6W0,3.5.1.2,33,118800,33516,NA,#VALUE!,0.55,#VALUE!,#VALUE!,#VALUE!,0.55,#VALUE!
P0A9J8,4.2.1.51,32.2,115920,43111,907.4490233396,1.50688977638586E-06,0.55,2.96049071981504E-06,2.66444164783354E-06,3.25653979179655E-06,0.55,0.1887490463
P0A9S5,1.1.1.6,31.7,114120,38712,21.8394589304,3.6266122435014E-08,0.55,7.12497493811669E-08,6.41247744430502E-08,7.83747243192836E-08,0.55,0.0044720618
P36562,2.4.2.21,31,111600,36987,59.123305524,9.81788534107828E-08,0.55,1.92885763086017E-07,1.73597186777416E-07,2.12174339394619E-07,0.55,0.0118393281
