Entry,EC,kcat(s-1),kcat(h-1),Mw,#(cell)-1,conc_fmol(cell)-1,growth_rate1,conc_mmolgDW,0.9conc,1.1conc,growth_rate2,flux_ub_step2(mmol*(gDWh)-1)
P0ABK9,1.7.2.2,2380,8568000,53703,0.1922472245,3.1924148863415E-10,0.47,6.27193494369646E-10,5.64474144932681E-10,6.89912843806611E-10,0.47,0.0025256831
P0ABK5,2.5.1.47,2030,7308000,34490,68899.5245105908,0.000114413,0.47,0.00022478,0.000202302,0.000247258,0.47,772.0653961277
P16703,2.5.1.47,2030,7308000,32664,972.1188604095,1.61427907739864E-06,0.47,3.17147166483034E-06,2.8543244983473E-06,3.48861883131337E-06,0.47,10.8932440155
P60546,2.7.4.8,1500,5400000,23593,292.5191143586,4.85750771103549E-07,0.47,9.54323715331137E-07,8.58891343798023E-07,1.04975608686425E-06,0.47,2.4220735895
P52643,1.1.1.28,1340,4824000,36535,518.7950912356,8.61499653330432E-07,0.47,1.69253370005979E-06,1.52328033005381E-06,1.86178707006577E-06,0.47,3.8374478075
P00393,1.6.99.3,1170,4212000,47359,443.8812687483,7.37099416719255E-07,0.47,1.44813244935021E-06,1.30331920441519E-06,1.59294569428523E-06,0.47,2.866780922
P0A9D4,2.3.1.30,1080,3888000,29317,530.3152479879,8.80629770820107E-07,0.47,1.73011742793734E-06,1.55710568514361E-06,1.90312917073107E-06,0.47,3.1615473831
P52061,3.6.1.66,1009,3632400,21039,471.0898615459,7.82281404094773E-07,0.47,1.53689863279916E-06,1.38320876951924E-06,1.69058849607908E-06,0.47,2.6238363791
Q46939,2.3.1.9,1000,3600000,41019,47.3978278249,7.87077844982788E-08,0.47,1.54632189584045E-07,1.3916897062564E-07,1.70095408542449E-07,0.47,0.2616376648
P76461,2.3.1.9,1000,3600000,40352,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P0A7A9,3.6.1.1,916,3297600,19704,7570.8676044273,0.000012572,0.47,2.46994406378554E-05,2.22294965740698E-05,2.71693847016409E-05,0.47,38.2809714603
P0ACC7,2.3.1.157,853,3070800,49190,425.8051386608,7.07082594919969E-07,0.47,1.38916030436143E-06,1.25024427392529E-06,1.52807633479757E-06,0.47,2.0049417274
P37197,1.11.1.5,830,2988000,51571,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P25718,3.2.1.1,706,2541600,75713,3.992630593,6.63007405014945E-09,0.47,0.000000013,1.17231171810108E-08,1.43282543323466E-08,0.47,0.015559859
P26612,3.2.1.1,706,2541600,56639,182.7018445465,3.0339064189059E-07,0.47,5.96052341631807E-07,5.36447107468626E-07,6.55657575794987E-07,0.47,0.7120155168
P0AC33,4.2.1.2,650,2340000,60299,2522.6038101449,0.000004189,0.47,8.22982335935525E-06,7.40684102341973E-06,9.05280569529078E-06,0.47,9.0511597306
P14407,4.2.1.2,650,2340000,60105,4.668268955,7.75202416971106E-09,0.47,1.52299099601396E-08,1.37069189641256E-08,1.67529009561536E-08,0.47,0.016749855
P0ACX5,4.2.1.2,650,2340000,7907,45.3711601221,7.53423449387959E-08,0.47,0.000000148,1.33218291640307E-07,1.62822356449264E-07,0.47,0.1627927524
P11663,4.2.1.2,650,2340000,19272,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P05042,4.2.1.2,650,2340000,50489,566.8059489043,9.41225421627785E-07,0.47,1.8491658578149E-06,1.66424927203341E-06,2.03408244359639E-06,0.47,2.0337126104
P0A731,4.2.3.3,600,2160000,16919,1558.8900156449,2.58865827905166E-06,0.47,5.08577265039619E-06,4.57719538535657E-06,5.59434991543581E-06,0.47,5.1630763947
P0A799,2.7.2.3,575,2070000,41118,34332.9573838876,5.70125496245228E-05,0.47,0.0001120089,0.000100808,0.0001232098,0.47,108.9734961291
P0A7E9,2.7.4.22,545.2,1962720,25970,630.8853047075,1.04763418250997E-06,0.47,2.05822039785848E-06,1.85239835807264E-06,0.000002264,0.47,1.8986638595
P0AED7,3.5.1.18,470,1692000,41269,60.2015372116,0.0000001,0.47,1.96403420632419E-07,1.76763078569177E-07,0.000000216,0.47,0.1561878562
P77608,4.2.1.80,450,1620000,28890,2.058489834,3.41828268681501E-09,0.47,6.71568307822203E-09,0.000000006,7.38725138604423E-09,0.47,0.0051133211
P0AEK2,1.1.1.100,361,1299600,25560,3491.5153092698,5.79793309410465E-06,0.47,1.13908312261388E-05,1.02517481035249E-05,1.25299143487527E-05,0.47,6.9576564029
P62707,5.4.2.11,330,1188000,28556,10894.9855340343,0.000018092,0.47,3.55441492981344E-05,3.1989734368321E-05,3.90985642279479E-05,0.47,19.8464312021
P37306,2.7.2.2,319,1148400,31644,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P0A717,2.7.6.1,311,1119600,34218,7878.6794514763,1.30831608294193E-05,0.47,2.5703655853476E-05,2.31332902681284E-05,0.000028274,0.47,13.525572154
P0A6M4,3.1.1.96,300,1080000,15950,6.2274272027,1.03411278690307E-08,0.47,2.03165576994709E-08,1.82849019295238E-08,2.2348213469418E-08,0.47,0.0103126847
P0A763,2.7.4.6,264,950400,15463,17326.0403129598,2.87712393107934E-05,0.47,0.000056525,5.0872525303957E-05,6.21775309270585E-05,0.47,25.2490517589
P21156,2.7.7.4,260,936000,35188,853.666906722,1.41758038313184E-06,0.47,0.000002785,2.50652720003666E-06,3.06353324448925E-06,0.47,1.2251904954
P23845,2.7.7.4,260,936000,52558,1159.8108555138,0.000001926,0.47,3.78380403325909E-06,3.40542362993318E-06,4.162184436585E-06,0.47,1.6645710703
P27306,1.6.1.1,259.5,934200,51560,1020.2442141018,1.6941949752604E-06,0.47,3.32847735807543E-06,2.99562962226789E-06,3.66132509388298E-06,0.47,1.4614478675
P0AGF6,4.3.1.19,243,874800,35232,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P04968,4.3.1.19,243,874800,56195,100.1333555503,1.66279235387493E-07,0.47,3.26678262057942E-07,0.000000294,3.59346088263736E-07,0.47,0.1343157275
P15770,1.1.1.25,236.666667,852000.0012,29414,155.9095969183,2.589000280942E-07,0.47,5.08644455980746E-07,4.57780010382671E-07,5.59508901578821E-07,0.47,0.2036815862
P04391,2.1.3.3,220,792000,36907,413.1347608956,0.000000686,0.47,1.34782405865996E-06,0.000001213,1.48260646452596E-06,0.47,0.5017140276
P06960,2.1.3.3,220,792000,36827,51.9358953332,8.62435990255575E-08,0.47,1.69437326179877E-07,1.52493593561889E-07,1.86381058797865E-07,0.47,0.0630713503
P0A6K3,3.5.1.88,194,698400,19328,336.9336231428,5.59504521990706E-07,0.47,1.09922302945129E-06,9.8930072650616E-07,1.20914533239642E-06,0.47,0.360817761
P0A6C8,2.7.2.8,187.5,675000,27160,3863.5713150447,6.41576106782574E-06,0.47,1.26046386401292E-05,1.13441747761162E-05,1.38651025041421E-05,0.47,3.9988216086
P37095,3.4.11.23,178.333333,641999.9988,46180,3463.7402141524,5.75181038550716E-06,0.47,1.13002168674011E-05,1.0170195180661E-05,1.24302385541412E-05,0.47,3.4097274312
P24186,3.5.4.9,177,637200,31044,1589.3350821203,2.63921468302933E-06,0.47,5.18509760909494E-06,4.66658784818545E-06,5.70360737000444E-06,0.47,1.5528537724
P0A9P0,1.8.1.4,176.4,635040,50688,10310.2071400908,1.71209019264211E-05,0.47,3.36363495607488E-05,3.02727146046739E-05,0.000037,0.47,10.0394008898
P0A6K6,5.4.2.7,173,622800,44370,1185.8278543262,1.96915950568942E-06,0.47,3.86868272237607E-06,3.48181445013847E-06,4.25555099461368E-06,0.47,1.1324253318
P08997,2.3.3.9,161,579600,60274,8308.2963445027,1.3796573139327E-05,0.47,2.71052517472043E-05,2.43947265724838E-05,2.98157769219247E-05,0.47,7.383795839
P37330,2.3.3.9,161,579600,80489,766.6791707667,1.27313047287736E-06,0.47,2.50123865005375E-06,2.25111478504838E-06,2.75136251505913E-06,0.47,0.6813674231
P05020,3.5.2.3,160,576000,38827,3499.1256012835,5.81057057669128E-06,0.47,1.14156592862304E-05,1.02740933576074E-05,1.25572252148535E-05,0.47,3.090447282
P08312,6.1.1.20,160,576000,36832,4037.8259185914,6.7051244081558E-06,0.47,1.31731324325261E-05,1.18558191892735E-05,1.44904456757787E-05,0.47,3.5662304121
P07395,6.1.1.20,160,576000,87378,4669.5963070157,7.75422834110875E-06,0.47,1.52342403558129E-05,1.37108163202316E-05,1.67576643913942E-05,0.47,4.1242135491
P0A786,2.1.3.2,156,561600,34427,11772.6284737811,1.95493664459998E-05,0.47,3.84073996974456E-05,3.45666597277011E-05,4.22481396671902E-05,0.47,10.1377099649
P07102,3.1.3.2,156,561600,47057,5.5184986502,9.16389679544186E-09,0.47,0.000000018,1.62033538622744E-08,1.98040991650021E-08,0.47,0.0047521196
P0AE22,3.1.3.2,156,561600,26104,83.1332080679,0.000000138,0.47,2.71216437136691E-07,2.44094793423022E-07,2.9833808085036E-07,0.47,0.071588121
P29208,4.2.1.113,150,540000,35477,9.3919747161,1.5596105473492E-08,0.47,3.06406787298468E-08,2.75766108568621E-08,3.37047466028314E-08,0.47,0.0077766043
P21888,6.1.1.16,141.9,510840,52202,380.9214509864,6.32549735945528E-07,0.47,1.24273032602265E-06,1.11845729342038E-06,0.000001367,0.47,0.2983730891
P61889,1.1.1.37,140,504000,32337,65977.3998023457,0.0001095606,0.47,0.0002152468,0.0001937221,0.0002367715,0.47,50.9876571275
P25526,1.2.1.79,136.3,490680,51720,1132.323509933,1.88031137484723E-06,0.47,3.69412843781381E-06,3.32471559403242E-06,4.06354128159519E-06,0.47,0.8519384227
P24186,1.5.1.5,136,489600,31044,1589.3350821203,2.63921468302933E-06,0.47,5.18509760909494E-06,4.66658784818545E-06,5.70360737000444E-06,0.47,1.193153181
P07913,1.1.1.103,135,486000,37239,239.1239470804,3.97083937363726E-07,0.47,7.80125613681191E-07,7.02113052313072E-07,8.58138175049311E-07,0.47,0.1781962927
P26616,1.1.1.38,130,468000,63197,481.0600512937,7.98837680660382E-07,0.47,1.56942569874338E-06,1.41248312886905E-06,1.72636826861772E-06,0.47,0.3452108767
P0C037,2.4.2.4,130,468000,10234,1772.2178276543,2.94290572509851E-06,0.47,5.7817401278949E-06,5.20356611510541E-06,6.35991414068439E-06,0.47,1.2717515585
P07650,2.4.2.4,130,468000,47207,92.6916456347,1.5392169650398E-07,0.47,3.02400189595246E-07,2.72160170635721E-07,3.3264020855477E-07,0.47,0.0665159457
P0A6L2,4.3.3.7,124,446400,31270,3807.357189789,6.32241313482064E-06,0.47,1.24212438798048E-05,1.11791194918243E-05,1.36633682677853E-05,0.47,2.6060763359
P00935,2.5.1.48,121,435600,41550,1346.7227029994,2.23633793257961E-06,0.47,4.39359122314265E-06,3.95423210082838E-06,0.000004833,0.47,0.8995087183
P19319,1.7.5.1,120,432000,140227,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P09152,1.7.5.1,120,432000,140489,1.454680477,2.41561022425498E-09,0.47,4.74579611837914E-09,4.27121650654123E-09,5.22037573021705E-09,0.47,0.0009635864
P19318,1.7.5.1,120,432000,58558,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P0AF32,1.7.5.1,120,432000,26018,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P11349,1.7.5.1,120,432000,58066,0.0050732428,8.42451476696911E-12,0.47,1.65511095618254E-11,1.48959986056428E-11,1.82062205180079E-11,0.47,3.36053728543302E-06
P11350,1.7.5.1,120,432000,25497,0.0199598623,3.31449058426212E-11,0.47,6.51176932075073E-11,5.86059238867566E-11,7.16294625282581E-11,0.47,1.32214964288523E-05
P77570,2.7.1.170,116.666667,420000.0012,39496,84.2140406952,1.39843973256735E-07,0.47,2.7474258007217E-07,2.47268322064953E-07,3.02216838079387E-07,0.47,0.0542341855
P0A6V8,2.7.1.2,116,417600,34723,975.020403681,1.61909731597649E-06,0.47,3.1809377524096E-06,2.86284397716864E-06,0.000003499,0.47,0.6243290145
P0AC47,1.3.5.1,110,396000,27123,153.2069619789,2.54412092293107E-07,0.47,4.99827293306694E-07,4.49844563976024E-07,5.49810022637363E-07,0.47,0.0930278558
P07014,1.3.5.1,110,396000,26770,3332.1513449081,5.53329681984072E-06,0.47,1.08709171313177E-05,9.78382541818595E-06,0.000011958,0.47,2.0232950965
P0AC41,1.3.5.1,110,396000,64422,3117.9095326391,5.17753160517956E-06,0.47,0.000010172,9.15477101112299E-06,1.11891645691503E-05,0.47,1.8932066451
P0AC81,4.4.1.5,106,381600,14920,2435.8853398636,0.000004045,0.47,7.9469102480936E-06,7.15221922328424E-06,8.74160127290296E-06,0.47,1.4252942468
P00350,1.1.1.44,98,352800,51481,8331.4596690532,0.000013835,0.47,2.71808205181303E-05,2.44627384663173E-05,2.98989025699434E-05,0.47,4.507014935
P32662,3.1.3.18,94,338400,27389,578.1866335038,9.60123934745649E-07,0.47,1.88629456728025E-06,1.69766511055223E-06,2.07492402400828E-06,0.47,0.3000113783
P0AB65,3.6.1.7,94,338400,10300,301.3893509594,5.00480489802976E-07,0.47,9.83262258944943E-07,8.84936033050449E-07,1.08158848483944E-06,0.47,0.1563858958
P0A8M3,6.1.1.3,90,324000,74014,946.7129633781,1.57209060673884E-06,0.47,3.08858665371088E-06,2.7797279883398E-06,3.39744531908197E-06,0.47,0.4703299756
P77671,3.5.2.5,83.3333333,299999.99988,49602,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P45425,2.7.1.60,83,298800,29644,12.211722176,2.02785157356255E-08,0.47,3.98399130365924E-08,3.58559217329332E-08,4.38239043402517E-08,0.47,0.005594958
P77713,3.2.1.37,80,288000,60825,24.7952515472,4.11744462756207E-08,0.47,8.08928217595692E-08,7.28035395836123E-08,0.000000089,0.47,0.0109496524
P08200,1.1.1.42,76.2,274320,45757,24591.1868623615,4.08355809736989E-05,0.47,8.02270746045166E-05,7.22043671440649E-05,8.82497820649683E-05,0.47,10.3437088196
P00490,2.4.1.1,73,262800,90522,274.1645002957,4.55271504974651E-07,0.47,8.94443035313657E-07,0.000000805,9.83887338845023E-07,0.47,0.1104780259
P0AC86,2.4.1.1,73,262800,93173,145.8013736721,2.42114536154244E-07,0.47,4.7566706513604E-07,4.28100358622436E-07,5.23233771649644E-07,0.47,0.0587524932
P75913,1.1.1.79,70.6,254160,35343,990.979719946,1.6455990035636E-06,0.47,0.000003233,2.90970354264684E-06,3.55630432990169E-06,0.47,0.3861991318
P37666,1.1.1.79,70.6,254160,35396,1155.5115618227,1.91881694092106E-06,0.47,3.76977788000208E-06,3.39280009200187E-06,4.14675566800228E-06,0.47,0.4503195706
P02918,2.4.1.129,70,252000,93636,18.6637945687,0.000000031,0.47,6.08893603893674E-08,5.48004243504306E-08,0.000000067,0.47,0.0072117358
P02919,2.4.1.129,70,252000,94293,83.4640655062,1.38598581046429E-07,0.47,2.72295837026384E-07,2.45066253323745E-07,2.99525420729022E-07,0.47,0.0322507189
P0ABG7,2.4.1.129,70,252000,40476,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P0ABG4,2.4.1.129,70,252000,45987,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P76577,2.4.1.129,70,252000,85067,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P46022,2.4.1.129,70,252000,27342,1.43964771,2.39064714380604E-09,0.47,4.69675273832229E-09,4.22707746449006E-09,5.16642801215452E-09,0.47,0.0005562834
P16659,6.1.1.15,70,252000,63693,3719.2699953998,6.17613748820963E-06,0.47,1.21338653992331E-05,1.09204788593098E-05,1.33472519391564E-05,0.47,1.4371350179
P0A7Z0,5.3.1.6,69,248400,22860,2446.1617204918,0.000004062,0.47,7.98043624096E-06,7.182392616864E-06,8.778479865056E-06,0.47,0.9316999703
P37351,5.3.1.6,69,248400,16073,39.9565138841,6.63509031619522E-08,0.47,1.30355408962578E-07,1.1731986806632E-07,1.43390949858836E-07,0.47,0.0152187333
P77439,2.7.3.9,63.8333333,229799.99988,92130,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P32670,2.7.3.9,63.8333333,229799.99988,91774,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P37177,2.7.3.9,63.8333333,229799.99988,83716,41.5919445572,6.90666631637972E-08,0.47,1.35690890302156E-07,1.2212180127194E-07,1.49259979332371E-07,0.47,0.0146554303
P08839,2.7.3.9,63.8333333,229799.99988,63562,4118.4860105496,6.83906677274917E-06,0.47,1.34362804965603E-05,1.20926524469042E-05,1.47799085462163E-05,0.47,1.4511989106
P09148,2.7.7.12,62,223200,39646,147.0102208934,2.44121921111511E-07,0.47,4.79610846977429E-07,4.31649762279686E-07,5.27571931675172E-07,0.47,0.0503130963
P06999,2.7.1.11,61,219600,32456,843.918502505,1.40139239871303E-06,0.47,2.75322671652855E-06,2.47790404487569E-06,3.0285493881814E-06,0.47,0.2841660359
P0A796,2.7.1.11,61,219600,34842,1269.0746622334,2.1073973135725E-06,0.47,4.14026977126228E-06,3.72624279413605E-06,4.55429674838851E-06,0.47,0.4273255236
P06715,1.8.1.7,60,216000,48773,996.4714230527,1.6547184042722E-06,0.47,3.2509202441497E-06,2.92582821973473E-06,0.000003576,0.47,0.3300334232
P0A6E1,2.7.1.71,60,216000,19151,358.4618496989,5.95253818829201E-07,0.47,1.16945740437957E-06,1.05251166394161E-06,1.28640314481753E-06,0.47,0.1187233157
P0A6D7,2.7.1.71,60,216000,19538,1222.0931172529,2.02938079915787E-06,0.47,0.000003987,3.58829610853062E-06,4.38569524375964E-06,0.47,0.404759801
P66899,4.3.1.15,58.6,210960,43328,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P0A7E1,1.3.5.2,55,198000,36775,1026.5618106171,1.70468583629545E-06,0.47,3.34908808702446E-06,3.01417927832201E-06,0.000003684,0.47,0.3116661374
Q46893,2.7.7.60,54.1,194760,25737,50.3619033363,8.36298627304225E-08,0.47,1.64302284342677E-07,1.47872055908409E-07,1.80732512776944E-07,0.47,0.0150397711
P75849,3.1.2.6,53,190800,23784,614.7377589236,1.0208199251472E-06,0.47,2.00554012799057E-06,0.000001805,2.20609414078963E-06,0.47,0.1798488165
P0AC84,3.1.2.6,53,190800,28434,274.7154053156,4.56186325665184E-07,0.47,8.96240325471875E-07,8.06616292924688E-07,9.85864358019063E-07,0.47,0.0803712474
P77788,3.6.1.65,51.7,186120,15046,247.3214936,4.10696601793424E-07,0.47,8.06869551657022E-07,7.2618259649132E-07,8.87556506822724E-07,0.47,0.0705820436
P37678,4.1.1.85,51,183600,23445,22.4156675,3.72229616406509E-08,0.47,7.31295906496089E-08,6.5816631584648E-08,8.04425497145698E-08,0.47,0.0063104986
P39304,4.1.1.85,51,183600,23578,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P21165,3.4.13.9,50.1,180360,50176,1363.7351162211,2.26458836967959E-06,0.47,4.44909306420352E-06,4.00418375778317E-06,0.000004894,0.47,0.3771460598
P0ABR9,1.13.11.16,50,180000,34196,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P0A9C5,6.3.1.2,50,180000,51904,10251.3086547259,1.70230964043937E-05,0.47,3.34441972581409E-05,3.00997775323268E-05,3.6788616983955E-05,0.47,2.829379088
P27302,2.2.1.1,48,172800,72212,3392.1651468047,0.000005633,0.47,1.10667080782538E-05,0.00000996,1.21733788860792E-05,0.47,0.8987937633
P33570,2.2.1.1,48,172800,73043,922.5124697957,1.53190380238403E-06,0.47,3.00963418935958E-06,2.70867077042362E-06,3.31059760829554E-06,0.47,0.2444304503
P06987,3.1.3.15,48,172800,40278,2276.4418659763,3.78020901025624E-06,0.47,7.42673675885313E-06,6.68406308296782E-06,8.16941043473845E-06,0.47,0.6031698526
P32718,2.7.1.55,47,169200,33821,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P00722,3.2.1.23,43,154800,116483,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P06864,3.2.1.23,43,154800,117879,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P02918,3.4.16.4,42,151200,93636,18.6637945687,0.000000031,0.47,6.08893603893674E-08,5.48004243504306E-08,0.000000067,0.47,0.0043270415
P02919,3.4.16.4,42,151200,94293,83.4640655062,1.38598581046429E-07,0.47,2.72295837026384E-07,2.45066253323745E-07,2.99525420729022E-07,0.47,0.0193504314
P0AEB2,3.4.16.4,42,151200,44444,1110.8135139136,1.84459235123479E-06,0.47,0.000003624,3.26155818489452E-06,3.98634889264886E-06,0.47,0.2575326343
P24228,3.4.16.4,42,151200,51798,4.8397681965,0.000000008,0.47,1.57894145714185E-08,1.42104731142766E-08,1.73683560285603E-08,0.47,0.001122059
P33013,3.4.16.4,42,151200,43346,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P08506,3.4.16.4,42,151200,43609,1766.0420948215,2.93265043975674E-06,0.47,5.76159221956138E-06,5.18543299760524E-06,6.33775144151752E-06,0.47,0.4094417895
P0AD68,3.4.16.4,42,151200,63877,13.7345557442,2.28072994756388E-08,0.47,4.48080539796441E-08,4.03272485816797E-08,4.92888593776085E-08,0.47,0.0031842395
P0AD65,3.4.16.4,42,151200,70857,6.1146344185,1.01538266664501E-08,0.47,1.99485789124756E-08,0.000000018,2.19434368037232E-08,0.47,0.0014176258
P09831,1.4.1.13,41.9,150840,163297,2203.8787129224,3.65971224331177E-06,0.47,0.00000719,0.000006471,0.000007909,0.47,0.5097339245
P09832,1.4.1.13,41.9,150840,52015,2326.6739946119,3.86362337198912E-06,0.47,7.59061566206115E-06,6.83155409585503E-06,8.34967722826726E-06,0.47,0.5381351792
P37666,1.1.1.215,40.7,146520,35396,1155.5115618227,1.91881694092106E-06,0.47,3.76977788000208E-06,3.39280009200187E-06,4.14675566800228E-06,0.47,0.2596034918
P08373,1.3.1.98,40,144000,37851,38.2019737745,6.34373526644044E-08,0.47,1.24631341187435E-07,1.12168207068691E-07,1.37094475306178E-07,0.47,0.0084350492
P0A9J8,5.4.99.5,39.0333333,140519.99988,43111,1464.718914092,2.43227983077375E-06,0.47,4.77854583649066E-06,4.3006912528416E-06,5.25640042013973E-06,0.47,0.3155961924
P07023,5.4.99.5,39.0333333,140519.99988,42043,1232.9891220313,2.04747446368535E-06,0.47,4.02254315065885E-06,3.62028883559296E-06,4.42479746572473E-06,0.47,0.2656664486
P0AE18,3.4.11.18,39,140400,29331,1323.7412553164,2.1981754488814E-06,0.47,4.31861581312653E-06,3.88675423181387E-06,4.75047739443918E-06,0.47,0.2849768203
P0A9Q7,1.2.1.10,37.9,136440,96127,5185.6080746107,8.61110606876574E-06,0.47,1.69176936517991E-05,1.52259242866192E-05,1.8609463016979E-05,0.47,1.0848775573
P77580,1.2.1.10,37.9,136440,33442,96.36340539,0.00000016,0.47,3.14379056067504E-07,2.82941150460753E-07,3.45816961674254E-07,0.47,0.0201601229
P39306,5.1.3.4,37.2,133920,25278,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P37680,5.1.3.4,37.2,133920,25561,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P08203,5.1.3.4,37.2,133920,25519,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P04425,6.3.2.3,36.3,130680,35561,1154.1525346336,1.91656017043105E-06,0.47,3.76534414622997E-06,3.38880973160697E-06,4.14187856085296E-06,0.47,0.2312659313
P60906,6.1.1.21,34,122400,47029,1328.2707332902,2.20569699981767E-06,0.47,4.33339292695023E-06,3.90005363425521E-06,4.76673221964526E-06,0.47,0.2492914283
P28861,1.18.1.2,33.7,121320,27751,128.8110608598,2.13900798505179E-07,0.47,4.20237325157523E-07,3.78213592641771E-07,4.62261057673276E-07,0.47,0.0239621004
P0A853,4.1.99.1,33.35,120060,52773,1044.7290004604,1.73485386991093E-06,0.47,3.40835730827294E-06,3.06752157744565E-06,3.74919303910024E-06,0.47,0.1923274679
P60595,3.5.1.2,33,118800,21653,1229.1780173983,2.04114582762918E-06,0.47,4.01010968100035E-06,3.60909871290031E-06,4.41112064910038E-06,0.47,0.2239084841
P77454,3.5.1.2,33,118800,32903,22.2833747374,0.000000037,0.47,7.26979945091955E-08,6.54281950582759E-08,0.00000008,0.47,0.0040591652
P0A6W0,3.5.1.2,33,118800,33516,0.33535854,5.56888973762869E-10,0.47,1.09408442782489E-09,0.000000001,1.20349287060738E-09,0.47,6.10892981120306E-05
P0A9J8,4.2.1.51,32.2,115920,43111,1464.718914092,2.43227983077375E-06,0.47,4.77854583649066E-06,4.3006912528416E-06,5.25640042013973E-06,0.47,0.2603466457
