Entry,EC,kcat(s-1),kcat(h-1),Mw,#(cell)-1,conc_fmol(cell)-1,growth_rate1,conc_mmolgDW,0.9conc,1.1conc,growth_rate2,flux_ub_step2(mmol*(gDWh)-1)
P52643,1.1.1.28,1340,4824000,36535,381.2916430794,6.33164468746913E-07,0.42,1.24393805254796E-06,1.11954424729317E-06,1.36833185780276E-06,0.42,2.5203180095
P00393,1.6.99.3,1170,4212000,47359,304.1325149978,0.000000505,0.42,9.92211645047958E-07,0.000000893,1.09143280955275E-06,0.42,1.7552620886
P0A9D4,2.3.1.30,1080,3888000,29317,447.077773273,7.42407461429708E-07,0.42,1.4585608279562E-06,1.31270474516058E-06,1.60441691075182E-06,0.42,2.3817714896
P52061,3.6.1.66,1009,3632400,21039,407.1528439055,6.76109006817572E-07,0.42,1.32830846133118E-06,1.19547761519807E-06,1.4611393074643E-06,0.42,2.0264780151
Q46939,2.3.1.9,1000,3600000,41019,100.3008982801,1.665574531386E-07,0.42,3.27224858818468E-07,2.94502372936621E-07,3.59947344700315E-07,0.42,0.4947639865
P76461,2.3.1.9,1000,3600000,40352,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P0A7A9,3.6.1.1,916,3297600,19704,7636.1276452441,1.26803846649687E-05,0.42,2.49123470824532E-05,2.24211123742079E-05,2.74035817906985E-05,0.42,34.5034014104
P0ACC7,2.3.1.157,853,3070800,49190,305.7119231387,5.07658457553426E-07,0.42,9.97364356686495E-07,8.97627921017845E-07,1.09710079235514E-06,0.42,1.2863367159
P37197,1.11.1.5,830,2988000,51571,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P25718,3.2.1.1,706,2541600,75713,3.453079294,5.73410709730986E-09,0.42,1.12654363404909E-08,1.01388927064418E-08,1.239197997454E-08,0.42,0.0120255379
P26612,3.2.1.1,706,2541600,56639,143.8378865187,2.38854012817424E-07,0.42,4.69261321841698E-07,4.22335189657529E-07,5.16187454025868E-07,0.42,0.5009233217
P0AC33,4.2.1.2,650,2340000,60299,4155.6064830493,6.90070820831837E-06,0.42,1.35573835133956E-05,1.2201645162056E-05,1.49131218647352E-05,0.42,13.324196517
P14407,4.2.1.2,650,2340000,60105,7.710220702,1.28034219561607E-08,0.42,2.51540706407873E-08,2.26386635767086E-08,2.76694777048661E-08,0.42,0.0247214206
P0ACX5,4.2.1.2,650,2340000,7907,31.5277752545,5.23543262279244E-08,0.42,1.02857222451718E-07,9.25715002065462E-08,1.1314294469689E-07,0.42,0.1010880782
P11663,4.2.1.2,650,2340000,19272,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P05042,4.2.1.2,650,2340000,50489,1092.4146043475,0.000001814,0.42,3.56392834768759E-06,3.20753551291883E-06,3.92032118245635E-06,0.42,3.5026287801
P0A731,4.2.3.3,600,2160000,16919,1381.7164223893,2.29444772897586E-06,0.42,4.50775585260482E-06,0.000004057,4.95853143786531E-06,0.42,4.0894361095
P0A799,2.7.2.3,575,2070000,41118,30846.7169461639,5.12233758654332E-05,0.42,0.0001006353,9.05717844378977E-05,0.0001106988,0.42,87.492343767
P0A7E9,2.7.4.22,545.2,1962720,25970,593.26683042,9.85165776187293E-07,0.42,1.93549268406148E-06,1.74194341565533E-06,0.000002129,0.42,1.5955086844
P0AED7,3.5.1.18,470,1692000,41269,47.4291462012,7.8759791101276E-08,0.42,1.54734363656731E-07,1.39260927291058E-07,1.70207800022404E-07,0.42,0.1099604282
P77608,4.2.1.80,450,1620000,28890,24.5232208,4.07227180338758E-08,0.42,0.00000008,0.000000072,0.000000088,0.42,0.0544356333
P0AEK2,1.1.1.100,361,1299600,25560,3354.0272519119,5.56962346714032E-06,0.42,1.09422857900596E-05,9.84805721105361E-06,1.20365143690655E-05,0.42,5.9726497374
P62707,5.4.2.11,330,1188000,28556,10626.3636744134,1.76459044742833E-05,0.42,3.46677887510477E-05,0.000031201,3.81345676261525E-05,0.42,17.2978398752
P37306,2.7.2.2,319,1148400,31644,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P0A717,2.7.6.1,311,1119600,34218,8364.7157853545,1.38902620148696E-05,0.42,2.72893163356967E-05,2.45603847021271E-05,3.00182479692664E-05,0.42,12.8323097992
P0A6M4,3.1.1.96,300,1080000,15950,6.3015028715,1.04641362861815E-08,0.42,2.05582245308085E-08,1.85024020777276E-08,2.26140469838893E-08,0.42,0.0093252106
P0A763,2.7.4.6,264,950400,15463,22964.10637619,3.81336871075888E-05,0.42,7.49188351819034E-05,0.000067427,8.24107187000938E-05,0.42,29.9052016019
P21156,2.7.7.4,260,936000,35188,812.8491577701,1.34979933206596E-06,0.42,2.6518650924675E-06,2.38667858322075E-06,2.91705160171424E-06,0.42,1.0425012052
P23845,2.7.7.4,260,936000,52558,922.7197860367,1.53224806714836E-06,0.42,3.0103105444958E-06,2.70927949004622E-06,3.31134159894538E-06,0.42,1.1834132813
P27306,1.6.1.1,259.5,934200,51560,1818.7308019893,3.02014414146347E-06,0.42,5.93348554315023E-06,5.34013698883521E-06,6.52683409746525E-06,0.42,2.3280861217
P0AGF6,4.3.1.19,243,874800,35232,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P04968,4.3.1.19,243,874800,56195,92.6691158332,1.53884284014015E-07,0.42,3.02326687650324E-07,2.72094018885292E-07,3.32559356415357E-07,0.42,0.1110796623
P15770,1.1.1.25,236.666667,852000.0012,29414,129.3723049072,2.14832787956144E-07,0.42,4.22068345689871E-07,3.79861511120884E-07,4.64275180258858E-07,0.42,0.151032937
P04391,2.1.3.3,220,792000,36907,413.6952765798,0.000000687,0.42,1.349652702957E-06,1.2146874326613E-06,1.4846179732527E-06,0.42,0.4489484751
P06960,2.1.3.3,220,792000,36827,70.0659290945,1.16349932073184E-07,0.42,2.28585328238082E-07,2.05726795414274E-07,2.5144386106189E-07,0.42,0.0760366236
P0A6K3,3.5.1.88,194,698400,19328,330.2357658374,5.48382208298612E-07,0.42,1.07737172553755E-06,9.69634552983793E-07,1.1851088980913E-06,0.42,0.3160232935
P0A6C8,2.7.2.8,187.5,675000,27160,2927.6781582226,4.86163759253172E-06,0.42,9.55135086941398E-06,8.59621578247259E-06,1.05064859563554E-05,0.42,2.7078079715
P37095,3.4.11.23,178.333333,641999.9988,46180,3114.2065768862,5.17138255876159E-06,0.42,1.0159887148844E-05,9.14389843395959E-06,1.11758758637284E-05,0.42,2.7395119657
P24186,3.5.4.9,177,637200,31044,1383.9454434437,2.29814919203537E-06,0.42,0.000004515,4.06352509397217E-06,4.96653067041043E-06,0.42,1.2083298219
P0A9P0,1.8.1.4,176.4,635040,50688,12061.3734834924,2.00288500224052E-05,0.42,3.93494106530554E-05,3.54144695877498E-05,4.32843517183609E-05,0.42,10.4951488913
P0A6K6,5.4.2.7,173,622800,44370,1371.2380322842,0.000002277,0.42,4.47357081755952E-06,4.02621373580357E-06,4.92092789931547E-06,0.42,1.1701787602
P08997,2.3.3.9,161,579600,60274,11574.0840313985,1.92196679365634E-05,0.42,3.77596619578849E-05,3.39836957620964E-05,4.15356281536734E-05,0.42,9.1919100297
P37330,2.3.3.9,161,579600,80489,989.5605104201,1.64324229561631E-06,0.42,3.22837386172164E-06,2.90553647554947E-06,3.5512112478938E-06,0.42,0.7858895059
P05020,3.5.2.3,160,576000,38827,4090.3645201356,6.79236884778418E-06,0.42,1.33445360467273E-05,1.20100824420545E-05,0.000014679,0.42,3.2283101604
P08312,6.1.1.20,160,576000,36832,3556.5072350167,5.90585724845018E-06,0.42,1.16028629635564E-05,1.04425766672007E-05,1.2763149259912E-05,0.42,2.8069646081
P07395,6.1.1.20,160,576000,87378,3989.0622280584,6.62414850225573E-06,0.42,0.000013014,1.17126397878785E-05,1.43154486296293E-05,0.42,3.148357575
P0A786,2.1.3.2,156,561600,34427,13350.0674233321,2.2168826674414E-05,0.42,4.35536869831316E-05,3.91983182848184E-05,4.79090556814448E-05,0.42,10.2730952561
P07102,3.1.3.2,156,561600,47057,6.3427228336,1.05325852433634E-08,0.42,2.06927018533661E-08,1.86234316680295E-08,2.27619720387027E-08,0.42,0.004880829
P0AE22,3.1.3.2,156,561600,26104,118.2902099451,1.96430106185756E-07,0.42,3.85913764608557E-07,3.47322388147701E-07,4.24505141069413E-07,0.42,0.0910262515
P29208,4.2.1.113,150,540000,35477,9.7120448459,1.61276068513721E-08,0.42,3.16848857590807E-08,2.85163971831726E-08,3.48533743349887E-08,0.42,0.0071861321
P21888,6.1.1.16,141.9,510840,52202,354.4138365179,5.88531777678288E-07,0.42,1.15625103669605E-06,1.04062593302644E-06,1.27187614036565E-06,0.42,0.2480768974
P61889,1.1.1.37,140,504000,32337,69352.5566767799,0.0001151653,0.42,0.000226258,0.0002036322,0.0002488838,0.42,47.89429328
P25526,1.2.1.79,136.3,490680,51720,1145.5713659084,1.90231047145196E-06,0.42,3.73734866689972E-06,3.36361380020975E-06,4.1110835335897E-06,0.42,0.7702137424
P24186,1.5.1.5,136,489600,31044,1383.9454434437,2.29814919203537E-06,0.42,0.000004515,4.06352509397217E-06,4.96653067041043E-06,0.42,0.9284342135
P07913,1.1.1.103,135,486000,37239,376.5331511192,6.25262622250497E-07,0.42,1.22841379616993E-06,1.10557241655294E-06,1.35125517578693E-06,0.42,0.2507438241
P26616,1.1.1.38,130,468000,63197,584.0975331106,9.69939443890136E-07,0.42,1.9055784752262E-06,0.000001715,2.09613632274882E-06,0.42,0.3745605051
P0C037,2.4.2.4,130,468000,10234,1278.3431184959,2.12278830703401E-06,0.42,4.17050747943813E-06,3.75345673149432E-06,4.58755822738195E-06,0.42,0.8197549502
P07650,2.4.2.4,130,468000,47207,127.0350962862,0.000000211,0.42,4.14443361525804E-07,0.000000373,4.55887697678384E-07,0.42,0.0814629871
P0A6L2,4.3.3.7,124,446400,31270,3066.3156150161,5.09185588677526E-06,0.42,1.00036461429769E-05,9.00328152867924E-06,0.000011004,0.42,1.8755636081
P00935,2.5.1.48,121,435600,41550,695.6991118739,1.15526255708047E-06,0.42,2.26967103552155E-06,2.04270393196939E-06,2.4966381390737E-06,0.42,0.4152408553
P19319,1.7.5.1,120,432000,140227,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P09152,1.7.5.1,120,432000,140489,0.5019245614,8.33484824711556E-10,0.42,1.63749474403056E-09,1.47374526962751E-09,1.80124421843362E-09,0.42,0.000297107
P19318,1.7.5.1,120,432000,58558,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P0AF32,1.7.5.1,120,432000,26018,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P11349,1.7.5.1,120,432000,58066,0.1566714497,2.60165144026257E-10,0.42,5.11129948971036E-10,4.60016954073932E-10,5.62242943868139E-10,0.42,9.27394179413047E-05
P11350,1.7.5.1,120,432000,25497,0.0191644965,3.18241389646724E-11,0.42,6.25228663353092E-11,5.62705797017783E-11,6.87751529688401E-11,0.42,1.13441488678785E-05
P77570,2.7.1.170,116.666667,420000.0012,39496,66.0756974309,1.09723841632126E-07,0.42,2.15567468825396E-07,0.000000194,2.37124215707935E-07,0.42,0.0380261016
P0A6V8,2.7.1.2,116,417600,34723,670.9727126862,1.1142024455102E-06,0.42,0.000002189,1.97010255591194E-06,2.40790312389237E-06,0.42,0.3839335861
P0AC47,1.3.5.1,110,396000,27123,380.0195533028,6.31052064601071E-07,0.42,1.23978794617106E-06,1.11580915155396E-06,1.36376674078817E-06,0.42,0.2062015312
P07014,1.3.5.1,110,396000,26770,4362.7740621629,7.24472610787599E-06,0.42,1.42332536500511E-05,1.2809928285046E-05,1.56565790150562E-05,0.42,2.3672747471
P0AC41,1.3.5.1,110,396000,64422,4147.2268564426,6.88679318572328E-06,0.42,0.00001353,0.000012177,1.48830501066711E-05,0.42,2.2503171761
P0AC81,4.4.1.5,106,381600,14920,1706.0587462434,0.000002833,0.42,5.56590062450566E-06,5.0093105620551E-06,6.12249068695623E-06,0.42,0.8920580249
P00350,1.1.1.44,98,352800,51481,6745.1360998831,1.12008238124927E-05,0.42,2.20055477652116E-05,0.000019805,2.42061025417327E-05,0.42,3.2606940457
P32662,3.1.3.18,94,338400,27389,568.8789394758,9.44667783918663E-07,0.42,1.85592884856319E-06,1.67033596370687E-06,2.04152173341951E-06,0.42,0.2637794554
P0AB65,3.6.1.7,94,338400,10300,185.5416060371,3.08106287009424E-07,0.42,6.05316870352503E-07,5.44785183317252E-07,6.65848557387753E-07,0.42,0.0860324761
P0A8M3,6.1.1.3,90,324000,74014,891.0891594473,1.47972294826848E-06,0.42,2.90711777655889E-06,2.61640599890301E-06,3.19782955421478E-06,0.42,0.395600587
P77671,3.5.2.5,83.3333333,299999.99988,49602,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P45425,2.7.1.60,83,298800,29644,15.4402777394,2.56397836920947E-08,0.42,5.03728559766103E-08,4.53355703789493E-08,5.54101415742714E-08,0.42,0.0063215919
P77713,3.2.1.37,80,288000,60825,27.9492652343,4.64119316411418E-08,0.42,9.11825768981175E-08,8.20643192083058E-08,1.00300834587929E-07,0.42,0.0110294445
P08200,1.1.1.42,76.2,274320,45757,29587.2183535452,4.91318803612507E-05,0.42,9.65262875466616E-05,8.68736587919955E-05,0.0001061789,0.42,11.1212183039
P00490,2.4.1.1,73,262800,90522,222.9224025283,3.70180010840777E-07,0.42,7.27269176504474E-07,6.54542258854027E-07,0.0000008,0.42,0.0802730626
P0AC86,2.4.1.1,73,262800,93173,141.2587374355,2.34571134897806E-07,0.42,4.60847023374865E-07,4.14762321037379E-07,5.06931725712352E-07,0.42,0.0508664511
P75913,1.1.1.79,70.6,254160,35343,859.3635820367,0.000001427,0.42,2.80361523802607E-06,2.52325371422346E-06,0.000003084,0.42,0.2992780765
P37666,1.1.1.79,70.6,254160,35396,955.1460811724,1.58609445561675E-06,0.42,3.11609912694842E-06,2.80448921425358E-06,3.42770903964327E-06,0.42,0.3326348567
P02918,2.4.1.129,70,252000,93636,28.8594052887,4.79232900841239E-08,0.42,9.41518469236226E-08,8.47366622312603E-08,1.03567031615985E-07,0.42,0.0099650315
P02919,2.4.1.129,70,252000,94293,66.6256503347,1.10637081259917E-07,0.42,2.17361652769974E-07,1.95625487492976E-07,2.39097818046971E-07,0.42,0.0230055573
P0ABG7,2.4.1.129,70,252000,40476,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P0ABG4,2.4.1.129,70,252000,45987,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P76577,2.4.1.129,70,252000,85067,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P46022,2.4.1.129,70,252000,27342,0.412289952,6.84639574892062E-10,0.42,1.34506792709639E-09,1.21056113438675E-09,1.47957471980603E-09,0.42,0.000142362
P16659,6.1.1.15,70,252000,63693,3311.4183016799,5.49886798684808E-06,0.42,1.08032769879137E-05,9.72294928912234E-06,1.18836046867051E-05,0.42,1.1434188364
P0A7Z0,5.3.1.6,69,248400,22860,2690.8026730394,4.46828740126103E-06,0.42,8.77856070974661E-06,7.90070463877195E-06,9.65641678072128E-06,0.42,0.9158496817
P37351,5.3.1.6,69,248400,16073,39.3114223703,6.52796784628414E-08,0.42,1.28250841773755E-07,1.1542575759638E-07,1.41075925951131E-07,0.42,0.0133801538
P77439,2.7.3.9,63.8333333,229799.99988,92130,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P32670,2.7.3.9,63.8333333,229799.99988,91774,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P37177,2.7.3.9,63.8333333,229799.99988,83716,36.0874201118,5.99259716236686E-08,0.42,1.17732753681078E-07,0.000000106,1.29506029049186E-07,0.42,0.0113630944
P08839,2.7.3.9,63.8333333,229799.99988,63562,3257.2299073937,5.40888393788396E-06,0.42,1.06264910371001E-05,9.56384193339011E-06,1.16891401408101E-05,0.42,1.0256264084
P09148,2.7.7.12,62,223200,39646,119.7059955652,1.98781128470908E-07,0.42,3.90532668901588E-07,3.51479402011429E-07,4.29585935791747E-07,0.42,0.0366100945
P06999,2.7.1.11,61,219600,32456,833.9488442749,1.38483700477407E-06,0.42,2.72070138462489E-06,2.4486312461624E-06,2.99277152308737E-06,0.42,0.2509357301
P0A796,2.7.1.11,61,219600,34842,1004.1752151677,1.66751115105902E-06,0.42,3.27605334196271E-06,2.94844800776643E-06,3.60365867615898E-06,0.42,0.3021569518
P06715,1.8.1.7,60,216000,48773,989.5500818898,1.64322497822955E-06,0.42,3.22833983935079E-06,2.90550585541571E-06,3.55117382328587E-06,0.42,0.2928749902
P0A6E1,2.7.1.71,60,216000,19151,417.6875092249,6.93602639031682E-07,0.42,1.36267709043553E-06,1.22640938139197E-06,1.49894479947908E-06,0.42,0.1236220656
P0A6D7,2.7.1.71,60,216000,19538,1208.1412579414,2.006212650185E-06,0.42,3.94147868405698E-06,3.54733081565129E-06,4.33562655246268E-06,0.42,0.3575709462
P66899,4.3.1.15,58.6,210960,43328,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P0A7E1,1.3.5.2,55,198000,36775,954.6373827276,1.58524972223119E-06,0.42,3.1144395328707E-06,0.000002803,3.42588348615777E-06,0.42,0.2589967916
Q46893,2.7.7.60,54.1,194760,25737,59.2617831122,9.84088062307787E-08,0.42,1.93337536799172E-07,0.000000174,2.12671290479089E-07,0.42,0.0158148558
P75849,3.1.2.6,53,190800,23784,691.7844515061,1.14876195866168E-06,0.42,2.25689972232158E-06,2.03120975008942E-06,2.48258969455374E-06,0.42,0.1808589161
P0AC84,3.1.2.6,53,190800,28434,276.121529407,4.58521304229411E-07,0.42,9.008277096845E-07,8.1074493871605E-07,9.9091048065295E-07,0.42,0.0721887293
P77788,3.6.1.65,51.7,186120,15046,78.08824017,1.29671604400531E-07,0.42,2.54757572496132E-07,2.29281815246519E-07,2.80233329745746E-07,0.42,0.0199145013
P37678,4.1.1.85,51,183600,23445,3.654354531,6.06834030388575E-09,0.42,1.19220831117598E-08,1.07298748005838E-08,1.31142914229358E-08,0.42,0.0009193357
P39304,4.1.1.85,51,183600,23578,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P21165,3.4.13.9,50.1,180360,50176,1346.2099550531,2.2354864746814E-06,0.42,4.39191841784165E-06,3.95272657605749E-06,4.83111025962582E-06,0.42,0.3326930905
P0ABR9,1.13.11.16,50,180000,34196,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P0A9C5,6.3.1.2,50,180000,51904,6478.4186473472,1.07579187103075E-05,0.42,2.11354002167141E-05,1.90218601950427E-05,2.32489402383855E-05,0.42,1.5978362564
P27302,2.2.1.1,48,172800,72212,3662.1973084906,6.08136384671312E-06,0.42,1.19476696399079E-05,1.07529026759171E-05,1.31424366038987E-05,0.42,0.8671140718
P33570,2.2.1.1,48,172800,73043,912.7578483409,1.51570549375772E-06,0.42,2.97781040030987E-06,0.00000268,3.27559144034085E-06,0.42,0.2161175676
P06987,3.1.3.15,48,172800,40278,1390.8699562606,2.30964788485654E-06,0.42,4.53761863429576E-06,4.08385677086619E-06,4.99138049772534E-06,0.42,0.32932221
P32718,2.7.1.55,47,169200,33821,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P00722,3.2.1.23,43,154800,116483,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P06864,3.2.1.23,43,154800,117879,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P02918,3.4.16.4,42,151200,93636,28.8594052887,4.79232900841239E-08,0.42,9.41518469236226E-08,8.47366622312603E-08,1.03567031615985E-07,0.42,0.0059790189
P02919,3.4.16.4,42,151200,94293,66.6256503347,1.10637081259917E-07,0.42,2.17361652769974E-07,1.95625487492976E-07,2.39097818046971E-07,0.42,0.0138033344
P0AEB2,3.4.16.4,42,151200,44444,848.4344645211,1.40889150534897E-06,0.42,0.000002768,2.49116376191369E-06,3.04475570900563E-06,0.42,0.175776515
P24228,3.4.16.4,42,151200,51798,4.4256879527,7.34919952286543E-09,0.42,1.44385059388319E-08,0.000000013,1.58823565327151E-08,0.42,0.0009169029
P33013,3.4.16.4,42,151200,43346,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P08506,3.4.16.4,42,151200,43609,1270.3080809355,2.1094455013874E-06,0.42,4.14429371588879E-06,3.72986434429991E-06,4.55872308747767E-06,0.42,0.2631792281
P0AD68,3.4.16.4,42,151200,63877,12.1125706538,2.01138669109293E-08,0.42,3.95164379389573E-08,3.55647941450616E-08,4.3468081732853E-08,0.42,0.0025094519
P0AD65,3.4.16.4,42,151200,70857,5.0718351107,8.42217720139263E-09,0.42,1.65465170950739E-08,1.48918653855665E-08,1.82011688045813E-08,0.42,0.00105077
P09831,1.4.1.13,41.9,150840,163297,1280.7307472553,2.12675315054017E-06,0.42,4.1782969558746E-06,3.76046726028714E-06,4.59612665146206E-06,0.42,0.2647068114
P09832,1.4.1.13,41.9,150840,52015,1501.5366282289,2.49341851250239E-06,0.42,4.89866112475912E-06,4.40879501228321E-06,5.38852723723503E-06,0.42,0.3103438985
P37666,1.1.1.215,40.7,146520,35396,955.1460811724,1.58609445561675E-06,0.42,3.11609912694842E-06,2.80448921425358E-06,3.42770903964327E-06,0.42,0.1917597545
P08373,1.3.1.98,40,144000,37851,38.2869584736,6.35784763759876E-08,0.42,1.24908597988188E-07,1.12417738189369E-07,1.37399457787007E-07,0.42,0.007554472
P0A9J8,5.4.99.5,39.0333333,140519.99988,43111,1244.2405947017,2.06615841033168E-06,0.42,4.05925031499349E-06,3.65332528349414E-06,4.46517534649284E-06,0.42,0.2395704586
P07023,5.4.99.5,39.0333333,140519.99988,42043,590.7866141569,0.000000981,0.42,1.92740114719134E-06,1.73466103247221E-06,2.12014126191047E-06,0.42,0.1137521318
P0AE18,3.4.11.18,39,140400,29331,1216.23265342,2.01964904254392E-06,0.42,3.96787631148118E-06,3.57108868033307E-06,4.3646639426293E-06,0.42,0.2339777303
P0A9Q7,1.2.1.10,37.9,136440,96127,4007.154094825,6.65419145603617E-06,0.42,1.30730676935878E-05,1.1765760924229E-05,1.43803744629465E-05,0.42,0.7491495296
P77580,1.2.1.10,37.9,136440,33442,107.3224911,1.78217354865493E-07,0.42,3.50132327830046E-07,3.15119095047041E-07,3.8514556061305E-07,0.42,0.020064263
P39306,5.1.3.4,37.2,133920,25278,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P37680,5.1.3.4,37.2,133920,25561,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P08203,5.1.3.4,37.2,133920,25519,#N/A,#N/A,0.42,#N/A,#N/A,#N/A,0.42,#N/A
P04425,6.3.2.3,36.3,130680,35561,1043.1650677543,1.73225683785169E-06,0.42,3.403255084188E-06,3.0629295757692E-06,3.7435805926068E-06,0.42,0.1867896972
P60906,6.1.1.21,34,122400,47029,1255.6602002791,2.08512155476435E-06,0.42,4.09650600150167E-06,3.6868554013515E-06,4.50615660165183E-06,0.42,0.2105931805
P28861,1.18.1.2,33.7,121320,27751,137.6508607787,2.28579974723784E-07,0.42,4.49076571166571E-07,4.04168914049914E-07,0.000000494,0.42,0.0228824272
P0A853,4.1.99.1,33.35,120060,52773,1659.9633196486,2.75649837205015E-06,0.42,5.41551743035393E-06,0.000004874,5.95706917338932E-06,0.42,0.2730785495
P60595,3.5.1.2,33,118800,21653,741.9841210261,1.23212241950524E-06,0.42,2.42067272987278E-06,2.1786054568855E-06,2.66274000286006E-06,0.42,0.1207818865
P77454,3.5.1.2,33,118800,32903,31.0438679935,5.1550760533808E-08,0.42,1.01278507924967E-07,9.115065713247E-08,1.11406358717463E-07,0.42,0.0050533924
P0A6W0,3.5.1.2,33,118800,33516,4.013664658,6.66500275323813E-09,0.42,1.30943079631397E-08,1.17848771668258E-08,1.44037387594537E-08,0.42,0.0006533536
P0A9J8,4.2.1.51,32.2,115920,43111,1244.2405947017,2.06615841033168E-06,0.42,4.05925031499349E-06,3.65332528349414E-06,4.46517534649284E-06,0.42,0.1976302845
