Entry,EC,kcat(s-1),kcat(h-1),Mw,#(cell)-1,conc_fmol(cell)-1,growth_rate1,conc_mmolgDW,0.9conc,1.1conc,growth_rate2,flux_ub_step2(mmol*(gDWh)-1)
P0A717,2.7.6.1,311,1119600,34218,9774.0558361606,1.62305809301903E-05,0.44,3.18871923972305E-05,2.86984731575074E-05,3.50759116369535E-05,0.44,15.7083962675
P0A6M4,3.1.1.96,300,1080000,15950,1.8457259001,3.06497160423434E-09,0.44,0.000000006,5.4193996931452E-09,6.62371073606636E-09,0.44,0.002861443
P0A763,2.7.4.6,264,950400,15463,29652.567134195,4.92403971009548E-05,0.44,9.67394834989289E-05,8.70655351490361E-05,0.0001064134,0.44,40.4541302516
P21156,2.7.7.4,260,936000,35188,627.699663495,1.04234417717535E-06,0.44,2.04782746006945E-06,0.000001843,2.2526102060764E-06,0.44,0.8433772612
P23845,2.7.7.4,260,936000,52558,849.0886465204,0.00000141,0.44,2.77009395973885E-06,2.49308456376497E-06,3.04710335571274E-06,0.44,1.1408354964
P27306,1.6.1.1,259.5,934200,51560,1998.1085761943,0.000003318,0.44,6.51869333137468E-06,5.86682399823721E-06,7.17056266451215E-06,0.44,2.6794958565
P0AGF6,4.3.1.19,243,874800,35232,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P04968,4.3.1.19,243,874800,56195,107.3082938349,1.78193779201143E-07,0.44,3.50086010218355E-07,3.15077409196519E-07,3.8509461124019E-07,0.44,0.1347523064
P15770,1.1.1.25,236.666667,852000.0012,29414,100.8067929186,1.67397530585455E-07,0.44,3.2887530566887E-07,0.000000296,3.61762836235757E-07,0.44,0.1232887748
P04391,2.1.3.3,220,792000,36907,368.440113321,6.11823502691727E-07,0.44,0.000001202,1.08180972971032E-06,1.32221189186817E-06,0.44,0.4188767273
P06960,2.1.3.3,220,792000,36827,36.3522642524,6.03657659456141E-08,0.44,1.18596789677041E-07,1.06737110709337E-07,1.30456468644746E-07,0.44,0.0413286093
P0A6K3,3.5.1.88,194,698400,19328,453.7855709983,7.53546281963283E-07,0.44,1.48044456181392E-06,1.33240010563252E-06,1.62848901799531E-06,0.44,0.4549346921
P0A6C8,2.7.2.8,187.5,675000,27160,3628.988680904,6.02621833428089E-06,0.44,1.1839328751043E-05,1.06553958759387E-05,1.30232616261473E-05,0.44,3.5162806391
P37095,3.4.11.23,178.333333,641999.9988,46180,3347.2730269226,5.55840755051905E-06,0.44,1.09202505904107E-05,9.82822553136963E-06,1.20122756494518E-05,0.44,3.084752381
P24186,3.5.4.9,177,637200,31044,1385.0421999292,0.0000023,0.44,4.518605975631E-06,4.0667453780679E-06,4.97046657319411E-06,0.44,1.2668725202
P0A9P0,1.8.1.4,176.4,635040,50688,14317.7109445129,2.37756741024791E-05,0.44,4.67105581581121E-05,4.20395023423009E-05,5.13816139739234E-05,0.44,13.0517520552
P0A6K6,5.4.2.7,173,622800,44370,1259.1593537891,2.09093217168564E-06,0.44,4.10792175183819E-06,3.69712957665437E-06,4.518713927022E-06,0.44,1.1257020135
P08997,2.3.3.9,161,579600,60274,9007.9935579017,1.49584748553664E-05,0.44,0.000029388,2.64491696853237E-05,3.2326762948729E-05,0.44,7.494636722
P37330,2.3.3.9,161,579600,80489,900.1289417306,1.49473421077808E-06,0.44,2.93660945143042E-06,2.64294850628738E-06,3.23027039657346E-06,0.44,0.7489058887
P05020,3.5.2.3,160,576000,38827,4427.0815724488,7.35151373704557E-06,0.44,1.44430525285768E-05,1.29987472757191E-05,1.58873577814344E-05,0.44,3.6604472328
P08312,6.1.1.20,160,576000,36832,3461.2367361331,5.74765316528242E-06,0.44,0.000011292,1.01628444965701E-05,1.24212543846968E-05,0.44,2.8618570102
P07395,6.1.1.20,160,576000,87378,4229.5961842152,7.02357386950374E-06,0.44,1.37987698811468E-05,1.24188928930322E-05,1.51786468692615E-05,0.44,3.4971602387
P0A786,2.1.3.2,156,561600,34427,12674.4626461979,2.10469323251377E-05,0.44,4.13495723480111E-05,3.721461511321E-05,4.54845295828123E-05,0.44,10.2176447255
P07102,3.1.3.2,156,561600,47057,6.3176288196,1.04909146788998E-08,0.44,2.06108343396852E-08,1.85497509057167E-08,2.26719177736537E-08,0.44,0.0050930196
P0AE22,3.1.3.2,156,561600,26104,81.2813749835,0.000000135,0.44,2.65174957648594E-07,2.38657461883735E-07,2.91692453413454E-07,0.44,0.0655257927
P29208,4.2.1.113,150,540000,35477,7.2954583546,1.21146767761781E-08,0.44,2.3800936691902E-08,2.14208430227118E-08,2.61810303610922E-08,0.44,0.0056551026
P21888,6.1.1.16,141.9,510840,52202,338.7544143175,5.62528087541553E-07,0.44,1.10516323682034E-06,9.94646913138305E-07,1.21567956050237E-06,0.44,0.2484070987
P61889,1.1.1.37,140,504000,32337,71565.1025090373,0.0001188394,0.44,0.0002334763,0.0002101287,0.0002568239,0.44,51.7756997506
P25526,1.2.1.79,136.3,490680,51720,919.0814367835,1.52620630485473E-06,0.44,2.9984406775142E-06,2.69859660976278E-06,3.29828474526562E-06,0.44,0.6473609435
P24186,1.5.1.5,136,489600,31044,1385.0421999292,0.0000023,0.44,4.518605975631E-06,4.0667453780679E-06,4.97046657319411E-06,0.44,0.9734161737
P07913,1.1.1.103,135,486000,37239,389.8112074868,6.47311868958491E-07,0.44,1.27173255198132E-06,1.14455929678319E-06,1.39890580717945E-06,0.44,0.2719472889
P26616,1.1.1.38,130,468000,63197,519.0961118644,0.000000862,0.44,1.69351575938769E-06,1.52416418344892E-06,1.86286733532646E-06,0.44,0.3487287652
P0C037,2.4.2.4,130,468000,10234,1019.8798248691,1.69358987856038E-06,0.44,3.32728856298699E-06,2.99455970668829E-06,0.00000366,0.44,0.6851552609
P07650,2.4.2.4,130,468000,47207,134.9163094189,0.000000224,0.44,4.40155283341801E-07,3.9613975500762E-07,4.84170811675981E-07,0.44,0.0906367759
P0A6L2,4.3.3.7,124,446400,31270,4026.198824892,6.68581671353697E-06,0.44,1.31351998301316E-05,1.18216798471184E-05,1.44487198131447E-05,0.44,2.5799634098
P00935,2.5.1.48,121,435600,41550,883.0669558273,1.46640145437948E-06,0.44,2.88094588286736E-06,2.59285129458062E-06,0.000003169,0.44,0.5521736117
P19319,1.7.5.1,120,432000,140227,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P09152,1.7.5.1,120,432000,140489,4.7319182195,7.85771873052048E-09,0.44,1.54375613566218E-08,1.38938052209596E-08,0.000000017,0.44,0.0029343717
P19318,1.7.5.1,120,432000,58558,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P0AF32,1.7.5.1,120,432000,26018,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P11349,1.7.5.1,120,432000,58066,0.1639464372,2.72245827332215E-10,0.44,5.34864100849146E-10,4.81377690764231E-10,5.88350510934061E-10,0.44,0.000101667
P11350,1.7.5.1,120,432000,25497,0.0196992005,3.27120566968794E-11,0.44,6.42673019585058E-11,5.78405717626552E-11,7.06940321543564E-11,0.44,1.22159287562728E-05
P77570,2.7.1.170,116.666667,420000.0012,39496,63.4641163186,1.05387107802351E-07,0.44,0.000000207,1.86342626762506E-07,2.27752099376397E-07,0.44,0.0382623528
P0A6V8,2.7.1.2,116,417600,34723,767.2146152649,0.000001274,0.44,0.000002503,2.25268695118026E-06,2.75328405144254E-06,0.44,0.459908568
P0AC47,1.3.5.1,110,396000,27123,276.9625506193,4.59917885452114E-07,0.44,9.03571484188829E-07,8.13214335769946E-07,9.93928632607712E-07,0.44,0.1574382954
P07014,1.3.5.1,110,396000,26770,5865.0594440412,9.73938798412689E-06,0.44,1.91343575326658E-05,1.72209217793992E-05,2.10477932859324E-05,0.44,3.3339704565
P0AC41,1.3.5.1,110,396000,64422,4172.1899194042,6.92824629592199E-06,0.44,1.36114858466051E-05,1.22503372619446E-05,1.49726344312656E-05,0.44,2.3716652939
P0AC81,4.4.1.5,106,381600,14920,1792.8457562815,2.97716000710971E-06,0.44,0.000005849,5.26413360785608E-06,6.43394107626854E-06,0.44,0.9820767659
P00350,1.1.1.44,98,352800,51481,8024.2481564588,1.33248890010939E-05,0.44,2.61785638528367E-05,2.35607074675531E-05,2.87964202381204E-05,0.44,4.063750824
P32662,3.1.3.18,94,338400,27389,435.4426101743,7.2308636694499E-07,0.44,1.42060189969546E-06,1.27854170972592E-06,1.56266208966501E-06,0.44,0.2115219405
P0AB65,3.6.1.7,94,338400,10300,181.4314453385,3.0128104506558E-07,0.44,5.91907750619999E-07,5.32716975557999E-07,6.51098525681999E-07,0.44,0.0881326964
P0A8M3,6.1.1.3,90,324000,74014,788.9662672297,1.31013993229766E-06,0.44,2.57394878643942E-06,2.31655390779548E-06,2.83134366508336E-06,0.44,0.366942139
P77671,3.5.2.5,83.3333333,299999.99988,49602,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P45425,2.7.1.60,83,298800,29644,11.6951131294,1.94206461796091E-08,0.44,3.81545111583676E-08,3.43390600425308E-08,0.000000042,0.44,0.0050162499
P77713,3.2.1.37,80,288000,60825,18.2659048676,3.03319576014122E-08,0.44,5.95912723013991E-08,5.36321450712592E-08,6.55503995315391E-08,0.44,0.007551406
P08200,1.1.1.42,76.2,274320,45757,28120.5060095517,4.6696290284875E-05,0.44,9.17412382806974E-05,8.25671144526276E-05,0.0001009154,0.44,11.0732408535
P00490,2.4.1.1,73,262800,90522,237.4725572183,3.9434167588554E-07,0.44,7.7473806657277E-07,6.97264259915493E-07,8.52211873230047E-07,0.44,0.0895845121
P0AC86,2.4.1.1,73,262800,93173,117.1532597008,1.94542111758281E-07,0.44,3.82204541764796E-07,0.000000344,4.20424995941276E-07,0.44,0.0441950756
P75913,1.1.1.79,70.6,254160,35343,980.6872810759,1.62850760723326E-06,0.44,3.19942555448577E-06,2.87948299903719E-06,3.51936810993434E-06,0.44,0.3577930395
P37666,1.1.1.79,70.6,254160,35396,1135.7306526988,0.000001886,0.44,3.70524400935538E-06,3.33471960841984E-06,4.07576841029092E-06,0.44,0.4143589197
P02918,2.4.1.129,70,252000,93636,69.997300842,1.16235969515056E-07,0.44,2.28361433231937E-07,2.05525289908743E-07,2.5119757655513E-07,0.44,0.0253207157
P02919,2.4.1.129,70,252000,94293,78.6647378011,1.30628923615318E-07,0.44,2.5663835680809E-07,0.000000231,2.82302192488899E-07,0.44,0.028456061
P0ABG7,2.4.1.129,70,252000,40476,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P0ABG4,2.4.1.129,70,252000,45987,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P76577,2.4.1.129,70,252000,85067,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P46022,2.4.1.129,70,252000,27342,1.111309849,1.8454165543009E-09,0.44,3.62557279823359E-09,3.26301551841023E-09,0.000000004,0.44,0.0004020035
P16659,6.1.1.15,70,252000,63693,3844.4869047846,6.38406991827405E-06,0.44,1.25423770496543E-05,1.12881393446889E-05,1.37966147546197E-05,0.44,1.3906987673
P0A7Z0,5.3.1.6,69,248400,22860,2175.1499891847,0.000003612,0.44,7.09627890004085E-06,6.38665101003676E-06,7.80590679004493E-06,0.44,0.7755948987
P37351,5.3.1.6,69,248400,16073,28.3045304688,0.000000047,0.44,9.23416055629698E-08,8.31074450066729E-08,1.01575766119267E-07,0.44,0.0100925681
P77439,2.7.3.9,63.8333333,229799.99988,92130,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P32670,2.7.3.9,63.8333333,229799.99988,91774,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P37177,2.7.3.9,63.8333333,229799.99988,83716,54.0530211651,8.97592513535649E-08,0.44,1.76344305213291E-07,1.58709874691962E-07,0.000000194,0.44,0.0178305254
P08839,2.7.3.9,63.8333333,229799.99988,63562,3423.4307633292,5.68487340307077E-06,0.44,1.11687100256793E-05,1.00518390231114E-05,1.22855810282473E-05,0.44,1.1292906075
P09148,2.7.7.12,62,223200,39646,115.6824287791,1.92099682462884E-07,0.44,3.77406055919223E-07,3.39665450327301E-07,4.15146661511145E-07,0.44,0.0370642939
P06999,2.7.1.11,61,219600,32456,1156.6402621153,1.92069123566144E-06,0.44,3.77346018793996E-06,3.39611416914597E-06,4.15080620673396E-06,0.44,0.3646068172
P0A796,2.7.1.11,61,219600,34842,832.7182832616,1.38279356237397E-06,0.44,2.71668676301369E-06,0.000002445,2.98835543931506E-06,0.44,0.2624971418
P06715,1.8.1.7,60,216000,48773,1068.896027031,0.000001775,0.44,3.4872005887744E-06,3.13848052989696E-06,3.83592064765183E-06,0.44,0.331423544
P0A6E1,2.7.1.71,60,216000,19151,417.8793096239,6.93921138531931E-07,0.44,1.3633028261924E-06,0.000001227,1.49963310881164E-06,0.44,0.1295683006
P0A6D7,2.7.1.71,60,216000,19538,1300.4203145474,2.1594492104739E-06,0.44,4.24253283000766E-06,3.81827954700689E-06,4.66678611300842E-06,0.44,0.4032103202
P66899,4.3.1.15,58.6,210960,43328,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P0A7E1,1.3.5.2,55,198000,36775,1061.724501332,1.7630762227367E-06,0.44,3.46380397394243E-06,3.11742357654819E-06,3.81018437133668E-06,0.44,0.3017666022
Q46893,2.7.7.60,54.1,194760,25737,28.6912879165,4.76441180944077E-08,0.44,9.36033754310563E-08,8.42430378879507E-08,0.000000103,0.44,0.0080212851
P75849,3.1.2.6,53,190800,23784,451.9040309606,7.50421838194263E-07,0.44,1.47430616541113E-06,1.32687554887001E-06,1.62173678195224E-06,0.44,0.1237709512
P0AC84,3.1.2.6,53,190800,28434,287.0574672426,4.76681280708451E-07,0.44,9.36505463081436E-07,8.42854916773292E-07,1.03015600938958E-06,0.44,0.0786215066
P77788,3.6.1.65,51.7,186120,15046,299.4995726,4.9734236565925E-07,0.44,9.77096985578093E-07,8.79387287020284E-07,1.0748066841359E-06,0.44,0.080017208
P37678,4.1.1.85,51,183600,23445,31.23354815,5.18657392062438E-08,0.44,1.0189732653486E-07,9.17075938813741E-08,1.12087059188346E-07,0.44,0.0082316736
P39304,4.1.1.85,51,183600,23578,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P21165,3.4.13.9,50.1,180360,50176,1469.3654287772,0.00000244,0.44,4.79370477462539E-06,4.31433429716285E-06,5.27307525208793E-06,0.44,0.380420741
P0ABR9,1.13.11.16,50,180000,34196,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P0A9C5,6.3.1.2,50,180000,51904,6421.8982338595,1.06640621618391E-05,0.44,0.000020951,1.88559055906781E-05,2.3046106833051E-05,0.44,1.659319692
P27302,2.2.1.1,48,172800,72212,3720.7191952488,6.1785439974241E-06,0.44,1.2138593315175E-05,1.09247339836575E-05,1.33524526466925E-05,0.44,0.9229215269
P33570,2.2.1.1,48,172800,73043,852.737235115,0.000001416,0.44,0.000002782,2.50379750868788E-06,3.06019695506297E-06,0.44,0.2115208135
P06987,3.1.3.15,48,172800,40278,1449.6876825891,2.40731930021438E-06,0.44,4.72950746604004E-06,4.25655671943604E-06,5.20245821264405E-06,0.44,0.3595939117
P32718,2.7.1.55,47,169200,33821,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P00722,3.2.1.23,43,154800,116483,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P06864,3.2.1.23,43,154800,117879,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P02918,3.4.16.4,42,151200,93636,69.997300842,1.16235969515056E-07,0.44,2.28361433231937E-07,2.05525289908743E-07,2.5119757655513E-07,0.44,0.0151924294
P02919,3.4.16.4,42,151200,94293,78.6647378011,1.30628923615318E-07,0.44,2.5663835680809E-07,0.000000231,2.82302192488899E-07,0.44,0.0170736366
P0AEB2,3.4.16.4,42,151200,44444,863.8500417091,1.43449027185172E-06,0.44,2.81825200756722E-06,2.5364268068105E-06,3.10007720832395E-06,0.44,0.1874926696
P24228,3.4.16.4,42,151200,51798,6.4164106974,1.06549496801803E-08,0.44,2.09331034974073E-08,1.88397931476666E-08,0.000000023,0.44,0.0013926375
P33013,3.4.16.4,42,151200,43346,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P08506,3.4.16.4,42,151200,43609,1244.3566837514,2.06635118523974E-06,0.44,4.05962904762227E-06,3.65366614286005E-06,4.4655919523845E-06,0.44,0.2700790013
P0AD68,3.4.16.4,42,151200,63877,14.6754031281,2.43696498307763E-08,0.44,4.78775045791283E-08,4.30897541212155E-08,5.26652550370412E-08,0.44,0.0031851946
P0AD65,3.4.16.4,42,151200,70857,6.4222781076,1.06646929717783E-08,0.44,0.000000021,1.88570209717102E-08,0.000000023,0.44,0.001393911
P09831,1.4.1.13,41.9,150840,163297,1552.8740296504,2.57866826577622E-06,0.44,5.0661459052578E-06,4.55953131473202E-06,5.57276049578358E-06,0.44,0.3362380773
P09832,1.4.1.13,41.9,150840,52015,1393.9202403367,2.31471311912444E-06,0.44,4.54756997863349E-06,4.09281298077014E-06,5.00232697649683E-06,0.44,0.3018204005
P37666,1.1.1.215,40.7,146520,35396,1135.7306526988,0.000001886,0.44,3.70524400935538E-06,3.33471960841984E-06,4.07576841029092E-06,0.44,0.238872635
P08373,1.3.1.98,40,144000,37851,23.9812651937,3.98227585415272E-08,0.44,7.8237246643472E-08,7.04135219791248E-08,8.60609713078192E-08,0.44,0.0049571119
P0A9J8,5.4.99.5,39.0333333,140519.99988,43111,1394.8998767009,2.31633988160232E-06,0.44,4.55076597564308E-06,4.09568937807877E-06,5.00584257320738E-06,0.44,0.2813683991
P07023,5.4.99.5,39.0333333,140519.99988,42043,589.5036098197,9.78916655296682E-07,0.44,1.92321543280291E-06,1.73089388952262E-06,2.1155369760832E-06,0.44,0.1189101023
P0AE18,3.4.11.18,39,140400,29331,1291.0888885471,0.000002144,0.44,4.21208968734526E-06,3.79088071861073E-06,4.63329865607978E-06,0.44,0.2602060525
P0A9Q7,1.2.1.10,37.9,136440,96127,4052.3235764538,6.72919889812989E-06,0.44,1.3220430055265E-05,1.18983870497385E-05,1.45424730607915E-05,0.44,0.7936700098
P77580,1.2.1.10,37.9,136440,33442,136.2218374,2.26206970109598E-07,0.44,4.44414479586637E-07,0.0000004,4.88855927545301E-07,0.44,0.0266798011
P39306,5.1.3.4,37.2,133920,25278,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P37680,5.1.3.4,37.2,133920,25561,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P08203,5.1.3.4,37.2,133920,25519,#N/A,#N/A,0.44,#N/A,#N/A,#N/A,0.44,#N/A
P04425,6.3.2.3,36.3,130680,35561,1113.5390895293,1.84911838181558E-06,0.44,3.632845543842E-06,3.2695609894578E-06,3.9961300982262E-06,0.44,0.2088857125
P60906,6.1.1.21,34,122400,47029,1284.2866569983,2.13265801560663E-06,0.44,4.18989786956115E-06,3.77090808260504E-06,4.60888765651727E-06,0.44,0.2256511397
P28861,1.18.1.2,33.7,121320,27751,106.5905115884,0.000000177,0.44,3.47744294457953E-07,0.000000313,3.82518723903749E-07,0.44,0.0185628686
P0A853,4.1.99.1,33.35,120060,52773,1725.5184842075,2.86535782830862E-06,0.44,5.62938669608766E-06,5.0664480264789E-06,6.19232536569643E-06,0.44,0.2973802334
P60595,3.5.1.2,33,118800,21653,858.7401934585,0.000001426,0.44,2.8015814751886E-06,2.52142332766974E-06,3.08173962270746E-06,0.44,0.1464442669
P77454,3.5.1.2,33,118800,32903,54.5542500006,9.05915808711425E-08,0.44,0.000000178,1.60181577178837E-07,1.95777483218579E-07,0.44,0.009303346
P0A6W0,3.5.1.2,33,118800,33516,0.287518704,4.77447200265693E-10,0.44,9.38010216632009E-10,8.44209194968808E-10,0.000000001,0.44,4.90316700437884E-05
P0A9J8,4.2.1.51,32.2,115920,43111,1394.8998767009,2.31633988160232E-06,0.44,4.55076597564308E-06,4.09568937807877E-06,5.00584257320738E-06,0.44,0.2321109084
P0A9S5,1.1.1.6,31.7,114120,38712,24.5843528904,4.08242326310345E-08,0.44,8.02047792358242E-08,7.21843013122418E-08,8.82252571594067E-08,0.44,0.0040273065
