Entry,EC,kcat(s-1),kcat(h-1),Mw,#(cell)-1,conc_fmol(cell)-1,growth_rate1,conc_mmolgDW,0.9conc,1.1conc,growth_rate2,flux_ub_step2(mmol*(gDWh)-1)
P62707,5.4.2.11,330,1188000,28556,15522.2447845255,2.57758963542436E-05,1.27,5.06402678865297E-05,4.55762410978767E-05,5.57042946751827E-05,1.27,76.4040105765
P37306,2.7.2.2,319,1148400,31644,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P0A717,2.7.6.1,311,1119600,34218,11357.4094098064,1.88598628525513E-05,1.27,3.70527757417511E-05,3.3347498167576E-05,4.07580533159262E-05,1.27,52.685045405
P0A6M4,3.1.1.96,300,1080000,15950,8.1482918467,1.35308732094553E-08,1.27,2.65832479557079E-08,2.39249231601371E-08,2.92415727512787E-08,1.27,0.0364615829
P0A763,2.7.4.6,264,950400,15463,44584.6361192851,7.4036260576694E-05,1.27,0.0001454543,0.0001309089,0.0001599998,1.27,175.5645556113
P21156,2.7.7.4,260,936000,35188,797.2178716865,1.32384236414236E-06,1.27,2.60086908475905E-06,2.34078217628314E-06,0.000002861,1.27,3.0917050984
P23845,2.7.7.4,260,936000,52558,897.665673262,1.49064376164399E-06,1.27,2.92857320558741E-06,2.63571588502867E-06,3.22143052614616E-06,1.27,3.4812535409
P27306,1.6.1.1,259.5,934200,51560,2910.640682239,4.83334553676358E-06,1.27,9.49576726279683E-06,8.54619053651714E-06,1.04453439890765E-05,1.27,11.2661011367
P0AGF6,4.3.1.19,243,874800,35232,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P04968,4.3.1.19,243,874800,56195,96.7119149574,1.60597666817406E-07,1.27,3.15516044827909E-07,0.000000284,3.470676493107E-07,1.27,0.3505370637
P15770,1.1.1.25,236.666667,852000.0012,29414,212.6766760514,3.53166184077371E-07,1.27,6.93843190721751E-07,6.24458871649576E-07,7.63227509793926E-07,1.27,0.7507660871
P04391,2.1.3.3,220,792000,36907,137.4660850454,2.28273140228157E-07,1.27,4.48473752904041E-07,4.03626377613637E-07,4.93321128194445E-07,1.27,0.4510928396
P06960,2.1.3.3,220,792000,36827,17.3807122233,2.88620262757831E-08,1.27,5.67033915044855E-08,0.000000051,6.23737306549341E-08,1.27,0.0570345393
P0A6K3,3.5.1.88,194,698400,19328,959.7902791198,1.59380650800361E-06,1.27,3.13125050688331E-06,2.81812545619498E-06,3.44437555757165E-06,1.27,2.7773189996
P0A6C8,2.7.2.8,187.5,675000,27160,526.8712081175,8.74910674389809E-07,1.27,1.71888148210179E-06,0.000001547,1.89076963031197E-06,1.27,1.4735111505
P37095,3.4.11.23,178.333333,641999.9988,46180,4805.5140558147,7.97993034841362E-06,1.27,1.56776627670209E-05,1.41098964903188E-05,1.72454290437229E-05,1.27,12.7826255366
P24186,3.5.4.9,177,637200,31044,2492.376722758,4.13878565718695E-06,1.27,8.13120954260697E-06,7.31808858834628E-06,8.94433049686767E-06,1.27,6.5801325351
P0A9P0,1.8.1.4,176.4,635040,50688,21772.456944705,3.61548604196363E-05,1.27,7.10311599599928E-05,0.000063928,7.81342759559921E-05,1.27,57.2866873327
P0A6K6,5.4.2.7,173,622800,44370,1676.2292035966,2.7835091391508E-06,1.27,5.46858377043379E-06,4.92172539339041E-06,6.01544214747717E-06,1.27,4.3254091447
P08997,2.3.3.9,161,579600,60274,3345.2809305,5.55509951926265E-06,1.27,1.09137515113215E-05,9.82237636018937E-06,1.20051266624537E-05,1.27,8.0335251775
P37330,2.3.3.9,161,579600,80489,658.1131801358,1.09284819019565E-06,1.27,0.000002147,1.93234454062099E-06,2.36175443853676E-06,1.27,1.5804259529
P05020,3.5.2.3,160,576000,38827,1611.9865411292,2.67682919483423E-06,1.27,0.000005259,4.73309680815482E-06,5.78489609885589E-06,1.27,3.8470610857
P08312,6.1.1.20,160,576000,36832,5410.8137530182,8.98507763702793E-06,1.27,1.76524118605657E-05,1.58871706745091E-05,1.94176530466223E-05,1.27,12.9130923242
P07395,6.1.1.20,160,576000,87378,6066.0062185781,1.00730757532018E-05,1.27,1.97899327174887E-05,1.78109394457399E-05,2.17689259892376E-05,1.27,14.4767315815
P0A786,2.1.3.2,156,561600,34427,897.3331780133,1.49009162738845E-06,1.27,2.92748846245274E-06,2.63473961620747E-06,3.22023730869802E-06,1.27,2.0879784511
P07102,3.1.3.2,156,561600,47057,24.4662726709,4.0628151230281E-08,1.27,7.98195505506503E-08,7.18375954955852E-08,8.78015056057153E-08,1.27,0.0569298577
P0AE22,3.1.3.2,156,561600,26104,343.8166257204,5.70934283826661E-07,1.27,1.1216783572233E-06,1.00951052150097E-06,1.23384619294563E-06,1.27,0.8000168981
P29208,4.2.1.113,150,540000,35477,34.5957180062,5.74488841019167E-08,1.27,1.12866177017518E-07,1.01579559315766E-07,1.2415279471927E-07,1.27,0.0774036242
P21888,6.1.1.16,141.9,510840,52202,549.8499830765,9.13068719821521E-07,1.27,1.79384817253737E-06,1.61446335528363E-06,1.97323298979111E-06,1.27,1.1637891386
P61889,1.1.1.37,140,504000,32337,110645.455289571,0.0001837354,1.27,0.0003609733,0.0003248759,0.0003970706,1.27,231.0517722566
P25526,1.2.1.79,136.3,490680,51720,1768.6951959855,2.93705612086599E-06,1.27,5.77024778166207E-06,5.19322300349586E-06,6.34727255982827E-06,1.27,3.5958083805
P24186,1.5.1.5,136,489600,31044,2492.376722758,4.13878565718695E-06,1.27,8.13120954260697E-06,7.31808858834628E-06,8.94433049686767E-06,1.27,5.0559210439
P07913,1.1.1.103,135,486000,37239,1511.4265680371,2.50984152779324E-06,1.27,4.93092638073329E-06,4.43783374265996E-06,0.000005424,1.27,3.0434663807
P26616,1.1.1.38,130,468000,63197,893.4730807036,1.48368163517702E-06,1.27,2.9148951575187E-06,2.62340564176683E-06,3.20638467327057E-06,1.27,1.7324970858
P0C037,2.4.2.4,130,468000,10234,1415.3498308643,2.35029862315563E-06,1.27,4.61748256022717E-06,4.15573430420445E-06,5.07923081624989E-06,1.27,2.7444469345
P07650,2.4.2.4,130,468000,47207,126.735327669,2.10453881881478E-07,1.27,4.13465386800546E-07,3.72118848120491E-07,4.54811925480601E-07,1.27,0.2457472873
P0A6L2,4.3.3.7,124,446400,31270,4769.1152429952,7.91948728494726E-06,1.27,1.55589141158099E-05,0.000014003,1.71148055273909E-05,1.27,8.8207840618
P00935,2.5.1.48,121,435600,41550,426.8124288123,7.08755278665331E-07,1.27,1.39244651997118E-06,1.25320186797406E-06,1.5316911719683E-06,1.27,0.7703181242
P19319,1.7.5.1,120,432000,140227,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P09152,1.7.5.1,120,432000,140489,0.2791301565,4.63517363834351E-10,1.27,9.10643150951573E-10,8.19578835856416E-10,0.000000001,1.27,0.0004996153
P19318,1.7.5.1,120,432000,58558,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P0AF32,1.7.5.1,120,432000,26018,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P11349,1.7.5.1,120,432000,58066,0.0074496968,1.23708016647611E-11,1.27,2.43041290073892E-11,2.18737161066502E-11,2.67345419081281E-11,1.27,1.3334217338614E-05
P11350,1.7.5.1,120,432000,25497,0.0291125895,4.83437221038004E-11,1.27,9.49778430330067E-11,8.5480058729706E-11,1.04475627336307E-10,1.27,5.21086438016288E-05
P77570,2.7.1.170,116.666667,420000.0012,39496,40.0220598346,6.64597473174233E-08,1.27,1.30569248167826E-07,1.17512323351043E-07,1.43626172984608E-07,1.27,0.0696456372
P0A6V8,2.7.1.2,116,417600,34723,1060.9154643045,1.76173275374377E-06,1.27,3.46116454566557E-06,0.000003115,3.80728100023212E-06,1.27,1.8356355391
P0AC47,1.3.5.1,110,396000,27123,260.372445696,4.32368724171451E-07,1.27,8.49447395228785E-07,7.64502655705906E-07,9.34392134751663E-07,1.27,0.427204084
P07014,1.3.5.1,110,396000,26770,6147.3569178752,1.02081649250667E-05,1.27,2.00553338409956E-05,1.8049800456896E-05,2.20608672250951E-05,1.27,10.0862284953
P0AC41,1.3.5.1,110,396000,64422,6274.8264793951,1.04198380594406E-05,1.27,2.04711946157969E-05,1.84240751542172E-05,2.25183140773766E-05,1.27,10.2953731962
P0AC81,4.4.1.5,106,381600,14920,1960.2036178831,3.25507077031402E-06,1.27,0.000006395,5.75552788464168E-06,7.03453408122872E-06,1.27,3.0992366553
P00350,1.1.1.44,98,352800,51481,16082.965177337,0.000026707,1.27,5.24695800314923E-05,4.7222622028343E-05,5.77165380346415E-05,1.27,23.5093101506
P32662,3.1.3.18,94,338400,27389,878.9749617554,1.45960637953408E-06,1.27,2.86759603051882E-06,2.58083642746694E-06,3.15435563357071E-06,1.27,1.2324010108
P0AB65,3.6.1.7,94,338400,10300,145.5874880537,2.41759362427248E-07,1.27,0.000000475,4.27472350067826E-07,5.22466205638454E-07,1.27,0.2041265966
P0A8M3,6.1.1.3,90,324000,74014,1145.9784940445,0.000001903,1.27,3.73867689475359E-06,3.36480920527823E-06,4.11254458422895E-06,1.27,1.5383907687
P77671,3.5.2.5,83.3333333,299999.99988,49602,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P45425,2.7.1.60,83,298800,29644,78.0188293507,1.29556342329266E-07,1.27,2.54531124418989E-07,2.2907801197709E-07,0.00000028,1.27,0.096588453
P77713,3.2.1.37,80,288000,60825,31.8042270152,5.28133959070558E-08,1.27,1.03759127518774E-07,9.33832147668963E-08,1.14135040270651E-07,1.27,0.0379509385
P08200,1.1.1.42,76.2,274320,45757,34426.5550860066,0.000057168,1.27,0.0001123143,0.0001010829,0.0001235457,1.27,39.1287727279
P00490,2.4.1.1,73,262800,90522,347.8289363244,5.77597038067767E-07,1.27,1.13476824767734E-06,1.02129142290961E-06,1.24824507244508E-06,1.27,0.3787357113
P0AC86,2.4.1.1,73,262800,93173,127.5075776745,2.11736263159293E-07,1.27,0.000000416,3.74386319928022E-07,4.57583279912027E-07,1.27,0.1388374229
P75913,1.1.1.79,70.6,254160,35343,1428.3842472166,2.37194328664324E-06,1.27,0.00000466,0.000004194,0.000005126,1.27,1.5041717962
P37666,1.1.1.79,70.6,254160,35396,1547.0491876355,0.000002569,1.27,5.04714275435231E-06,4.54242847891708E-06,5.55185702978755E-06,1.27,1.6291328891
P02918,2.4.1.129,70,252000,93636,32.9069900274,5.46446197731184E-08,1.27,1.07356816843062E-07,9.66211351587555E-08,1.18092498527368E-07,1.27,0.0343584757
P02919,2.4.1.129,70,252000,94293,104.0908439643,1.72850953112443E-07,1.27,3.39589298845664E-07,3.05630368961097E-07,3.7354822873023E-07,1.27,0.1086821592
P0ABG7,2.4.1.129,70,252000,40476,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P0ABG4,2.4.1.129,70,252000,45987,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P76577,2.4.1.129,70,252000,85067,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P46022,2.4.1.129,70,252000,27342,NA,#VALUE!,1.27,#VALUE!,#VALUE!,#VALUE!,1.27,#VALUE!
P16659,6.1.1.15,70,252000,63693,5831.0228649889,9.68286759380414E-06,1.27,1.90233155084561E-05,0.000017121,2.09256470593017E-05,1.27,6.0882218953
P0A7Z0,5.3.1.6,69,248400,22860,3604.5890530746,5.98570085200027E-06,1.27,1.17597266247549E-05,1.05837539622795E-05,1.29356992872304E-05,1.27,3.7098174389
P37351,5.3.1.6,69,248400,16073,67.7550378951,1.12512517261877E-07,1.27,0.000000221,1.98941582584852E-07,2.43150823159263E-07,1.27,0.0697330035
P77439,2.7.3.9,63.8333333,229799.99988,92130,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P32670,2.7.3.9,63.8333333,229799.99988,91774,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P37177,2.7.3.9,63.8333333,229799.99988,83716,41.5846711234,6.90545850603987E-08,1.27,1.35667161218858E-07,1.22100445096972E-07,1.49233877340744E-07,1.27,0.0395939183
P08839,2.7.3.9,63.8333333,229799.99988,63562,4398.6402100294,7.30428463970339E-06,1.27,1.43502645180813E-05,1.29152380662732E-05,1.57852909698894E-05,1.27,4.1880672964
P09148,2.7.7.12,62,223200,39646,339.9163304515,5.64457539773388E-07,1.27,0.000001109,9.98058518263358E-07,1.21984930009966E-06,1.27,0.3143485109
P06999,2.7.1.11,61,219600,32456,804.3753280979,1.33572787794408E-06,1.27,2.62421979949721E-06,2.36179781954749E-06,2.88664177944693E-06,1.27,0.7318739083
P0A796,2.7.1.11,61,219600,34842,1479.5644553791,2.45693200826822E-06,1.27,0.000004827,4.34428056471787E-06,5.30967624576629E-06,1.27,1.3462056614
P06715,1.8.1.7,60,216000,48773,1585.4727299614,2.63280094646528E-06,1.27,5.17249694786892E-06,4.65524725308203E-06,5.68974664265581E-06,1.27,1.4189193627
P0A6E1,2.7.1.71,60,216000,19151,262.6650675639,4.36175801334935E-07,1.27,8.56926918143292E-07,7.71234226328962E-07,9.42619609957621E-07,1.27,0.2350721922
P0A6D7,2.7.1.71,60,216000,19538,2406.0403984518,3.99541746670832E-06,1.27,7.84954315659788E-06,7.06458884093809E-06,8.63449747225767E-06,1.27,2.1532866787
P66899,4.3.1.15,58.6,210960,43328,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P0A7E1,1.3.5.2,55,198000,36775,501.4701389512,8.32730220775752E-07,1.27,0.000001636,1.47241099940703E-06,1.7996134437197E-06,1.27,0.4113916332
Q46893,2.7.7.60,54.1,194760,25737,111.6849418024,1.85461544009379E-07,1.27,3.6436452654102E-07,3.27928073886918E-07,4.00800979195122E-07,1.27,0.0901238167
P75849,3.1.2.6,53,190800,23784,460.7024443003,0.000000765,1.27,0.000001503,1.35270935146854E-06,1.65331142957266E-06,1.27,0.3642034658
P0AC84,3.1.2.6,53,190800,28434,246.1149399852,4.0869302554824E-07,1.27,8.02933252550569E-07,7.22639927295513E-07,8.83226577805626E-07,1.27,0.194563574
P77788,3.6.1.65,51.7,186120,15046,NA,#VALUE!,1.27,#VALUE!,#VALUE!,#VALUE!,1.27,#VALUE!
P37678,4.1.1.85,51,183600,23445,NA,#VALUE!,1.27,#VALUE!,#VALUE!,#VALUE!,1.27,#VALUE!
P39304,4.1.1.85,51,183600,23578,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P21165,3.4.13.9,50.1,180360,50176,1966.8361179085,3.26608455315261E-06,1.27,6.41666906316819E-06,0.000005775,7.05833596948501E-06,1.27,1.4697842489
P0ABR9,1.13.11.16,50,180000,34196,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P0A9C5,6.3.1.2,50,180000,51904,8691.0847292588,1.44322230641959E-05,1.27,2.83540728176737E-05,2.55186655359063E-05,3.1189480099441E-05,1.27,6.4817410461
P27302,2.2.1.1,48,172800,72212,5274.6626514813,0.000008759,1.27,1.72082281519215E-05,1.54874053367293E-05,1.89290509671136E-05,1.27,3.7764489173
P33570,2.2.1.1,48,172800,73043,499.8546084592,0.00000083,1.27,1.63074166321128E-06,1.46766749689015E-06,1.79381582953241E-06,1.27,0.3578760424
P06987,3.1.3.15,48,172800,40278,3067.7555859871,5.09424707071915E-06,1.27,1.00083439503323E-05,9.00750955529908E-06,1.10091783453655E-05,1.27,2.19639113
P32718,2.7.1.55,47,169200,33821,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P00722,3.2.1.23,43,154800,116483,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P06864,3.2.1.23,43,154800,117879,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P02918,3.4.16.4,42,151200,93636,32.9069900274,5.46446197731184E-08,1.27,1.07356816843062E-07,9.66211351587555E-08,1.18092498527368E-07,1.27,0.0206150854
P02919,3.4.16.4,42,151200,94293,104.0908439643,1.72850953112443E-07,1.27,3.39589298845664E-07,3.05630368961097E-07,3.7354822873023E-07,1.27,0.0652092955
P0AEB2,3.4.16.4,42,151200,44444,1606.891643326,2.66836872023584E-06,1.27,5.24237469594467E-06,4.7181372263502E-06,5.76661216553914E-06,1.27,1.0066617586
P24228,3.4.16.4,42,151200,51798,5.9036101581,9.80340444717997E-09,1.27,1.92601266152848E-08,1.73341139537563E-08,2.11861392768133E-08,1.27,0.0036984066
P33013,3.4.16.4,42,151200,43346,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P08506,3.4.16.4,42,151200,43609,780.1786102484,1.29554734348785E-06,1.27,2.54527965321778E-06,2.290751687896E-06,2.79980761853956E-06,1.27,0.4887547801
P0AD68,3.4.16.4,42,151200,63877,21.5708670788,3.58201047472067E-08,1.27,7.03734867332156E-08,6.33361380598941E-08,7.74108354065372E-08,1.27,0.0135133984
P0AD65,3.4.16.4,42,151200,70857,12.8702913937,2.13721212117441E-08,1.27,0.000000042,3.77896052859915E-08,4.61872953495452E-08,1.27,0.0080627902
P09831,1.4.1.13,41.9,150840,163297,651.9510592323,1.08261550852251E-06,1.27,2.12694598923871E-06,1.91425139031484E-06,2.33964058816259E-06,1.27,0.4074522369
P09832,1.4.1.13,41.9,150840,52015,496.7653575189,8.24917564793898E-07,1.27,1.62066319212947E-06,1.45859687291652E-06,1.78272951134241E-06,1.27,0.3104652616
P37666,1.1.1.215,40.7,146520,35396,1547.0491876355,0.000002569,1.27,5.04714275435231E-06,4.54242847891708E-06,5.55185702978755E-06,1.27,0.9391743426
P08373,1.3.1.98,40,144000,37851,36.0028851543,5.97855947430457E-08,1.27,1.1745696413172E-07,1.05711267718548E-07,1.29202660544892E-07,1.27,0.0214805296
P0A9J8,5.4.99.5,39.0333333,140519.99988,43111,1078.4302469681,1.79081741442728E-06,1.27,3.51830533286303E-06,3.16647479957673E-06,3.87013586614934E-06,1.27,0.6278781765
P07023,5.4.99.5,39.0333333,140519.99988,42043,327.6887902845,5.44152757031684E-07,1.27,1.06906239102492E-06,9.62156151922428E-07,0.000001176,1.27,0.1907853018
P0AE18,3.4.11.18,39,140400,29331,2127.8060324318,3.53338763273293E-06,1.27,6.94182246116489E-06,6.2476402150484E-06,0.000007636,1.27,1.2377824794
P0A9Q7,1.2.1.10,37.9,136440,96127,5634.4790283138,9.35649124595442E-06,1.27,1.83821046089478E-05,1.6543894148053E-05,2.02203150698426E-05,1.27,3.1852290281
P77580,1.2.1.10,37.9,136440,33442,NA,#VALUE!,1.27,#VALUE!,#VALUE!,#VALUE!,1.27,#VALUE!
P39306,5.1.3.4,37.2,133920,25278,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P37680,5.1.3.4,37.2,133920,25561,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P08203,5.1.3.4,37.2,133920,25519,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
P04425,6.3.2.3,36.3,130680,35561,1638.01411032,2.7200500005313E-06,1.27,5.34390962776287E-06,4.80951866498659E-06,5.87830059053916E-06,1.27,0.8868944799
P60906,6.1.1.21,34,122400,47029,2410.9321660635,4.00354062780384E-06,1.27,7.86550221572463E-06,0.000007079,8.65205243729709E-06,1.27,1.2226765884
P28861,1.18.1.2,33.7,121320,27751,161.4055690238,0.000000268,1.27,5.26574691174394E-07,4.73917222056955E-07,5.79232160291834E-07,1.27,0.0811327327
P0A853,4.1.99.1,33.35,120060,52773,77261.7351999451,0.0001282991,1.27,0.0002520612,0.000226855,0.0002772673,1.27,38.4333272718
P60595,3.5.1.2,33,118800,21653,1918.9811381131,3.1866176322038E-06,1.27,6.26054544637289E-06,5.63449090173561E-06,6.88659999101018E-06,1.27,0.9445660548
P77454,3.5.1.2,33,118800,32903,41.9999905952,6.97442553888849E-08,1.27,0.000000137,1.2331990147347E-07,1.50724324023131E-07,1.27,0.0206733483
P0A6W0,3.5.1.2,33,118800,33516,NA,#VALUE!,1.27,#VALUE!,#VALUE!,#VALUE!,1.27,#VALUE!
P0A9J8,4.2.1.51,32.2,115920,43111,1078.4302469681,1.79081741442728E-06,1.27,3.51830533286303E-06,3.16647479957673E-06,3.87013586614934E-06,1.27,0.5179592818
P0A9S5,1.1.1.6,31.7,114120,38712,35.3392698154,5.86836097897689E-08,1.27,1.15291964223514E-07,1.03762767801163E-07,1.26821160645866E-07,1.27,0.0167095411
P36562,2.4.2.21,31,111600,36987,90.6837314828,1.50587398676195E-07,1.27,2.95849506240069E-07,2.66264555616062E-07,3.25434456864076E-07,1.27,0.0419313422
P00634,3.1.3.1,31,111600,49439,#N/A,#N/A,1.27,#N/A,#N/A,#N/A,1.27,#N/A
