Entry,EC,kcat(s-1),kcat(h-1),Mw,#(cell)-1,conc_fmol(cell)-1,growth_rate1,conc_mmolgDW,0.9conc,1.1conc,growth_rate2,flux_ub_step2(mmol*(gDWh)-1)
P00350,1.1.1.44,98,352800,51481,7285.266469531,1.20977523572418E-05,0.47,2.37676863600036E-05,2.13909177240033E-05,2.6144454996004E-05,0.47,3.9410626815
P32662,3.1.3.18,94,338400,27389,468.1625065189,7.77420303086823E-07,0.47,1.52734833612343E-06,1.37461350251108E-06,1.68008316973577E-06,0.47,0.2429216982
P0AB65,3.6.1.7,94,338400,10300,198.9508894026,3.30373446367649E-07,0.47,6.49063745319546E-07,5.84157370787591E-07,0.000000714,0.47,0.1032322906
P0A8M3,6.1.1.3,90,324000,74014,834.0660150021,0.000001385,0.47,2.72108364615311E-06,0.000002449,2.99319201076842E-06,0.47,0.4143666176
P77671,3.5.2.5,83.3333333,299999.99988,49602,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P45425,2.7.1.60,83,298800,29644,19.407584123,3.22278049202454E-08,0.47,6.33159232224861E-08,0.000000057,6.96475155447348E-08,0.47,0.008891835
P77713,3.2.1.37,80,288000,60825,18.0800295782,0.00000003,0.47,0.000000059,5.30863801307948E-08,6.48833534931936E-08,0.47,0.0079841916
P08200,1.1.1.42,76.2,274320,45757,33652.4747257667,5.58825551739733E-05,0.47,0.0001097889,0.00009881,0.0001207678,0.47,14.1551280778
P00490,2.4.1.1,73,262800,90522,397.4132929161,6.59935723872601E-07,0.47,1.29653383864951E-06,1.16688045478456E-06,1.42618722251446E-06,0.47,0.1601426736
P0AC86,2.4.1.1,73,262800,93173,154.7062320129,2.56901746949271E-07,0.47,5.04718559821751E-07,4.54246703839575E-07,5.55190415803926E-07,0.47,0.0623408176
P75913,1.1.1.79,70.6,254160,35343,1025.5206796302,0.000001703,0.47,3.34569146799055E-06,3.0111223211915E-06,3.68026061478961E-06,0.47,0.3996602434
P37666,1.1.1.79,70.6,254160,35396,1525.3148410501,2.53290408676528E-06,0.47,4.9762359268473E-06,4.47861233416257E-06,5.47385951953204E-06,0.47,0.5944372579
P02918,2.4.1.129,70,252000,93636,54.994492719,9.13226381916139E-08,0.47,1.79415792124978E-07,1.6147421291248E-07,1.97357371337476E-07,0.47,0.0212500064
P02919,2.4.1.129,70,252000,94293,132.3923988793,2.19847889205121E-07,0.47,4.31921196866643E-07,3.88729077179979E-07,4.75113316553307E-07,0.47,0.0511567466
P0ABG7,2.4.1.129,70,252000,40476,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P0ABG4,2.4.1.129,70,252000,45987,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P76577,2.4.1.129,70,252000,85067,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P46022,2.4.1.129,70,252000,27342,NA,#VALUE!,0.47,#VALUE!,#VALUE!,#VALUE!,0.47,#VALUE!
P16659,6.1.1.15,70,252000,63693,3858.436969443,6.40723508708569E-06,0.47,1.25878881868088E-05,1.13290993681279E-05,1.38466770054897E-05,0.47,1.4909094768
P0A7Z0,5.3.1.6,69,248400,22860,2101.9688821375,3.49048303244349E-06,0.47,6.85753051560607E-06,6.17177746404546E-06,7.54328356716668E-06,0.47,0.8006029726
P37351,5.3.1.6,69,248400,16073,71.2222773516,1.18270138411811E-07,0.47,2.32357835779589E-07,2.0912205220163E-07,2.55593619357548E-07,0.47,0.0271273126
P77439,2.7.3.9,63.8333333,229799.99988,92130,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P32670,2.7.3.9,63.8333333,229799.99988,91774,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P37177,2.7.3.9,63.8333333,229799.99988,83716,68.4833617308,1.13721955713708E-07,0.47,2.23422309850114E-07,2.01080078865103E-07,2.45764540835126E-07,0.47,0.02413095
P08839,2.7.3.9,63.8333333,229799.99988,63562,5354.6021782886,8.89173393936994E-06,0.47,0.000017469,1.57221228790431E-05,1.92159279632749E-05,0.47,1.8867595587
P09148,2.7.7.12,62,223200,39646,137.5076438851,2.2834215191808E-07,0.47,4.48609335791907E-07,4.03748402212716E-07,4.93470269371097E-07,0.47,0.0470609138
P06999,2.7.1.11,61,219600,32456,1543.8192219896,2.56363205245697E-06,0.47,5.0366052111139E-06,4.53294469000251E-06,5.54026573222529E-06,0.47,0.519838097
P0A796,2.7.1.11,61,219600,34842,964.9452826442,1.60236679283328E-06,0.47,3.14806835527168E-06,2.83326151974451E-06,3.46287519079884E-06,0.47,0.3249184311
P06715,1.8.1.7,60,216000,48773,1144.410665083,1.90038303733472E-06,0.47,3.73356195940024E-06,3.36020576346022E-06,4.10691815534027E-06,0.47,0.3790312101
P0A6E1,2.7.1.71,60,216000,19151,319.941261641,5.31287382333182E-07,0.47,1.04378660576264E-06,9.39407945186372E-07,1.1481652663389E-06,0.47,0.1059652162
P0A6D7,2.7.1.71,60,216000,19538,1247.1778489575,0.000002071,0.47,4.06883290722984E-06,3.66194961650686E-06,4.47571619795283E-06,0.47,0.4130679167
P66899,4.3.1.15,58.6,210960,43328,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P0A7E1,1.3.5.2,55,198000,36775,685.4871799496,1.13830484880368E-06,0.47,2.23635530216833E-06,2.01271977195149E-06,0.00000246,0.47,0.2081152244
Q46893,2.7.7.60,54.1,194760,25737,27.9085801279,4.63443708532921E-08,0.47,0.000000091,8.19448600549369E-08,1.00154828956034E-07,0.47,0.0083344478
P75849,3.1.2.6,53,190800,23784,514.2563415572,0.000000854,0.47,1.67772633793054E-06,0.00000151,1.84549897172359E-06,0.47,0.1504517871
P0AC84,3.1.2.6,53,190800,28434,388.7337967211,6.45522744472087E-07,0.47,1.26821757263671E-06,1.14139581537304E-06,0.000001395,0.47,0.113728679
P77788,3.6.1.65,51.7,186120,15046,NA,#VALUE!,0.47,#VALUE!,#VALUE!,#VALUE!,0.47,#VALUE!
P37678,4.1.1.85,51,183600,23445,NA,#VALUE!,0.47,#VALUE!,#VALUE!,#VALUE!,0.47,#VALUE!
P39304,4.1.1.85,51,183600,23578,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P21165,3.4.13.9,50.1,180360,50176,1665.7033742089,0.000002766,0.47,5.43424396795538E-06,4.89081957115984E-06,5.97766836475092E-06,0.47,0.4606565138
P0ABR9,1.13.11.16,50,180000,34196,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P0A9C5,6.3.1.2,50,180000,51904,9279.5637608701,1.54094383275823E-05,0.47,3.0273945633757E-05,2.72465510703813E-05,3.33013401971326E-05,0.47,2.5611758006
P27302,2.2.1.1,48,172800,72212,3191.8557033063,5.30032498058175E-06,0.47,1.04132121425968E-05,9.37189092833708E-06,1.14545333568564E-05,0.47,0.8457194374
P33570,2.2.1.1,48,172800,73043,970.8980538465,1.61225183302316E-06,0.47,3.16748886645022E-06,2.85073997980519E-06,3.48423775309524E-06,0.47,0.2572507758
P06987,3.1.3.15,48,172800,40278,1877.0407560428,0.000003117,0.47,6.12371780238275E-06,5.51134602214448E-06,6.73608958262103E-06,0.47,0.497343865
P32718,2.7.1.55,47,169200,33821,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P00722,3.2.1.23,43,154800,116483,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P06864,3.2.1.23,43,154800,117879,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P02918,3.4.16.4,42,151200,93636,54.994492719,9.13226381916139E-08,0.47,1.79415792124978E-07,1.6147421291248E-07,1.97357371337476E-07,0.47,0.0127500039
P02919,3.4.16.4,42,151200,94293,132.3923988793,2.19847889205121E-07,0.47,4.31921196866643E-07,3.88729077179979E-07,4.75113316553307E-07,0.47,0.0306940479
P0AEB2,3.4.16.4,42,151200,44444,906.7539087215,1.50573548442635E-06,0.47,2.95822295565097E-06,2.66240066008588E-06,0.000003254,0.47,0.2102231561
P24228,3.4.16.4,42,151200,51798,3.9654556856,6.58494799999889E-09,0.47,1.29370294695459E-08,1.16433265225914E-08,1.42307324165005E-08,0.47,0.0009193571
P33013,3.4.16.4,42,151200,43346,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P08506,3.4.16.4,42,151200,43609,1506.1183739017,0.000002501,0.47,4.91360875839577E-06,4.4222478825562E-06,0.000005405,0.47,0.3491806928
P0AD68,3.4.16.4,42,151200,63877,20.3834412312,3.38482916492853E-08,0.47,6.64995906665723E-08,5.98496315999151E-08,7.31495497332295E-08,0.47,0.0047257269
P0AD65,3.4.16.4,42,151200,70857,8.1759266424,1.35767629399493E-08,0.47,2.66734045971499E-08,0.000000024,2.93407450568649E-08,0.47,0.0018955188
P09831,1.4.1.13,41.9,150840,163297,2078.5298183652,3.45156064158946E-06,0.47,6.7810621642229E-06,0.000006103,7.45916838064519E-06,0.47,0.4807420459
P09832,1.4.1.13,41.9,150840,52015,1480.077719856,2.45778432390573E-06,0.47,4.82865289568906E-06,4.34578760612015E-06,5.31151818525796E-06,0.47,0.3423263813
P37666,1.1.1.215,40.7,146520,35396,1525.3148410501,2.53290408676528E-06,0.47,4.9762359268473E-06,4.47861233416257E-06,5.47385951953204E-06,0.47,0.3426855014
P08373,1.3.1.98,40,144000,37851,21.7548891637,3.61256877510154E-08,0.47,0.000000071,6.3876461642267E-08,7.80712308961041E-08,0.47,0.0048035099
P0A9J8,5.4.99.5,39.0333333,140519.99988,43111,1510.0302542933,2.50752284007519E-06,0.47,4.92637100211236E-06,4.43373390190112E-06,0.000005419,0.47,0.3253592167
P07023,5.4.99.5,39.0333333,140519.99988,42043,724.9515998775,1.20383859162662E-06,0.47,2.36510528806801E-06,2.12859475926121E-06,2.60161581687481E-06,0.47,0.1562019596
P0AE18,3.4.11.18,39,140400,29331,1215.4700845407,2.01838273753024E-06,0.47,3.96538848237768E-06,3.56884963413991E-06,4.36192733061545E-06,0.47,0.2616680552
P0A9Q7,1.2.1.10,37.9,136440,96127,5977.2347567124,9.92566382715435E-06,0.47,1.9500321860814E-05,1.75502896747326E-05,2.14503540468955E-05,0.47,1.2504932399
P77580,1.2.1.10,37.9,136440,33442,NA,#VALUE!,0.47,#VALUE!,#VALUE!,#VALUE!,0.47,#VALUE!
P39306,5.1.3.4,37.2,133920,25278,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P37680,5.1.3.4,37.2,133920,25561,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P08203,5.1.3.4,37.2,133920,25519,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
P04425,6.3.2.3,36.3,130680,35561,1157.4024357119,0.000001922,0.47,3.77594672746077E-06,3.39835205471469E-06,4.15354140020685E-06,0.47,0.2319171376
P60906,6.1.1.21,34,122400,47029,1279.1426612364,2.12411601002385E-06,0.47,4.17311593324921E-06,3.75580433992429E-06,4.59042752657413E-06,0.47,0.2400710134
P28861,1.18.1.2,33.7,121320,27751,152.50479673,2.53246092211898E-07,0.47,4.97536526938896E-07,4.47782874245007E-07,5.47290179632786E-07,0.47,0.0283697318
P0A853,4.1.99.1,33.35,120060,52773,1654.6026609968,2.74759658086486E-06,0.47,0.000005398,4.85822578148994E-06,5.93783151070992E-06,0.47,0.30460104
P60595,3.5.1.2,33,118800,21653,993.1055052996,1.64912903570177E-06,0.47,3.23993916640819E-06,2.91594524976737E-06,3.56393308304901E-06,0.47,0.1809052433
P77454,3.5.1.2,33,118800,32903,39.3947379958,6.54180305475759E-08,0.47,1.2852265333512E-07,1.15670388001608E-07,1.41374918668632E-07,0.47,0.0071761909
P0A6W0,3.5.1.2,33,118800,33516,NA,#VALUE!,0.47,#VALUE!,#VALUE!,#VALUE!,0.47,#VALUE!
P0A9J8,4.2.1.51,32.2,115920,43111,1510.0302542933,2.50752284007519E-06,0.47,4.92637100211236E-06,4.43373390190112E-06,0.000005419,0.47,0.2684005155
P0A9S5,1.1.1.6,31.7,114120,38712,22.4761550429,3.73234059164386E-08,0.47,7.33269271442801E-08,0.000000066,8.06596198587081E-08,0.47,0.0039329924
P36562,2.4.2.21,31,111600,36987,43.3875163907,0.000000072,0.47,1.41548821285503E-07,1.27393939156953E-07,1.55703703414054E-07,0.47,0.0074245188
P00634,3.1.3.1,31,111600,49439,#N/A,#N/A,0.47,#N/A,#N/A,#N/A,0.47,#N/A
